timestamp,duration
1711091965937500,1000000
1711091966937500,1000000
1711091967937500,1000000
1711091968921875,984375
1711091969937500,1015625
1711091970906250,968750
1711091971906250,1000000
1711091972937500,1031250
1711091973984375,1046875
1711091975000000,1015625
1711091976046875,1046875
1711091977093750,1046875
1711091978078125,984375
1711091979031250,953125
1711091980000000,968750
1711091980937500,937500
1711091981859375,921875
1711091982812500,953125
1711091983750000,937500
1711091984687500,937500
1711091985625000,937500
1711091986578125,953125
1711091987500000,921875
1711091988437500,937500
1711091989390625,953125
1711091990296875,906250
1711091991218750,921875
1711091992156250,937500
1711091993093750,937500
1711091994000000,906250
1711091994875000,875000
1711091995781250,906250
1711091996687500,906250
1711091997625000,937500
1711091998546875,921875
1711091999453125,906250
1711092000406250,953125
1711092001359375,953125
1711092002312500,953125
1711092003265625,953125
1711092004234375,968750
1711092005203125,968750
1711092006093750,890625
1711092007015625,921875
1711092007937500,921875
1711092008859375,921875
1711092009812500,953125
1711092010781250,968750
1711092011750000,968750
1711092012734375,984375
1711092013734375,1000000
1711092014734375,1000000
1711092015718750,984375
1711092016734375,1015625
1711092017765625,1031250
1711092018703125,937500
1711092019656250,953125
1711092020609375,953125
1711092021562500,953125
1711092022515625,953125
1711092023421875,906250
1711092024328125,906250
1711092025312500,984375
1711092026265625,953125
1711092027218750,953125
1711092028187500,968750
1711092029156250,968750
1711092030140625,984375
1711092031125000,984375
1711092032046875,921875
1711092033000000,953125
1711092033953125,953125
1711092034937500,984375
1711092035906250,968750
1711092036859375,953125
1711092037828125,968750
1711092038812500,984375
1711092039750000,937500
1711092040703125,953125
1711092041656250,953125
1711092042578125,921875
1711092043484375,906250
1711092044406250,921875
1711092045328125,921875
1711092046203125,875000
1711092047093750,890625
1711092047984375,890625
1711092048859375,875000
1711092049734375,875000
1711092050625000,890625
1711092051515625,890625
1711092052406250,890625
1711092053281250,875000
1711092054171875,890625
1711092055046875,875000
1711092055890625,843750
1711092056750000,859375
1711092057640625,890625
1711092058531250,890625
1711092059359375,828125
1711092060203125,843750
1711092061062500,859375
1711092061921875,859375
1711092062796875,875000
1711092063656250,859375
1711092064562500,906250
1711092065468750,906250
1711092066343750,875000
1711092067234375,890625
1711092068109375,875000
1711092068968750,859375
1711092069828125,859375
1711092070671875,843750
1711092071500000,828125
1711092072359375,859375
1711092073218750,859375
1711092074046875,828125
1711092074921875,875000
1711092075812500,890625
1711092076718750,906250
1711092077593750,875000
1711092078500000,906250
1711092079406250,906250
1711092080328125,921875
1711092081218750,890625
1711092082093750,875000
1711092082953125,859375
1711092083812500,859375
1711092084656250,843750
1711092085500000,843750
1711092086359375,859375
1711092087218750,859375
1711092088031250,812500
1711092088875000,843750
1711092089718750,843750
1711092090531250,812500
1711092091390625,859375
1711092092281250,890625
1711092093140625,859375
1711092093968750,828125
1711092094812500,843750
1711092095687500,875000
1711092096515625,828125
1711092097359375,843750
1711092098203125,843750
1711092099078125,875000
1711092099937500,859375
1711092100781250,843750
1711092101656250,875000
1711092102546875,890625
1711092103390625,843750
1711092104265625,875000
1711092105171875,906250
1711092106046875,875000
1711092106953125,906250
1711092107859375,906250
1711092108750000,890625
1711092109640625,890625
1711092110593750,953125
1711092111562500,968750
1711092112500000,937500
1711092113453125,953125
1711092114375000,921875
1711092115281250,906250
1711092116203125,921875
1711092117125000,921875
1711092118046875,921875
1711092119000000,953125
1711092119968750,968750
1711092120937500,968750
1711092121890625,953125
1711092122859375,968750
1711092123828125,968750
1711092124796875,968750
1711092125796875,1000000
1711092126734375,937500
1711092127656250,921875
1711092128578125,921875
1711092129484375,906250
1711092130406250,921875
1711092131312500,906250
1711092132218750,906250
1711092133125000,906250
1711092134046875,921875
1711092134984375,937500
1711092135921875,937500
1711092136890625,968750
1711092137843750,953125
1711092138781250,937500
1711092139734375,953125
1711092140671875,937500
1711092141593750,921875
1711092142546875,953125
1711092143515625,968750
1711092144453125,937500
1711092145390625,937500
1711092146328125,937500
1711092147265625,937500
1711092148171875,906250
1711092149109375,937500
1711092150031250,921875
1711092150921875,890625
1711092151828125,906250
1711092152750000,921875
1711092153656250,906250
1711092154562500,906250
1711092155484375,921875
1711092156390625,906250
1711092157312500,921875
1711092158234375,921875
1711092159140625,906250
1711092160031250,890625
1711092160921875,890625
1711092161781250,859375
