phoneTimestamp,sensorTimestamp,ecg
1711032116198,599616046286854921,7517
1711032116205,599616046294536120,7423
1711032116213,599616046302217319,7615
1711032116221,599616046309898518,7993
1711032116228,599616046317579717,8101
1711032116236,599616046325260916,7507
1711032116244,599616046332942115,6545
1711032116251,599616046340623314,6103
1711032116259,599616046348304513,6151
1711032116267,599616046355985712,6069
1711032116273,599616046363666911,5882
1711032116281,599616046371348110,5776
1711032116289,599616046379029309,5646
1711032116297,599616046386710508,5478
1711032116305,599616046394391707,5355
1711032116313,599616046402072906,5259
1711032116320,599616046409754105,5139
1711032116328,599616046417435304,5023
1711032116336,599616046425116503,4925
1711032116343,599616046432797702,4821
1711032116351,599616046440478901,4725
1711032116359,599616046448160100,4636
1711032116366,599616046455841299,4537
1711032116374,599616046463522498,4439
1711032116382,599616046471203697,4367
1711032116390,599616046478884896,4285
1711032116397,599616046486566095,4186
1711032116405,599616046494247294,4114
1711032116413,599616046501928493,4054
1711032116420,599616046509609692,3970
1711032116428,599616046517290891,3874
1711032116436,599616046524972090,3785
1711032116443,599616046532653289,3717
1711032116451,599616046540334488,3655
1711032116459,599616046548015687,3578
1711032116465,599616046555696886,3477
1711032116473,599616046563378085,3385
1711032116481,599616046571059284,3306
1711032116489,599616046578740483,3207
1711032116497,599616046586421682,3087
1711032116505,599616046594102881,2998
1711032116512,599616046601784080,2926
1711032116520,599616046609465279,2842
1711032116528,599616046617146478,2767
1711032116535,599616046624827677,2712
1711032116543,599616046632508876,2650
1711032116551,599616046640190075,2589
1711032116559,599616046647871274,2539
1711032116566,599616046655552473,2479
1711032116574,599616046663233672,2424
1711032116582,599616046670914871,2385
1711032116589,599616046678596070,2337
1711032116597,599616046686277269,2279
1711032116605,599616046693958468,2243
1711032116612,599616046701639667,2207
1711032116620,599616046709320866,2159
1711032116628,599616046717002065,2111
1711032116635,599616046724683264,2068
1711032116643,599616046732364463,2034
1711032116651,599616046740045662,2003
1711032116657,599616046747726861,1967
1711032116665,599616046755408060,1923
1711032116673,599616046763089259,1882
1711032116681,599616046770770458,1844
1711032116689,599616046778451657,1805
1711032116697,599616046786132856,1767
1711032116704,599616046793814055,1724
1711032116712,599616046801495254,1683
1711032116720,599616046809176453,1654
1711032116728,599616046816857652,1623
1711032116735,599616046824538851,1582
1711032116743,599616046832220050,1546
1711032116751,599616046839901249,1527
1711032116758,599616046847612576,1502
1711032116766,599616046855293357,1469
1711032116774,599616046862974138,1447
1711032116781,599616046870654919,1426
1711032116789,599616046878335700,1394
1711032116797,599616046886016481,1358
1711032116804,599616046893697262,1329
1711032116812,599616046901378043,1310
1711032116820,599616046909058824,1288
1711032116827,599616046916739605,1267
1711032116835,599616046924420386,1238
1711032116843,599616046932101167,1212
1711032116849,599616046939781948,1199
1711032116857,599616046947462729,1180
1711032116865,599616046955143510,1144
1711032116873,599616046962824291,1113
1711032116881,599616046970505072,1096
1711032116889,599616046978185853,1086
1711032116897,599616046985866634,1077
1711032116904,599616046993547415,1055
1711032116912,599616047001228196,1031
1711032116920,599616047008908977,1019
1711032116927,599616047016589758,1005
1711032116935,599616047024270539,973
1711032116943,599616047031951320,935
1711032116950,599616047039632101,911
1711032116958,599616047047312882,906
1711032116966,599616047054993663,928
1711032116973,599616047062674444,942
1711032116981,599616047070355225,909
1711032116989,599616047078036006,875
1711032116996,599616047085716787,877
1711032117004,599616047093397568,860
1711032117012,599616047101078349,812
1711032117019,599616047108759130,774
1711032117027,599616047116439911,759
1711032117035,599616047124120692,759
1711032117041,599616047131801473,755
1711032117049,599616047139482254,735
1711032117057,599616047147163035,711
1711032117065,599616047154843816,687
1711032117073,599616047162524597,767
1711032117081,599616047170205378,1137
1711032117089,599616047177886159,1717
1711032117096,599616047185566940,2020
1711032117104,599616047193247721,1534
1711032117112,599616047200928502,591
1711032117119,599616047208609283,223
1711032117127,599616047216290064,461
1711032117135,599616047223970845,557
1711032117142,599616047231651626,490
1711032117150,599616047239332407,497
1711032117158,599616047247013188,485
1711032117165,599616047254693969,440
1711032117173,599616047262374750,444
1711032117181,599616047270055531,468
1711032117188,599616047277736312,456
1711032117196,599616047285417093,444
1711032117204,599616047293097874,461
1711032117211,599616047300778655,468
1711032117219,599616047308459436,466
1711032117227,599616047316140217,466
1711032117233,599616047323820998,464
1711032117241,599616047331501779,468
1711032117249,599616047339182560,483
1711032117257,599616047346863341,492
1711032117265,599616047354544122,497
1711032117273,599616047362224903,497
1711032117281,599616047369905684,492
1711032117288,599616047377586465,490
1711032117296,599616047385267246,488
1711032117304,599616047392948027,485
1711032117311,599616047400628808,483
1711032117319,599616047408279521,471
1711032117327,599616047415960720,444
1711032117334,599616047423641919,413
1711032117342,599616047431323118,387
1711032117350,599616047439004317,353
1711032117357,599616047446685516,307
1711032117365,599616047454366715,262
1711032117373,599616047462047914,230
1711032117380,599616047469729113,206
1711032117388,599616047477410312,182
1711032117396,599616047485091511,156
1711032117403,599616047492772710,149
1711032117411,599616047500453909,149
1711032117419,599616047508135108,144
1711032117425,599616047515816307,141
1711032117433,599616047523497506,141
1711032117441,599616047531178705,134
1711032117449,599616047538859904,139
1711032117457,599616047546541103,149
1711032117465,599616047554222302,141
1711032117473,599616047561903501,129
1711032117480,599616047569584700,134
1711032117488,599616047577265899,141
1711032117496,599616047584947098,139
1711032117503,599616047592628297,144
1711032117511,599616047600309496,146
1711032117519,599616047607990695,141
1711032117526,599616047615671894,132
1711032117534,599616047623353093,120
1711032117542,599616047631034292,117
1711032117549,599616047638715491,127
1711032117557,599616047646396690,113
1711032117565,599616047654077889,91
1711032117572,599616047661759088,101
1711032117580,599616047669440287,117
1711032117588,599616047677121486,105
1711032117595,599616047684802685,93
1711032117603,599616047692483884,101
1711032117611,599616047700165083,110
1711032117617,599616047707846282,105
1711032117625,599616047715527481,91
1711032117633,599616047723208680,69
1711032117641,599616047730889879,69
1711032117649,599616047738571078,76
1711032117657,599616047746252277,67
1711032117665,599616047753933476,60
1711032117672,599616047761614675,69
1711032117680,599616047769295874,67
1711032117688,599616047776977073,55
1711032117695,599616047784658272,57
1711032117703,599616047792339471,60
1711032117711,599616047800020670,48
1711032117718,599616047807701869,33
1711032117726,599616047815383068,24
1711032117734,599616047823064267,9
1711032117741,599616047830745466,21
1711032117749,599616047838426665,74
1711032117757,599616047846107864,84
1711032117764,599616047853789063,50
1711032117772,599616047861470262,57
1711032117780,599616047869151461,76
1711032117787,599616047876832660,45
1711032117795,599616047884513859,16
1711032117803,599616047892195058,16
1711032117811,599616047899876257,16
1711032117817,599616047907557456,2
1711032117825,599616047915238655,-7
1711032117833,599616047922919854,-7
1711032117841,599616047930601053,-21
1711032117849,599616047938282252,-12
1711032117857,599616047945963451,209
1711032117864,599616047953644650,731
1711032117872,599616047961325849,1250
1711032117880,599616047969012120,1190
1711032117887,599616047976693249,375
1711032117895,599616047984374378,-346
1711032117903,599616047992055507,-303
1711032117910,599616047999736636,-69
1711032117918,599616048007417765,-103
1711032117926,599616048015098894,-144
1711032117933,599616048022780023,-115
1711032117941,599616048030461152,-115
1711032117949,599616048038142281,-125
1711032117956,599616048045823410,-125
1711032117964,599616048053504539,-120
1711032117972,599616048061185668,-105
1711032117980,599616048068866797,-93
1711032117987,599616048076547926,-96
1711032117995,599616048084229055,-93
1711032118003,599616048091910184,-79
1711032118009,599616048099591313,-67
1711032118017,599616048107272442,-57
1711032118025,599616048114953571,-38
1711032118033,599616048122634700,-24
1711032118041,599616048130315829,-14
1711032118049,599616048137996958,4
1711032118056,599616048145678087,19
1711032118064,599616048153359216,12
1711032118072,599616048161040345,19
1711032118079,599616048168721474,33
1711032118087,599616048176402603,26
1711032118095,599616048184083732,4
1711032118102,599616048191764861,-14
1711032118110,599616048199445990,-19
1711032118118,599616048207127119,-28
1711032118125,599616048214808248,-57
1711032118133,599616048222489377,-91
1711032118141,599616048230170506,-137
1711032118148,599616048237851635,-175
1711032118156,599616048245532764,-189
1711032118164,599616048253213893,-204
1711032118172,599616048260895022,-223
1711032118179,599616048268576151,-221
1711032118187,599616048276257280,-206
1711032118195,599616048283938409,-204
1711032118201,599616048291619538,-218
1711032118209,599616048299300667,-216
1711032118217,599616048306981796,-192
1711032118225,599616048314662925,-185
1711032118233,599616048322344054,-204
1711032118241,599616048330025183,-206
1711032118248,599616048337706312,-170
1711032118256,599616048345387441,-137
1711032118264,599616048353068570,-134
1711032118271,599616048360749699,-141
1711032118279,599616048368430828,-132
1711032118287,599616048376111957,-113
1711032118294,599616048383793086,-108
1711032118302,599616048391474215,-113
1711032118310,599616048399155344,-108
1711032118317,599616048406836473,-91
1711032118325,599616048414517602,-76
1711032118333,599616048422198731,-76
1711032118341,599616048429879860,-81
1711032118348,599616048437560989,-69
1711032118356,599616048445242118,-64
1711032118364,599616048452923247,-74
1711032118371,599616048460604376,-76
1711032118379,599616048468285505,-74
1711032118387,599616048475966634,-69
1711032118393,599616048483647763,-62
1711032118401,599616048491328892,-64
1711032118409,599616048499010021,-69
1711032118417,599616048506691150,-67
1711032118425,599616048514372279,-62
1711032118433,599616048522053408,-72
1711032118440,599616048529754607,-76
1711032118448,599616048537435458,-64
1711032118456,599616048545116309,-55
1711032118463,599616048552797160,-55
1711032118471,599616048560478011,-50
1711032118479,599616048568158862,-40
1711032118486,599616048575839713,-33
1711032118494,599616048583520564,-31
1711032118502,599616048591201415,-45
1711032118510,599616048598882266,-81
1711032118517,599616048606563117,-93
1711032118525,599616048614243968,-86
1711032118533,599616048621924819,-76
1711032118540,599616048629605670,-48
1711032118548,599616048637286521,-21
1711032118556,599616048644967372,-12
1711032118563,599616048652648223,-9
1711032118571,599616048660329074,-16
1711032118579,599616048668009925,-33
1711032118585,599616048675690776,-43
1711032118593,599616048683371627,-45
1711032118601,599616048691052478,-50
1711032118609,599616048698733329,-50
1711032118617,599616048706414180,-48
1711032118625,599616048714095031,-52
1711032118632,599616048721775882,-57
1711032118640,599616048729456733,40
1711032118648,599616048737137584,387
1711032118655,599616048744818435,882
1711032118663,599616048752499286,1149
1711032118671,599616048760180137,781
1711032118679,599616048767860988,-7
1711032118686,599616048775541839,-353
1711032118694,599616048783222690,-175
1711032118702,599616048790903541,-91
1711032118709,599616048798584392,-139
1711032118717,599616048806265243,-127
1711032118725,599616048813946094,-120
1711032118732,599616048821626945,-134
1711032118740,599616048829307796,-125
1711032118748,599616048836988647,-108
1711032118755,599616048844669498,-96
1711032118763,599616048852350349,-76
1711032118771,599616048860031200,-64
1711032118777,599616048867712051,-55
1711032118785,599616048875392902,-40
1711032118793,599616048883073753,-38
1711032118801,599616048890754604,-43
1711032118809,599616048898435455,-33
1711032118817,599616048906116306,-16
1711032118824,599616048913797157,-9
1711032118832,599616048921478008,-12
1711032118840,599616048929158859,0
1711032118847,599616048936839710,19
1711032118855,599616048944520561,31
1711032118863,599616048952201412,31
1711032118871,599616048959882263,28
1711032118878,599616048967563114,28
1711032118886,599616048975243965,36
1711032118894,599616048982924816,36
1711032118901,599616048990605667,26
1711032118909,599616048998286518,16
1711032118917,599616049005967369,2
1711032118924,599616049013648220,-31
1711032118932,599616049021329071,-81
1711032118940,599616049029009922,-120
1711032118947,599616049036690773,-129
1711032118955,599616049044371624,-141
1711032118963,599616049052052475,-168
1711032118969,599616049059733326,-187
1711032118977,599616049067414177,-189
1711032118985,599616049075095028,-185
1711032118993,599616049082775879,-175
1711032119001,599616049090431680,-177
1711032119009,599616049098112879,-185
1711032119016,599616049105794078,-168
1711032119024,599616049113475277,-153
1711032119032,599616049121156476,-161
1711032119039,599616049128837675,-165
1711032119047,599616049136518874,-168
1711032119055,599616049144200073,-168
1711032119063,599616049151881272,-156
1711032119070,599616049159562471,-149
1711032119078,599616049167243670,-156
1711032119086,599616049174924869,-151
1711032119093,599616049182606068,-141
1711032119101,599616049190287267,-141
1711032119109,599616049197968466,-144
1711032119116,599616049205649665,-141
1711032119124,599616049213330864,-139
1711032119132,599616049221012063,-129
1711032119139,599616049228693262,-134
1711032119147,599616049236374461,-137
1711032119155,599616049244055660,-125
1711032119161,599616049251736859,-113
1711032119169,599616049259418058,-110
1711032119177,599616049267099257,-110
1711032119185,599616049274780456,-120
1711032119193,599616049282461655,-127
1711032119201,599616049290142854,-127
1711032119208,599616049297824053,-120
1711032119216,599616049305505252,-122
1711032119224,599616049313186451,-120
1711032119232,599616049320867650,-113
1711032119239,599616049328548849,-110
1711032119247,599616049336230048,-115
1711032119255,599616049343911247,-117
1711032119262,599616049351592446,-120
1711032119270,599616049359273645,-98
1711032119278,599616049366954844,-72
1711032119285,599616049374636043,-74
1711032119293,599616049382317242,-74
1711032119301,599616049389998441,-64
1711032119308,599616049397679640,-72
1711032119316,599616049405360839,-88
1711032119324,599616049413042038,-96
1711032119331,599616049420723237,-103
1711032119339,599616049428404436,-105
1711032119347,599616049436085635,-98
1711032119353,599616049443766834,-101
1711032119361,599616049451448033,-127
1711032119369,599616049459129232,-132
1711032119377,599616049466810431,21
1711032119385,599616049474491630,444
1711032119393,599616049482172829,949
1711032119400,599616049489854028,1019
1711032119408,599616049497535227,396
1711032119416,599616049505216426,-283
1711032119424,599616049512897625,-360
1711032119431,599616049520578824,-194
1711032119439,599616049528260023,-185
1711032119447,599616049535941222,-185
1711032119454,599616049543622421,-170
1711032119462,599616049551303620,-192
1711032119470,599616049558984819,-189
1711032119477,599616049566666018,-168
1711032119485,599616049574347217,-165
1711032119493,599616049582028416,-158
1711032119500,599616049589709615,-141
1711032119508,599616049597390814,-129
1711032119516,599616049605072013,-117
1711032119523,599616049612753212,-105
1711032119531,599616049620434411,-103
1711032119539,599616049628115610,-96
1711032119545,599616049635796809,-79
1711032119553,599616049643478008,-64
1711032119561,599616049651159241,-55
1711032119569,599616049658840440,-40
1711032119577,599616049666521639,-31
1711032119585,599616049674202838,-38
1711032119593,599616049681884037,-45
1711032119600,599616049689565236,-38
1711032119608,599616049697246435,-26
1711032119616,599616049704927634,-24
1711032119623,599616049712608833,-36
