RowIndex,Reason,OriginalLine
0,HeartRate out of range,Row 0 | Timestamp: 1710999848152 ms | PPG(Green=2097152, Red=2097152, Ir=2097152) | ACC(X=2.67767286300659, Y=-1.97831642627716, Z=9.00301647186279) | HR=0 bpm | IBI=0 ms | Participant=P06
1,HeartRate out of range,Row 1 | Timestamp: 1710999848192 ms | PPG(Green=2338343, Red=2338343, Ir=2338343) | ACC(X=2.69204306602478, Y=-2.10525441169739, Z=8.97906589508057) | HR=0 bpm | IBI=0 ms | Participant=P06
2,HeartRate out of range,Row 2 | Timestamp: 1710999848233 ms | PPG(Green=2338457, Red=2338457, Ir=2338457) | ACC(X=2.79503059387207, Y=-2.14836549758911, Z=9.33113861083984) | HR=0 bpm | IBI=0 ms | Participant=P06
3,HeartRate out of range,Row 3 | Timestamp: 1710999848273 ms | PPG(Green=2338561, Red=2338561, Ir=2338561) | ACC(X=2.72557401657104, Y=-2.24416756629944, Z=9.3766450881958) | HR=0 bpm | IBI=0 ms | Participant=P06
4,HeartRate out of range,Row 4 | Timestamp: 1710999848313 ms | PPG(Green=2338664, Red=2338664, Ir=2338664) | ACC(X=2.78784537315369, Y=-2.1818962097168, Z=9.35029983520508) | HR=0 bpm | IBI=0 ms | Participant=P06
5,HeartRate out of range,Row 5 | Timestamp: 1710999848353 ms | PPG(Green=2338681, Red=2338681, Ir=2338681) | ACC(X=2.64653706550598, Y=-2.23937749862671, Z=9.33113861083984) | HR=0 bpm | IBI=0 ms | Participant=P06
6,HeartRate out of range,Row 6 | Timestamp: 1710999848393 ms | PPG(Green=2338760, Red=2338760, Ir=2338760) | ACC(X=2.67527770996094, Y=-2.22500729560852, Z=9.2784481048584) | HR=0 bpm | IBI=0 ms | Participant=P06
7,HeartRate out of range,Row 7 | Timestamp: 1710999848434 ms | PPG(Green=2339073, Red=2339073, Ir=2339073) | ACC(X=2.68964815139771, Y=-2.18668627738953, Z=9.22815132141113) | HR=0 bpm | IBI=0 ms | Participant=P06
8,HeartRate out of range,Row 8 | Timestamp: 1710999848473 ms | PPG(Green=2339080, Red=2339080, Ir=2339080) | ACC(X=2.68725299835205, Y=-2.25135278701782, Z=9.23294162750244) | HR=0 bpm | IBI=0 ms | Participant=P06
9,HeartRate out of range,Row 9 | Timestamp: 1710999848514 ms | PPG(Green=2339117, Red=2339117, Ir=2339117) | ACC(X=2.74233937263489, Y=-2.28009343147278, Z=9.13953399658203) | HR=0 bpm | IBI=0 ms | Participant=P06
10,HeartRate out of range,Row 10 | Timestamp: 1710999848554 ms | PPG(Green=2208215, Red=2208215, Ir=2208215) | ACC(X=2.72317886352539, Y=-2.1627357006073, Z=9.15390491485596) | HR=0 bpm | IBI=0 ms | Participant=P06
11,HeartRate out of range,Row 11 | Timestamp: 1710999848594 ms | PPG(Green=2208357, Red=2208357, Ir=2208357) | ACC(X=2.66569757461548, Y=-2.17710614204407, Z=9.17306518554688) | HR=0 bpm | IBI=0 ms | Participant=P06
12,HeartRate out of range,Row 12 | Timestamp: 1710999848635 ms | PPG(Green=2208240, Red=2208240, Ir=2208240) | ACC(X=2.74952459335327, Y=-2.15794563293457, Z=9.1994104385376) | HR=0 bpm | IBI=0 ms | Participant=P06
13,HeartRate out of range,Row 13 | Timestamp: 1710999848674 ms | PPG(Green=2208097, Red=2208097, Ir=2208097) | ACC(X=2.72796893119812, Y=-2.14118027687073, Z=9.22815132141113) | HR=0 bpm | IBI=644 ms | Participant=P06
14,HeartRate out of range,Row 14 | Timestamp: 1710999848714 ms | PPG(Green=2208037, Red=2208037, Ir=2208037) | ACC(X=2.7088086605072, Y=-2.11962461471558, Z=9.23294162750244) | HR=0 bpm | IBI=0 ms | Participant=P06
15,HeartRate out of range,Row 15 | Timestamp: 1710999848754 ms | PPG(Green=2131794, Red=2131794, Ir=2131794) | ACC(X=2.62977170944214, Y=-2.15555047988892, Z=9.22815132141113) | HR=0 bpm | IBI=0 ms | Participant=P06
16,HeartRate out of range,Row 16 | Timestamp: 1710999848794 ms | PPG(Green=2131856, Red=2131856, Ir=2131856) | ACC(X=2.56750011444092, Y=-2.01663732528686, Z=9.22575664520264) | HR=0 bpm | IBI=0 ms | Participant=P06
17,HeartRate out of range,Row 17 | Timestamp: 1710999848835 ms | PPG(Green=2132097, Red=2132097, Ir=2132097) | ACC(X=2.61779642105103, Y=-2.13159990310669, Z=9.15869522094727) | HR=0 bpm | IBI=0 ms | Participant=P06
18,HeartRate out of range,Row 18 | Timestamp: 1710999848875 ms | PPG(Green=2132299, Red=2132299, Ir=2132299) | ACC(X=2.65611720085144, Y=-2.15794563293457, Z=9.1994104385376) | HR=0 bpm | IBI=0 ms | Participant=P06
19,HeartRate out of range,Row 19 | Timestamp: 1710999848915 ms | PPG(Green=2132414, Red=2132414, Ir=2132414) | ACC(X=2.72557401657104, Y=-2.18668627738953, Z=9.0173864364624) | HR=0 bpm | IBI=0 ms | Participant=P06
20,HeartRate out of range,Row 20 | Timestamp: 1710999848955 ms | PPG(Green=2106898, Red=2106898, Ir=2106898) | ACC(X=2.78305530548096, Y=-2.22261214256287, Z=9.07965755462646) | HR=0 bpm | IBI=0 ms | Participant=P06
21,HeartRate out of range,Row 21 | Timestamp: 1710999848995 ms | PPG(Green=2107506, Red=2107506, Ir=2107506) | ACC(X=2.8644871711731, Y=-2.28248858451843, Z=9.03415203094482) | HR=0 bpm | IBI=0 ms | Participant=P06
22,HeartRate out of range,Row 22 | Timestamp: 1710999849036 ms | PPG(Green=2108131, Red=2108131, Ir=2108131) | ACC(X=2.93633890151978, Y=-2.2082417011261, Z=9.0988187789917) | HR=0 bpm | IBI=0 ms | Participant=P06
23,HeartRate out of range,Row 23 | Timestamp: 1710999849075 ms | PPG(Green=2109078, Red=2109078, Ir=2109078) | ACC(X=3.30996775627136, Y=-2.53636455535889, Z=9.46286678314209) | HR=0 bpm | IBI=0 ms | Participant=P06
24,HeartRate out of range,Row 24 | Timestamp: 1710999849115 ms | PPG(Green=2109760, Red=2109760, Ir=2109760) | ACC(X=3.38421440124512, Y=-2.67767286300659, Z=9.25449752807617) | HR=0 bpm | IBI=0 ms | Participant=P06
25,HeartRate out of range,Row 25 | Timestamp: 1710999849155 ms | PPG(Green=2110485, Red=2110485, Ir=2110485) | ACC(X=3.1159679889679, Y=-2.74712944030762, Z=9.5490894317627) | HR=0 bpm | IBI=0 ms | Participant=P06
26,IBI out of range,Row 26 | Timestamp: 1710999849195 ms | PPG(Green=2110946, Red=2110946, Ir=2110946) | ACC(X=2.92436361312866, Y=-2.79263544082642, Z=9.45089149475098) | HR=68 bpm | IBI=0 ms | Participant=P06
27,IBI out of range,Row 27 | Timestamp: 1710999849237 ms | PPG(Green=2111457, Red=2111457, Ir=2111457) | ACC(X=2.2082417011261, Y=-2.65851235389709, Z=8.88805389404297) | HR=69 bpm | IBI=0 ms | Participant=P06
28,IBI out of range,Row 28 | Timestamp: 1710999849278 ms | PPG(Green=2112196, Red=2112196, Ir=2112196) | ACC(X=1.84419322013855, Y=-2.41900682449341, Z=8.87368297576904) | HR=68 bpm | IBI=0 ms | Participant=P06
29,IBI out of range,Row 29 | Timestamp: 1710999849316 ms | PPG(Green=2112697, Red=2112697, Ir=2112697) | ACC(X=1.87532901763916, Y=-2.35913038253784, Z=8.5623254776001) | HR=69 bpm | IBI=0 ms | Participant=P06
30,IBI out of range,Row 30 | Timestamp: 1710999849356 ms | PPG(Green=2113317, Red=2113317, Ir=2113317) | ACC(X=1.89927959442139, Y=-2.40703153610229, Z=8.49526405334473) | HR=70 bpm | IBI=0 ms | Participant=P06
31,IBI out of range,Row 31 | Timestamp: 1710999849396 ms | PPG(Green=2114007, Red=2114007, Ir=2114007) | ACC(X=2.0717236995697, Y=-2.71120357513428, Z=8.36593151092529) | HR=70 bpm | IBI=0 ms | Participant=P06
32,IBI out of range,Row 32 | Timestamp: 1710999849437 ms | PPG(Green=2114549, Red=2114549, Ir=2114549) | ACC(X=1.97831642627716, Y=-2.87646245956421, Z=8.51921463012695) | HR=72 bpm | IBI=0 ms | Participant=P06
33,IBI out of range,Row 33 | Timestamp: 1710999849476 ms | PPG(Green=2115005, Red=2115005, Ir=2115005) | ACC(X=1.98789668083191, Y=-3.01298069953919, Z=8.70842456817627) | HR=73 bpm | IBI=0 ms | Participant=P06
34,IBI out of range,Row 34 | Timestamp: 1710999849516 ms | PPG(Green=2114862, Red=2114862, Ir=2114862) | ACC(X=1.92323017120361, Y=-3.15428900718689, Z=9.09642314910889) | HR=72 bpm | IBI=0 ms | Participant=P06
35,IBI out of range,Row 35 | Timestamp: 1710999849556 ms | PPG(Green=2114686, Red=2114686, Ir=2114686) | ACC(X=2.21782207489014, Y=-3.35307860374451, Z=9.44131183624268) | HR=71 bpm | IBI=0 ms | Participant=P06
36,IBI out of range,Row 36 | Timestamp: 1710999849597 ms | PPG(Green=2114669, Red=2114669, Ir=2114669) | ACC(X=2.31601929664612, Y=-3.63090515136719, Z=9.58261966705322) | HR=71 bpm | IBI=0 ms | Participant=P06
37,IBI out of range,Row 37 | Timestamp: 1710999849638 ms | PPG(Green=2114797, Red=2114797, Ir=2114797) | ACC(X=2.38308095932007, Y=-3.71473217010498, Z=9.50118827819824) | HR=71 bpm | IBI=0 ms | Participant=P06
38,IBI out of range,Row 38 | Timestamp: 1710999849677 ms | PPG(Green=2115422, Red=2115422, Ir=2115422) | ACC(X=2.38068580627441, Y=-3.75065803527832, Z=9.24012660980225) | HR=72 bpm | IBI=0 ms | Participant=P06
39,IBI out of range,Row 39 | Timestamp: 1710999849717 ms | PPG(Green=2116222, Red=2116222, Ir=2116222) | ACC(X=2.24895787239075, Y=-3.7530529499054, Z=8.90960884094238) | HR=72 bpm | IBI=0 ms | Participant=P06
40,IBI out of range,Row 40 | Timestamp: 1710999849757 ms | PPG(Green=2116671, Red=2116671, Ir=2116671) | ACC(X=2.35194516181946, Y=-3.71233701705933, Z=8.94074440002441) | HR=72 bpm | IBI=0 ms | Participant=P06
41,IBI out of range,Row 41 | Timestamp: 1710999849797 ms | PPG(Green=2117465, Red=2117465, Ir=2117465) | ACC(X=2.41661167144775, Y=-3.77460861206055, Z=8.72758483886719) | HR=72 bpm | IBI=0 ms | Participant=P06
