RowIndex,Reason,OriginalLine
0,HeartRate out of range,Row 0 | Timestamp: 1710811991585 ms | PPG(Green=2097152, Red=2097152, Ir=2097152) | ACC(X=1.40350294113159, Y=2.29925394058228, Z=9.55148410797119) | HR=0 bpm | IBI=0 ms | Participant=P02
1,HeartRate out of range,Row 1 | Timestamp: 1710811991626 ms | PPG(Green=2366943, Red=2366943, Ir=2366943) | ACC(X=1.44661390781403, Y=2.43577218055725, Z=9.66884136199951) | HR=0 bpm | IBI=0 ms | Participant=P02
2,HeartRate out of range,Row 2 | Timestamp: 1710811991667 ms | PPG(Green=2366919, Red=2366919, Ir=2366919) | ACC(X=1.46816945075989, Y=2.37110567092896, Z=9.50118827819824) | HR=0 bpm | IBI=0 ms | Participant=P02
3,HeartRate out of range,Row 3 | Timestamp: 1710811991706 ms | PPG(Green=2367025, Red=2367025, Ir=2367025) | ACC(X=1.4418238401413, Y=2.41182160377502, Z=9.51555824279785) | HR=0 bpm | IBI=861 ms | Participant=P02
4,HeartRate out of range,Row 4 | Timestamp: 1710811991746 ms | PPG(Green=2367144, Red=2367144, Ir=2367144) | ACC(X=1.41308319568634, Y=2.32799458503723, Z=9.54669380187988) | HR=0 bpm | IBI=0 ms | Participant=P02
5,HeartRate out of range,Row 5 | Timestamp: 1710811991786 ms | PPG(Green=2367329, Red=2367329, Ir=2367329) | ACC(X=1.4418238401413, Y=2.32559967041016, Z=9.50358295440674) | HR=0 bpm | IBI=0 ms | Participant=P02
6,HeartRate out of range,Row 6 | Timestamp: 1710811991826 ms | PPG(Green=2367412, Red=2367412, Ir=2367412) | ACC(X=1.41308319568634, Y=2.39745116233826, Z=9.4652624130249) | HR=0 bpm | IBI=0 ms | Participant=P02
7,HeartRate out of range,Row 7 | Timestamp: 1710811991867 ms | PPG(Green=2367468, Red=2367468, Ir=2367468) | ACC(X=1.36278700828552, Y=2.37829089164734, Z=9.51076793670654) | HR=0 bpm | IBI=0 ms | Participant=P02
8,HeartRate out of range,Row 8 | Timestamp: 1710811991906 ms | PPG(Green=2367537, Red=2367537, Ir=2367537) | ACC(X=1.4226633310318, Y=2.35913038253784, Z=9.61375522613525) | HR=0 bpm | IBI=0 ms | Participant=P02
9,HeartRate out of range,Row 9 | Timestamp: 1710811991947 ms | PPG(Green=2367604, Red=2367604, Ir=2367604) | ACC(X=0.289801806211472, Y=3.32673311233521, Z=9.42454624176025) | HR=0 bpm | IBI=0 ms | Participant=P02
10,HeartRate out of range,Row 10 | Timestamp: 1710811991987 ms | PPG(Green=2229473, Red=2229473, Ir=2229473) | ACC(X=1.57355189323425, Y=2.62019157409668, Z=9.40778064727783) | HR=0 bpm | IBI=0 ms | Participant=P02
11,HeartRate out of range,Row 11 | Timestamp: 1710811992027 ms | PPG(Green=2229674, Red=2229674, Ir=2229674) | ACC(X=1.64061343669891, Y=2.57947540283203, Z=9.3862247467041) | HR=0 bpm | IBI=0 ms | Participant=P02
12,HeartRate out of range,Row 12 | Timestamp: 1710811992068 ms | PPG(Green=2229889, Red=2229889, Ir=2229889) | ACC(X=1.65258872509003, Y=2.69683337211609, Z=9.51076793670654) | HR=0 bpm | IBI=0 ms | Participant=P02
13,HeartRate out of range,Row 13 | Timestamp: 1710811992107 ms | PPG(Green=2230067, Red=2230067, Ir=2230067) | ACC(X=1.70048987865448, Y=2.63695693016052, Z=9.38143539428711) | HR=0 bpm | IBI=0 ms | Participant=P02
14,HeartRate out of range,Row 14 | Timestamp: 1710811992147 ms | PPG(Green=2230431, Red=2230431, Ir=2230431) | ACC(X=1.71725523471832, Y=2.42619180679321, Z=9.37424945831299) | HR=0 bpm | IBI=0 ms | Participant=P02
15,HeartRate out of range,Row 15 | Timestamp: 1710811992187 ms | PPG(Green=2112151, Red=2112151, Ir=2112151) | ACC(X=1.68851459026337, Y=2.60342597961426, Z=9.39580535888672) | HR=0 bpm | IBI=0 ms | Participant=P02
16,HeartRate out of range,Row 16 | Timestamp: 1710811992228 ms | PPG(Green=2112497, Red=2112497, Ir=2112497) | ACC(X=1.59750247001648, Y=2.48846340179443, Z=9.39580535888672) | HR=0 bpm | IBI=0 ms | Participant=P02
17,HeartRate out of range,Row 17 | Timestamp: 1710811992269 ms | PPG(Green=2112649, Red=2112649, Ir=2112649) | ACC(X=1.64061343669891, Y=2.61061120033264, Z=9.4652624130249) | HR=0 bpm | IBI=0 ms | Participant=P02
