phoneTimestamp,sensorTimestamp,ecg
1710858612297,599616037577790797,3715
1710858612304,599616037585471926,5826
1710858612312,599616037593153055,6444
1710858612320,599616037600834184,7067
1710858612327,599616037608515313,7998
1710858612335,599616037616196442,8491
1710858612343,599616037623877571,8936
1710858612350,599616037631558700,9669
1710858612358,599616037639239829,10326
1710858612366,599616037646920958,10691
1710858612373,599616037654602087,10720
1710858612381,599616037662283216,10566
1710858612389,599616037669964345,10674
1710858612396,599616037677645474,10994
1710858612404,599616037685326603,11146
1710858612412,599616037693007732,11254
1710858612419,599616037700688861,11441
1710858612427,599616037708369990,11603
1710858612435,599616037716051119,11723
1710858612441,599616037723732248,11819
1710858612449,599616037731413377,11915
1710858612457,599616037739094506,12026
1710858612465,599616037746775635,12124
1710858612473,599616037754456764,12177
1710858612481,599616037762137893,12185
1710858612489,599616037769819022,12237
1710858612496,599616037777500151,12326
1710858612504,599616037785181280,12355
1710858612512,599616037792862409,12353
1710858612519,599616037800543538,12387
1710858612527,599616037808224667,12427
1710858612535,599616037815905796,12461
1710858612542,599616037823586925,12480
1710858612550,599616037831268054,12427
1710858612558,599616037838949183,12358
1710858612565,599616037846630312,12348
1710858612573,599616037854311441,12348
1710858612581,599616037861992570,12310
1710858612588,599616037869673699,12221
1710858612596,599616037877354828,12139
1710858612604,599616037885035957,12096
1710858612611,599616037892717086,12064
1710858612619,599616037900398215,11992
1710858612627,599616037908079344,11874
1710858612633,599616037915760473,11805
1710858612641,599616037923441602,11769
1710858612649,599616037931122731,11675
1710858612657,599616037938803860,11574
1710858612665,599616037946484989,11502
1710858612673,599616037954166118,11449
1710858612681,599616037961847247,11391
1710858612688,599616037969528376,11304
1710858612696,599616037977209505,11213
1710858612704,599616037984890634,11143
1710858612711,599616037992571763,11071
1710858612719,599616038000252892,10994
1710858612727,599616038007934021,10920
1710858612734,599616038015615150,10814
1710858612742,599616038023296279,10706
1710858612750,599616038030977408,10631
1710858612757,599616038038658537,10566
1710858612765,599616038046339666,10484
1710858612773,599616038054020795,10350
1710858612780,599616038061701924,10217
1710858612788,599616038069383053,10155
1710858612796,599616038077064182,10088
1710858612803,599616038084745311,9963
1710858612811,599616038092426440,9842
1710858612819,599616038100107569,9763
1710858612825,599616038107788698,9684
1710858612833,599616038115469827,9578
1710858612841,599616038123150956,9467
1710858612849,599616038130832085,9340
1710858612857,599616038138508230,9241
1710858612865,599616038146189429,9186
1710858612873,599616038153870628,9092
1710858612880,599616038161551827,8948
1710858612888,599616038169233026,8839
1710858612896,599616038176914225,8777
1710858612903,599616038184595424,8698
1710858612911,599616038192276623,8585
1710858612919,599616038199957822,8448
1710858612926,599616038207639021,8337
1710858612934,599616038215320220,8274
1710858612942,599616038223001419,8197
1710858612949,599616038230682618,8080
1710858612957,599616038238363817,7976
1710858612965,599616038246045016,7904
1710858612972,599616038253726215,7796
1710858612980,599616038261407414,7654
1710858612988,599616038269088613,7555
1710858612995,599616038276769812,7498
1710858613003,599616038284451011,7416
1710858613011,599616038292132210,7296
1710858613019,599616038299813409,7223
1710858613025,599616038307494608,7185
1710858613033,599616038315175807,7082
1710858613041,599616038322857006,6976
1710858613049,599616038330538205,6959
1710858613057,599616038338219404,7046
1710858613065,599616038345900603,7183
1710858613072,599616038353581802,7199
1710858613080,599616038361263001,6868
1710858613088,599616038368944200,6382
1710858613095,599616038376625399,6247
1710858613103,599616038384306598,6317
1710858613111,599616038391987797,6194
1710858613118,599616038399668996,6060
1710858613126,599616038407350195,6033
1710858613134,599616038415031394,5961
1710858613141,599616038422712593,5865
1710858613149,599616038430393792,5807
1710858613157,599616038438074991,5737
1710858613164,599616038445756190,5663
1710858613172,599616038453437389,5612
1710858613180,599616038461118588,5555
1710858613188,599616038468799787,5485
1710858613195,599616038476480986,5410
1710858613203,599616038484162185,5338
1710858613211,599616038491843384,5278
1710858613217,599616038499524583,5232
1710858613225,599616038507205782,5189
1710858613233,599616038514886981,5122
1710858613241,599616038522568180,5062
1710858613249,599616038530249379,5013
1710858613257,599616038537930578,4934
1710858613264,599616038545611777,4838
1710858613272,599616038553292976,4778
1710858613280,599616038560974175,4730
1710858613287,599616038568655374,4655
1710858613295,599616038576336573,4566
1710858613303,599616038584017772,4492
1710858613310,599616038591698971,4432
1710858613318,599616038599380170,4357
1710858613326,599616038607061369,4266
1710858613333,599616038614742568,4165
1710858613341,599616038622423767,4078
1710858613349,599616038630104966,4018
1710858613356,599616038637786165,3970
1710858613364,599616038645467364,3924
1710858613372,599616038653148563,3862
1710858613380,599616038660829762,3797
1710858613387,599616038668510961,3753
1710858613395,599616038676192160,3717
1710858613403,599616038683873359,3667
1710858613409,599616038691554558,3607
1710858613417,599616038699235789,3571
1710858613425,599616038706916988,3535
1710858613433,599616038714598187,3474
1710858613441,599616038722279386,3426
1710858613449,599616038729960585,3395
1710858613456,599616038737641784,3349
1710858613464,599616038745322983,3301
1710858613472,599616038753004182,3244
1710858613479,599616038760685381,3169
1710858613487,599616038768366580,3128
1710858613495,599616038776047779,3099
1710858613502,599616038783728978,3034
1710858613510,599616038791410177,2981
1710858613518,599616038799091376,2953
1710858613525,599616038806772575,2912
1710858613533,599616038814453774,2864
1710858613541,599616038822134973,2820
1710858613549,599616038829816172,2784
1710858613556,599616038837497371,2743
1710858613564,599616038845178570,2695
1710858613572,599616038852859769,2645
1710858613579,599616038860540968,2609
1710858613587,599616038868222167,2582
1710858613595,599616038875903366,2551
1710858613601,599616038883584565,2503
1710858613609,599616038891265764,2457
1710858613617,599616038898946963,2426
1710858613625,599616038906628162,2399
1710858613633,599616038914309361,2359
1710858613641,599616038921990560,2318
1710858613648,599616038929671759,2301
1710858613656,599616038937352958,2286
1710858613664,599616038945034157,2270
1710858613671,599616038952715356,2219
1710858613679,599616038960396555,2125
1710858613687,599616038968077754,2048
1710858613694,599616038975758953,2012
1710858613702,599616038983440152,1962
1710858613710,599616038991121351,1923
1710858613718,599616038998802550,1906
1710858613725,599616039006483749,1878
1710858613733,599616039014164948,1842
1710858613741,599616039021846147,1810
1710858613748,599616039029527346,1796
1710858613756,599616039037208545,1854
1710858613764,599616039044889744,2007
1710858613771,599616039052570943,2173
1710858613779,599616039060252142,2173
1710858613787,599616039067933341,1861
1710858613793,599616039075614540,1510
1710858613801,599616039083295739,1493
1710858613809,599616039090976938,1577
1710858613817,599616039098658137,1493
1710858613825,599616039106339336,1452
1710858613833,599616039114020535,1488
1710858613840,599616039121701734,1454
1710858613848,599616039129382933,1404
1710858613856,599616039137064132,1404
1710858613863,599616039144745331,1414
1710858613871,599616039152426530,1392
1710858613879,599616039160107729,1361
1710858613886,599616039167788928,1356
1710858613894,599616039175470127,1365
1710858613902,599616039183151326,1339
1710858613910,599616039190832525,1298
1710858613917,599616039198513724,1291
1710858613925,599616039206194923,1293
1710858613933,599616039213876122,1281
1710858613940,599616039221557321,1269
1710858613948,599616039229238520,1269
1710858613956,599616039236919719,1257
1710858613963,599616039244600918,1240
1710858613971,599616039252282117,1231
1710858613979,599616039259968388,1209
1710858613985,599616039267649517,1187
1710858613993,599616039275330646,1166
1710858614001,599616039283011775,1127
1710858614009,599616039290692904,1094
1710858614017,599616039298374033,1070
1710858614025,599616039306055162,1036
1710858614032,599616039313736291,990
1710858614040,599616039321417420,954
1710858614048,599616039329098549,933
1710858614055,599616039336779678,913
1710858614063,599616039344460807,892
1710858614071,599616039352141936,865
1710858614079,599616039359823065,851
1710858614086,599616039367504194,848
1710858614094,599616039375185323,844
1710858614102,599616039382866452,839
1710858614109,599616039390547581,839
1710858614117,599616039398228710,829
1710858614125,599616039405909839,815
1710858614132,599616039413590968,808
1710858614140,599616039421272097,783
1710858614148,599616039428953226,769
1710858614155,599616039436634355,771
1710858614163,599616039444315484,757
1710858614171,599616039451996613,731
1710858614177,599616039459677742,726
1710858614185,599616039467358871,726
1710858614193,599616039475040000,716
1710858614201,599616039482721129,707
1710858614209,599616039490402258,682
1710858614217,599616039498083387,658
1710858614224,599616039505764516,668
1710858614232,599616039513445645,675
1710858614240,599616039521126774,656
1710858614248,599616039528807903,634
1710858614255,599616039536489032,630
1710858614263,599616039544170161,632
1710858614271,599616039551851290,625
1710858614278,599616039559532419,613
1710858614286,599616039567213548,606
1710858614294,599616039574894677,598
1710858614301,599616039582575806,593
1710858614309,599616039590256935,589
1710858614317,599616039597938064,586
1710858614324,599616039605619193,601
1710858614332,599616039613300322,613
1710858614340,599616039620981451,591
1710858614347,599616039628662580,565
1710858614355,599616039636343709,557
1710858614363,599616039644024838,550
1710858614369,599616039651705967,529
1710858614377,599616039659387096,514
1710858614385,599616039667068225,500
1710858614393,599616039674749354,476
1710858614401,599616039682430483,461
1710858614409,599616039690111612,468
1710858614417,599616039697792741,461
1710858614424,599616039705473870,442
1710858614432,599616039713154999,442
1710858614440,599616039720836128,476
1710858614447,599616039728517257,589
1710858614455,599616039736198386,795
1710858614463,599616039743879515,949
1710858614470,599616039751560644,829
1710858614478,599616039759241773,454
1710858614486,599616039766922902,254
1710858614493,599616039774604031,355
1710858614501,599616039782285160,391
1710858614509,599616039789966289,331
1710858614516,599616039797647418,355
1710858614524,599616039805328547,377
1710858614532,599616039813009676,339
1710858614539,599616039820680779,324
1710858614547,599616039828362048,343
1710858614555,599616039836043317,358
1710858614561,599616039843724586,353
1710858614569,599616039851405855,336
1710858614577,599616039859087124,331
1710858614585,599616039866768393,346
1710858614593,599616039874449662,355
1710858614601,599616039882130931,351
1710858614609,599616039889812200,358
1710858614616,599616039897493469,375
1710858614624,599616039905174738,367
1710858614632,599616039912856007,358
1710858614639,599616039920537276,375
1710858614647,599616039928218545,394
1710858614655,599616039935899814,389
1710858614662,599616039943581083,375
1710858614670,599616039951262352,370
1710858614678,599616039958943621,379
1710858614685,599616039966624890,411
1710858614693,599616039974306159,471
1710858614701,599616039981987428,557
1710858614708,599616039989668697,642
1710858614716,599616039997349966,692
1710858614724,599616040005031235,704
1710858614731,599616040012712504,699
1710858614739,599616040020393773,714
1710858614747,599616040028075042,726
1710858614753,599616040035756311,711
1710858614761,599616040043437580,723
1710858614769,599616040051118849,658
1710858614777,599616040058800118,447
1710858614785,599616040066481387,300
1710858614793,599616040074162656,240
1710858614801,599616040081843925,141
1710858614808,599616040089525194,48
1710858614816,599616040097206463,-9
1710858614824,599616040104887732,-79
1710858614831,599616040112569001,-146
1710858614839,599616040120250270,-182
1710858614847,599616040127931539,-204
1710858614854,599616040135612808,-235
1710858614862,599616040143294077,-271
1710858614870,599616040150975346,-307
1710858614877,599616040158656615,-331
1710858614885,599616040166337884,-327
1710858614893,599616040174019153,-322
1710858614900,599616040181700422,-331
1710858614908,599616040189381691,-336
1710858614916,599616040197062960,-324
1710858614923,599616040204744229,-312
1710858614931,599616040212425498,-307
1710858614939,599616040220106767,-300
1710858614945,599616040227788036,-290
1710858614953,599616040235469305,-276
1710858614961,599616040243150574,-266
1710858614969,599616040250831843,-269
1710858614977,599616040258513112,-250
1710858614985,599616040266194381,-216
1710858614993,599616040273875650,-214
1710858615000,599616040281556919,-214
1710858615008,599616040289238188,-197
1710858615016,599616040296919457,-177
1710858615023,599616040304600726,-141
1710858615031,599616040312281995,-52
1710858615039,599616040319963264,4
1710858615046,599616040327644533,-91
1710858615054,599616040335325802,-218
1710858615062,599616040343007071,-247
1710858615069,599616040350688340,-216
1710858615077,599616040358369609,-185
1710858615085,599616040366050878,-202
1710858615092,599616040373732147,-228
1710858615100,599616040381443520,-216
1710858615108,599616040389124371,-137
1710858615116,599616040396805222,50
1710858615123,599616040404486073,324
1710858615131,599616040412166924,531
1710858615139,599616040419847775,408
1710858615145,599616040427528626,-43
1710858615153,599616040435209477,-324
1710858615161,599616040442890328,-218
1710858615169,599616040450571179,-153
1710858615177,599616040458252030,-235
1710858615185,599616040465932881,-233
1710858615192,599616040473613732,-185
1710858615200,599616040481294583,-194
1710858615208,599616040488975434,-206
1710858615215,599616040496656285,-187
1710858615223,599616040504337136,-182
1710858615231,599616040512017987,-177
1710858615238,599616040519698838,-149
1710858615246,599616040527379689,-127
1710858615254,599616040535060540,-129
1710858615261,599616040542741391,-132
1710858615269,599616040550422242,-113
1710858615277,599616040558103093,-88
1710858615284,599616040565783944,-72
1710858615292,599616040573464795,-69
1710858615300,599616040581145646,-67
1710858615308,599616040588826497,-55
1710858615315,599616040596507348,-38
1710858615323,599616040604188199,-33
1710858615331,599616040611869050,-31
1710858615337,599616040619549901,-21
1710858615345,599616040627230752,-16
1710858615353,599616040634911603,-24
1710858615361,599616040642592454,-38
1710858615369,599616040650273305,-28
1710858615377,599616040657954156,-14
1710858615384,599616040665635007,-57
1710858615392,599616040673315858,-134
1710858615400,599616040680996709,-204
1710858615407,599616040688677560,-230
1710858615415,599616040696358411,-223
1710858615423,599616040704039262,-216
1710858615430,599616040711720113,-199
1710858615438,599616040719400964,-199
1710858615446,599616040727081815,-226
1710858615453,599616040734762666,-221
1710858615461,599616040742443517,-194
1710858615469,599616040750124368,-194
1710858615477,599616040757805219,-197
1710858615484,599616040765486070,-180
1710858615492,599616040773166921,-177
1710858615500,599616040780847772,-209
1710858615507,599616040788528623,-221
1710858615515,599616040796209474,-187
1710858615523,599616040803890325,-165
1710858615529,599616040811571176,-163
1710858615537,599616040819252027,-151
1710858615545,599616040826932878,-137
1710858615553,599616040834613729,-129
1710858615561,599616040842294580,-122
1710858615569,599616040849975431,-117
1710858615576,599616040857656282,-122
1710858615584,599616040865337133,-129
1710858615592,599616040873017984,-137
1710858615599,599616040880698835,-129
1710858615607,599616040888379686,-122
1710858615615,599616040896060537,-134
1710858615622,599616040903741388,-137
1710858615630,599616040911422239,-113
1710858615638,599616040919103090,-91
1710858615645,599616040926783941,-79
1710858615653,599616040934464792,-60
1710858615661,599616040942115555,-45
1710858615669,599616040949796824,-60
1710858615676,599616040957478093,-101
1710858615684,599616040965159362,-117
1710858615692,599616040972840631,-64
1710858615699,599616040980521900,-12
1710858615707,599616040988203169,-24
1710858615715,599616040995884438,-16
1710858615721,599616041003565707,4
1710858615729,599616041011246976,-4
1710858615737,599616041018928245,0
1710858615745,599616041026609514,16
1710858615753,599616041034290783,79
1710858615761,599616041041972052,278
1710858615768,599616041049653321,548
1710858615776,599616041057334590,658
1710858615784,599616041065015859,396
1710858615791,599616041072697128,-55
1710858615799,599616041080378397,-192
1710858615807,599616041088059666,-55
1710858615814,599616041095740935,-55
1710858615822,599616041103422204,-101
1710858615830,599616041111103473,-21
1710858615837,599616041118784742,31
1710858615845,599616041126466011,-2
1710858615853,599616041134147280,-40
1710858615861,599616041141828549,-43
1710858615868,599616041149509818,-28
1710858615876,599616041157191087,-12
1710858615884,599616041164872356,7
1710858615891,599616041172553625,26
1710858615899,599616041180234894,50
1710858615907,599616041187916163,52
1710858615913,599616041195597432,-7
1710858615921,599616041203278701,-69
1710858615929,599616041210959970,-55
1710858615937,599616041218641239,-28
1710858615945,599616041226322508,-45
1710858615953,599616041234003777,-60
1710858615960,599616041241685046,-40
1710858615968,599616041249366315,-16
1710858615976,599616041257047584,-7
1710858615983,599616041264728853,7
1710858615991,599616041272410122,31
1710858615999,599616041280091391,9
1710858616006,599616041287772660,-62
1710858616014,599616041295453929,-103
1710858616022,599616041303135198,-101
1710858616030,599616041310816467,-110
1710858616037,599616041318497736,-117
1710858616045,599616041326179005,-96
1710858616053,599616041333860274,-60
1710858616060,599616041341541543,-40
1710858616068,599616041349222812,-60
1710858616076,599616041356904081,-62
1710858616083,599616041364585350,-52
1710858616091,599616041372266619,-91
1710858616099,599616041379947888,-93
1710858616105,599616041387629157,-45
1710858616113,599616041395310426,-74
1710858616121,599616041402991695,-129
1710858616129,599616041410672964,-108
1710858616137,599616041418354233,-101
1710858616145,599616041426035502,-110
1710858616152,599616041433716771,-93
1710858616160,599616041441398040,-98
1710858616168,599616041449079309,-110
1710858616175,599616041456760578,-86
1710858616183,599616041464441847,-69
1710858616191,599616041472123116,-72
1710858616199,599616041479804385,-74
1710858616206,599616041487485654,-64
1710858616214,599616041495166923,-55
1710858616222,599616041502863248,-45
1710858616229,599616041510544308,-33
1710858616237,599616041518225368,-24
1710858616245,599616041525906428,-21
1710858616252,599616041533587488,-24
1710858616260,599616041541268548,-33
1710858616268,599616041548949608,-45
1710858616275,599616041556630668,-38
1710858616283,599616041564311728,-21
1710858616291,599616041571992788,-2
1710858616297,599616041579673848,2
1710858616305,599616041587354908,-19
1710858616313,599616041595035968,-38
1710858616321,599616041602717028,-33
1710858616329,599616041610398088,-38
1710858616337,599616041618079148,-52
1710858616344,599616041625760208,-45
1710858616352,599616041633441268,-33
1710858616360,599616041641122328,-48
1710858616368,599616041648803388,-57
1710858616375,599616041656484448,-43
1710858616383,599616041664165508,-26
1710858616391,599616041671846568,-26
1710858616398,599616041679527628,16
1710858616406,599616041687208688,194
1710858616414,599616041694889748,468
1710858616421,599616041702570808,658
1710858616429,599616041710251868,557
1710858616437,599616041717932928,209
1710858616444,599616041725613988,-19
1710858616452,599616041733295048,12
1710858616460,599616041740976108,60
1710858616467,599616041748657168,50
1710858616475,599616041756338228,69
1710858616483,599616041764019288,74
1710858616489,599616041771700348,57
1710858616497,599616041779381408,48
1710858616505,599616041787062468,48
1710858616513,599616041794743528,52
1710858616521,599616041802424588,38
1710858616529,599616041810105648,31
1710858616536,599616041817786708,57
1710858616544,599616041825467768,64
1710858616552,599616041833148828,52
1710858616560,599616041840829888,60
1710858616567,599616041848510948,88
1710858616575,599616041856192008,122
1710858616583,599616041863873068,117
1710858616590,599616041871554128,86
1710858616598,599616041879235188,86
1710858616606,599616041886916248,110
1710858616613,599616041894597308,101
1710858616621,599616041902278368,48
1710858616629,599616041909959428,24
1710858616636,599616041917640488,72
1710858616644,599616041925321548,149
1710858616652,599616041933002608,156
1710858616659,599616041940683668,96
1710858616667,599616041948364728,105
1710858616675,599616041956045788,192
1710858616681,599616041963726848,245
1710858616689,599616041971407908,204
1710858616697,599616041979088968,137
1710858616705,599616041986770028,161
1710858616713,599616041994451088,202
1710858616721,599616042002132148,182
1710858616729,599616042009813208,168
1710858616736,599616042017494268,168
1710858616744,599616042025175328,156
1710858616752,599616042032856388,134
1710858616759,599616042040537448,115
1710858616767,599616042048218508,132
1710858616775,599616042055899568,146
1710858616782,599616042063570627,122
1710858616790,599616042071251826,84
1710858616798,599616042078933025,-12
1710858616805,599616042086614224,-146
1710858616813,599616042094295423,-175
1710858616821,599616042101976622,-125
1710858616828,599616042109657821,-122
1710858616836,599616042117339020,-117
1710858616844,599616042125020219,-91
1710858616851,599616042132701418,-74
1710858616859,599616042140382617,-57
1710858616867,599616042148063816,-40
1710858616873,599616042155745015,-43
1710858616881,599616042163426214,-57
1710858616889,599616042171107413,-52
1710858616897,599616042178788612,-45
1710858616905,599616042186469811,-38
1710858616913,599616042194151010,-4
1710858616921,599616042201832209,14
1710858616928,599616042209513408,2
1710858616936,599616042217194607,33
1710858616944,599616042224875806,91
1710858616951,599616042232557005,96
1710858616959,599616042240238204,40
1710858616967,599616042247919403,9
1710858616974,599616042255600602,45
1710858616982,599616042263281801,69
1710858616990,599616042270963000,48
1710858616997,599616042278644199,26
1710858617005,599616042286325398,7
1710858617013,599616042294006597,16
1710858617020,599616042301687796,24
1710858617028,599616042309368995,-43
1710858617036,599616042317050194,-98
1710858617043,599616042324731393,-72
1710858617051,599616042332412592,-48
1710858617059,599616042340093791,-64
1710858617065,599616042347774990,-81
1710858617073,599616042355456189,-48
1710858617081,599616042363137388,96
1710858617089,599616042370818587,343
1710858617097,599616042378499786,574
1710858617105,599616042386180985,591
1710858617113,599616042393862184,250
1710858617120,599616042401543383,-137
1710858617128,599616042409224582,-146
1710858617136,599616042416905781,-28
1710858617143,599616042424586980,-81
1710858617151,599616042432268179,-103
1710858617159,599616042439949378,-36
1710858617166,599616042447630577,-26
1710858617174,599616042455311776,-52
1710858617182,599616042462992975,-43
1710858617189,599616042470674174,-16
1710858617197,599616042478355373,-4
1710858617205,599616042486036572,-12
1710858617212,599616042493717771,-21
1710858617220,599616042501398970,0
1710858617228,599616042509080169,38
1710858617235,599616042516761368,45
1710858617243,599616042524442567,45
1710858617251,599616042532123766,55
1710858617259,599616042539804965,76
1710858617265,599616042547486164,101
1710858617273,599616042555167363,113
1710858617281,599616042562848562,110
1710858617289,599616042570529761,125
1710858617297,599616042578210960,149
1710858617305,599616042585892159,149
1710858617312,599616042593573358,127
1710858617320,599616042601254557,110
1710858617328,599616042608935756,88
1710858617335,599616042616616955,72
1710858617343,599616042624298186,50
1710858617351,599616042631979385,4
1710858617358,599616042639660584,-28
1710858617366,599616042647341783,-33
1710858617374,599616042655022982,-38
1710858617381,599616042662704181,-40
1710858617389,599616042670385380,-43
1710858617397,599616042678066579,-45
1710858617404,599616042685747778,-38
1710858617412,599616042693428977,-36
1710858617420,599616042701110176,-33
1710858617428,599616042708791375,-26
1710858617435,599616042716472574,-24
1710858617443,599616042724153773,-24
1710858617451,599616042731834972,-19
1710858617457,599616042739516171,-4
1710858617465,599616042747197370,4
1710858617473,599616042754878569,2
1710858617481,599616042762559768,2
1710858617489,599616042770240967,7
1710858617497,599616042777922166,12
1710858617504,599616042785603365,14
1710858617512,599616042793284564,4
1710858617520,599616042800965763,0
1710858617527,599616042808646962,0
1710858617535,599616042816328161,-4
1710858617543,599616042824009360,-7
1710858617550,599616042831690559,-4
1710858617558,599616042839371758,-2
1710858617566,599616042847052957,-16
1710858617573,599616042854734156,-21
1710858617581,599616042862415355,-2
1710858617589,599616042870096554,9
1710858617596,599616042877777753,-14
1710858617604,599616042885458952,-31
1710858617612,599616042893140151,-4
1710858617620,599616042900821350,16
1710858617627,599616042908502549,7
1710858617635,599616042916183748,0
1710858617643,599616042923864947,14
1710858617649,599616042931546146,26
1710858617657,599616042939227345,24
1710858617665,599616042946908544,26
1710858617673,599616042954589743,26
1710858617681,599616042962270942,21
1710858617689,599616042969952141,31
1710858617696,599616042977633340,52
1710858617704,599616042985314539,55
1710858617712,599616042992995738,43
1710858617719,599616043000676937,57
1710858617727,599616043008358136,60
1710858617735,599616043016039335,24
1710858617742,599616043023720534,-2
1710858617750,599616043031401733,7
1710858617758,599616043039082932,7
1710858617765,599616043046764131,-12
1710858617773,599616043054445330,-16
1710858617781,599616043062126529,-7
1710858617789,599616043069807728,7
1710858617796,599616043077488927,9
1710858617804,599616043085170126,0
1710858617812,599616043092851325,31
1710858617819,599616043100532524,173
1710858617827,599616043108213723,411
1710858617835,599616043115894922,634
1710858617841,599616043123576121,646
1710858617849,599616043131257320,317
1710858617857,599616043138938519,-48
1710858617865,599616043146619718,-62
1710858617873,599616043154300917,55
1710858617881,599616043161982116,28
1710858617888,599616043169663315,-2
1710858617896,599616043177344514,33
1710858617904,599616043185025745,52
1710858617911,599616043192706944,43
1710858617919,599616043200388143,36
1710858617927,599616043208069342,48
1710858617934,599616043215750541,57
1710858617942,599616043223431740,60
1710858617950,599616043231112939,64
1710858617958,599616043238794138,74
1710858617965,599616043246475337,96
1710858617973,599616043254156536,115
1710858617981,599616043261837735,113
1710858617988,599616043269518934,113
1710858617996,599616043277200133,125
1710858618004,599616043284881332,132
1710858618011,599616043292562531,137
1710858618019,599616043300243730,149
1710858618027,599616043307924929,173
1710858618033,599616043315606128,185
1710858618041,599616043323287327,175
1710858618049,599616043330968526,163
1710858618057,599616043338649725,156
1710858618065,599616043346330924,141
1710858618073,599616043354012123,117
1710858618080,599616043361693322,96
1710858618088,599616043369374521,72
1710858618096,599616043377055720,55
1710858618103,599616043384736919,45
1710858618111,599616043392418118,33
1710858618119,599616043400099317,14
1710858618126,599616043407780516,0
1710858618134,599616043415461715,0
1710858618142,599616043423142914,4
1710858618150,599616043430824113,16
1710858618157,599616043438505312,16
1710858618165,599616043446186511,-2
1710858618173,599616043453867710,-14
1710858618180,599616043461548909,4
1710858618188,599616043469230108,19
1710858618196,599616043476911307,12
1710858618203,599616043484592506,9
1710858618211,599616043492273705,26
1710858618219,599616043499954904,24
1710858618225,599616043507636103,4
1710858618233,599616043515317302,12
1710858618241,599616043522998501,43
1710858618249,599616043530679700,55
1710858618257,599616043538360899,48
1710858618265,599616043546042098,38
1710858618272,599616043553723297,48
1710858618280,599616043561404496,64
1710858618288,599616043569085695,67
1710858618295,599616043576766894,60
1710858618303,599616043584448093,55
1710858618311,599616043592129292,69
1710858618319,599616043599810491,96
1710858618326,599616043607491690,86
1710858618334,599616043615172889,50
1710858618342,599616043622854088,40
1710858618349,599616043630535287,64
1710858618357,599616043638216486,76
1710858618365,599616043645897685,60
1710858618372,599616043653578884,38
1710858618380,599616043661260083,50
1710858618388,599616043668941282,79
1710858618395,599616043676622481,81
1710858618403,599616043684303680,57
1710858618411,599616043691984879,48
1710858618417,599616043699666078,64
1710858618425,599616043707347277,69
1710858618433,599616043715028476,36
1710858618441,599616043722709675,4
1710858618449,599616043730390874,0
1710858618457,599616043738072073,-4
1710858618464,599616043745753304,2
1710858618472,599616043753434503,55
1710858618480,599616043761115702,72
1710858618488,599616043768796901,26
1710858618495,599616043776478100,16
1710858618503,599616043784159299,19
1710858618511,599616043791840498,4
1710858618518,599616043799521697,7
1710858618526,599616043807202896,16
1710858618534,599616043814884095,9
1710858618541,599616043822565294,4
1710858618549,599616043830246493,7
1710858618557,599616043837927692,12
1710858618564,599616043845608891,19
1710858618572,599616043853290090,33
1710858618580,599616043860971289,93
1710858618587,599616043868652488,262
1710858618595,599616043876333687,505
1710858618603,599616043884014886,615
1710858618609,599616043891696085,370
1710858618617,599616043899377284,-33
1710858618625,599616043907058483,-120
1710858618633,599616043914739682,12
1710858618641,599616043922420881,-7
1710858618649,599616043930102080,-50
1710858618656,599616043937783279,2
1710858618664,599616043945464478,24
1710858618672,599616043953145677,12
1710858618680,599616043960826876,24
1710858618687,599616043968508075,48
1710858618695,599616043976189274,55
1710858618703,599616043983870473,60
1710858618710,599616043991551672,64
1710858618718,599616043999232871,52
1710858618726,599616044006914070,60
1710858618733,599616044014595269,96
1710858618741,599616044022276468,110
1710858618749,599616044029957667,108
1710858618756,599616044037638866,129
1710858618764,599616044045320065,144
1710858618772,599616044053001264,144
1710858618779,599616044060682463,156
1710858618787,599616044068363662,161
1710858618795,599616044076044861,153
1710858618801,599616044083726060,149
1710858618809,599616044091407259,134
1710858618817,599616044099088458,103
1710858618825,599616044106769657,91
1710858618833,599616044114450856,84
1710858618841,599616044122132055,57
1710858618849,599616044129813254,28
1710858618856,599616044137494453,12
1710858618864,599616044145175652,-2
1710858618872,599616044152856851,-9
1710858618879,599616044160538050,-9
1710858618887,599616044168219249,-26
1710858618895,599616044175900448,-33
1710858618902,599616044183581647,-21
1710858618910,599616044191262846,-14
1710858618918,599616044198944045,14
1710858618925,599616044206625244,52
1710858618933,599616044214306443,40
1710858618941,599616044221987642,21
1710858618948,599616044229668841,38
1710858618956,599616044237350040,24
1710858618964,599616044245031239,-9
1710858618971,599616044252712438,40
1710858618979,599616044260393637,86
1710858618987,599616044268074836,36
1710858618993,599616044275756035,9
1710858619001,599616044283437234,57
1710858619009,599616044291118433,60
1710858619017,599616044298799632,2
1710858619025,599616044306510961,-55
1710858619033,599616044314191742,-74
1710858619041,599616044321872523,-45
1710858619048,599616044329553304,-43
1710858619056,599616044337234085,-69
1710858619064,599616044344914866,-84
1710858619071,599616044352595647,-175
1710858619079,599616044360276428,-233
1710858619087,599616044367957209,-117
1710858619094,599616044375637990,-62
1710858619102,599616044383318771,-168
1710858619110,599616044390999552,-199
1710858619117,599616044398680333,-137
1710858619125,599616044406361114,-125
1710858619133,599616044414041895,-137
1710858619140,599616044421722676,-129
1710858619148,599616044429403457,-120
