x,y,z,timestamp
-32,9,55,1711604698000000
-32,9,55,1711604698031250
-32,10,55,1711604698062500
-32,10,55,1711604698093750
-33,10,55,1711604698125000
-32,9,54,1711604698156250
-33,9,54,1711604698187500
-33,9,54,1711604698218750
-33,9,54,1711604698250000
-33,10,54,1711604698281250
-32,10,55,1711604698312500
-32,10,55,1711604698343750
-34,9,54,1711604698375000
-31,11,57,1711604698406250
-33,8,57,1711604698437500
-35,8,52,1711604698468750
-34,6,55,1711604698500000
-41,7,50,1711604698531250
-39,8,55,1711604698562500
-47,8,59,1711604698593750
-39,12,58,1711604698625000
-37,14,56,1711604698656250
-39,18,56,1711604698687500
-41,21,52,1711604698718750
-36,22,52,1711604698750000
-29,22,56,1711604698781250
-26,23,55,1711604698812500
-28,28,47,1711604698843750
-24,28,48,1711604698875000
-25,28,47,1711604698906250
-26,28,42,1711604698937500
-23,28,47,1711604698968750
-25,29,45,1711604699000000
-19,30,48,1711604699031250
-21,28,49,1711604699062500
-13,29,51,1711604699093750
-20,27,56,1711604699125000
-20,26,58,1711604699156250
-21,27,54,1711604699187500
-27,27,54,1711604699218750
-19,28,56,1711604699250000
-15,30,53,1711604699281250
-15,29,54,1711604699312500
-20,29,52,1711604699343750
-16,28,57,1711604699375000
-12,28,60,1711604699406250
-18,29,54,1711604699437500
-14,28,56,1711604699468750
-11,28,57,1711604699500000
-11,29,55,1711604699531250
-12,28,53,1711604699562500
-14,26,53,1711604699593750
-10,26,56,1711604699625000
-10,26,63,1711604699656250
-7,27,62,1711604699687500
-8,26,62,1711604699718750
-9,26,58,1711604699750000
-9,26,57,1711604699781250
-8,27,59,1711604699812500
-9,28,59,1711604699843750
-7,27,60,1711604699875000
-10,27,59,1711604699906250
-9,27,58,1711604699937500
-8,27,56,1711604699968750
-9,26,57,1711604700000000
-9,26,58,1711604700031250
-8,27,56,1711604700062500
-10,28,56,1711604700093750
-7,28,59,1711604700125000
-8,28,57,1711604700156250
-8,29,57,1711604700187500
-8,28,58,1711604700218750
-8,28,56,1711604700250000
-8,28,57,1711604700281250
-9,28,57,1711604700312500
-8,28,57,1711604700343750
-7,29,57,1711604700375000
-7,29,56,1711604700406250
-7,29,57,1711604700437500
-11,30,57,1711604700468750
