x,y,z,timestamp
-17,-3,62,1711685638000000
-18,-3,62,1711685638031250
-17,-3,62,1711685638062500
-17,-3,62,1711685638093750
-18,-3,62,1711685638125000
-17,-3,62,1711685638156250
-17,-3,62,1711685638187500
-17,-3,62,1711685638218750
-17,-3,62,1711685638250000
-17,-3,62,1711685638281250
-17,-3,62,1711685638312500
-17,-3,62,1711685638343750
-17,-3,62,1711685638375000
-18,-3,62,1711685638406250
-17,-3,62,1711685638437500
-17,-3,62,1711685638468750
-18,-3,62,1711685638500000
-17,-3,62,1711685638531250
-17,-3,62,1711685638562500
-17,-3,62,1711685638593750
-17,-3,62,1711685638625000
-17,-3,62,1711685638656250
-16,-3,62,1711685638687500
-17,-3,62,1711685638718750
-17,-3,62,1711685638750000
-17,-3,62,1711685638781250
-17,-3,61,1711685638812500
-17,-3,62,1711685638843750
-17,-3,62,1711685638875000
-17,-3,62,1711685638906250
-17,-3,62,1711685638937500
-16,-3,62,1711685638968750
-17,-2,62,1711685639000000
-17,-3,62,1711685639031250
-17,-3,62,1711685639062500
-17,-3,62,1711685639093750
-17,-3,62,1711685639125000
-17,-3,62,1711685639156250
-17,-3,62,1711685639187500
-17,-3,62,1711685639218750
-17,-3,62,1711685639250000
-17,-3,62,1711685639281250
-17,-3,62,1711685639312500
-17,-3,62,1711685639343750
-17,-3,62,1711685639375000
-17,-3,62,1711685639406250
-17,-3,62,1711685639437500
-17,-3,62,1711685639468750
-17,-3,62,1711685639500000
-17,-3,62,1711685639531250
-17,-2,62,1711685639562500
-17,-3,62,1711685639593750
-17,-3,62,1711685639625000
-17,-3,62,1711685639656250
-17,-3,62,1711685639687500
-17,-2,62,1711685639718750
-17,-2,62,1711685639750000
-17,-3,62,1711685639781250
-17,-3,62,1711685639812500
-17,-3,62,1711685639843750
-17,-3,62,1711685639875000
-17,-3,62,1711685639906250
-17,-3,61,1711685639937500
-17,-3,62,1711685639968750
-17,-3,62,1711685640000000
-17,-3,62,1711685640031250
-17,-3,62,1711685640062500
-17,-3,62,1711685640093750
-17,-3,62,1711685640125000
-17,-3,62,1711685640156250
-17,-3,62,1711685640187500
-17,-2,62,1711685640218750
-17,-2,62,1711685640250000
-17,-3,62,1711685640281250
-17,-3,62,1711685640312500
-17,-2,62,1711685640343750
-17,-3,62,1711685640375000
-17,-2,62,1711685640406250
-17,-2,62,1711685640437500
-17,-3,62,1711685640468750
-17,-3,62,1711685640500000
-17,-2,62,1711685640531250
-17,-3,62,1711685640562500
-17,-3,62,1711685640593750
-17,-3,62,1711685640625000
-17,-3,62,1711685640656250
-17,-2,62,1711685640687500
-18,-3,62,1711685640718750
-17,-3,62,1711685640750000
-17,-2,62,1711685640781250
-17,-2,62,1711685640812500
-16,-2,62,1711685640843750
-17,-3,62,1711685640875000
-17,-3,62,1711685640906250
-16,-2,62,1711685640937500
-17,-3,62,1711685640968750
-17,-2,62,1711685641000000
-17,-3,62,1711685641031250
-17,-3,62,1711685641062500
