x,y,z,timestamp
20,-8,59,1711437362000000
21,-6,57,1711437362031250
20,-9,57,1711437362062500
20,-10,58,1711437362093750
17,-2,62,1711437362125000
14,-1,60,1711437362156250
15,-2,60,1711437362187500
19,-6,59,1711437362218750
15,-2,60,1711437362250000
15,-1,60,1711437362281250
14,2,60,1711437362312500
14,2,60,1711437362343750
16,-4,59,1711437362375000
17,-8,62,1711437362406250
17,-7,64,1711437362437500
16,-17,66,1711437362468750
16,-13,62,1711437362500000
17,-1,65,1711437362531250
14,-16,58,1711437362562500
17,-13,60,1711437362593750
19,-9,59,1711437362625000
17,-9,61,1711437362656250
24,-8,63,1711437362687500
11,-8,63,1711437362718750
11,-10,61,1711437362750000
14,-8,63,1711437362781250
3,-7,62,1711437362812500
-1,-9,58,1711437362843750
-3,-5,62,1711437362875000
-5,-6,62,1711437362906250
-7,-5,63,1711437362937500
-11,-7,64,1711437362968750
-10,-7,64,1711437363000000
-12,-8,60,1711437363031250
-12,-8,64,1711437363062500
-9,-6,64,1711437363093750
-7,-8,61,1711437363125000
-6,-8,62,1711437363156250
-6,-7,62,1711437363187500
-5,-7,63,1711437363218750
-7,-5,64,1711437363250000
-7,-5,65,1711437363281250
-5,-5,65,1711437363312500
-7,-5,64,1711437363343750
-7,-5,64,1711437363375000
-8,-5,64,1711437363406250
-9,-5,63,1711437363437500
-8,-5,63,1711437363468750
-8,-5,63,1711437363500000
-4,-6,62,1711437363531250
-9,-5,63,1711437363562500
-10,-4,63,1711437363593750
-9,-4,64,1711437363625000
-15,-3,63,1711437363656250
-17,-1,64,1711437363687500
-15,-1,63,1711437363718750
-19,-4,61,1711437363750000
-18,-4,59,1711437363781250
-21,-2,59,1711437363812500
-20,1,58,1711437363843750
-24,0,59,1711437363875000
-21,-3,61,1711437363906250
-23,-1,63,1711437363937500
-20,0,61,1711437363968750
-19,3,62,1711437364000000
-19,3,62,1711437364031250
-16,0,64,1711437364062500
-12,-4,62,1711437364093750
-11,-4,64,1711437364125000
-12,-3,63,1711437364156250
-11,-3,63,1711437364187500
-16,-1,63,1711437364218750
-16,4,63,1711437364250000
-16,4,63,1711437364281250
-20,4,63,1711437364312500
-19,4,63,1711437364343750
-19,3,61,1711437364375000
-19,1,61,1711437364406250
-17,1,61,1711437364437500
-21,2,60,1711437364468750
-18,0,61,1711437364500000
-15,2,63,1711437364531250
-17,-3,62,1711437364562500
-17,0,63,1711437364593750
-14,-2,61,1711437364625000
-19,3,62,1711437364656250
-23,0,59,1711437364687500
-26,1,59,1711437364718750
-25,2,59,1711437364750000
-26,3,59,1711437364781250
-23,2,61,1711437364812500
-24,2,61,1711437364843750
-21,1,60,1711437364875000
-22,1,61,1711437364906250
-23,3,60,1711437364937500
-24,3,60,1711437364968750
-20,-1,61,1711437365000000
-19,0,61,1711437365031250
-19,-3,60,1711437365062500
-18,0,61,1711437365093750
-19,0,61,1711437365125000
-21,0,61,1711437365156250
-22,-1,61,1711437365187500
-22,-1,61,1711437365218750
-23,-1,58,1711437365250000
-24,-2,59,1711437365281250
-23,-1,59,1711437365312500
-24,0,60,1711437365343750
-23,-1,60,1711437365375000
-22,0,60,1711437365406250
-21,-2,61,1711437365437500
-21,-2,61,1711437365468750
-24,0,62,1711437365500000
-22,-1,60,1711437365531250
-20,-2,60,1711437365562500
-22,-1,60,1711437365593750
-23,0,61,1711437365625000
-22,0,60,1711437365656250
-22,-1,60,1711437365687500
-21,-1,59,1711437365718750
-21,0,61,1711437365750000
-21,0,60,1711437365781250
-21,0,61,1711437365812500
-21,0,61,1711437365843750
-21,0,61,1711437365875000
-21,0,61,1711437365906250
-22,-1,60,1711437365937500
-23,-1,60,1711437365968750
-25,-1,59,1711437366000000
-23,1,61,1711437366031250
-22,-1,60,1711437366062500
-23,0,60,1711437366093750
-23,0,60,1711437366125000
-23,-1,60,1711437366156250
-23,-1,60,1711437366187500
-23,0,60,1711437366218750
-23,-1,59,1711437366250000
-23,-1,60,1711437366281250
