phoneTimestamp,hr,hrv
1711469730278,79,
1711469731252,76,
1711469732283,75,6.1
1711469733257,74,5.4
1711469734275,73,6.2
1711469735249,72,5.7
1711469736321,72,8.0
1711469737257,71,7.5
1711469738276,71,7.2
1711469739252,72,10.8
1711469740275,72,10.4
1711469741251,72,10.1
1711469742273,73,9.8
1711469743249,73,9.5
1711469744278,75,15.7
1711469745249,76,15.3
1711469746265,76,14.9
1711469747289,78,14.6
1711469748361,79,14.3
1711469749339,81,13.7
1711469750269,82,15.7
1711469751257,82,15.4
1711469752275,82,14.9
1711469753243,81,14.8
1711469754311,81,15.3
1711469755246,82,15.4
1711469756310,82,15.4
1711469757246,82,15.5
1711469758264,81,17.0
1711469759235,80,17.0
1711469760269,80,17.0
1711469761430,80,17.0
1711469762265,79,16.7
1711469763429,78,16.7
1711469764259,77,16.7
1711469765283,76,16.6
1711469766261,77,19.0
1711469767281,77,20.3
1711469768264,78,18.9
1711469769289,78,19.6
1711469770253,78,22.4
1711469771281,77,22.4
1711469772257,77,22.5
1711469773280,77,21.2
1711469774256,78,24.7
1711469775275,79,24.7
1711469776261,79,24.8
1711469777276,79,25.2
1711469778252,78,25.1
1711469779275,78,25.1
1711469780296,79,25.7
1711469781273,79,25.7
1711469782249,78,24.6
1711469783272,77,26.2
1711469784259,76,26.5
1711469785272,75,26.3
1711469786294,75,26.5
1711469787270,75,26.5
1711469788247,74,26.5
1711469789271,74,26.6
1711469790247,73,25.1
1711469791269,72,22.9
1711469792289,72,23.3
1711469793273,71,22.7
1711469794334,71,20.1
1711469795267,71,20.1
1711469796241,71,20.1
1711469797270,70,20.1
1711469798241,70,17.0
1711469799271,71,17.4
1711469800285,72,17.3
1711469801273,74,22.2
1711469802287,76,22.4
1711469803310,76,22.6
1711469804284,77,22.1
1711469805305,77,22.4
1711469806286,77,20.5
1711469807255,77,19.8
1711469808289,78,19.9
1711469809257,78,20.1
1711469810281,80,21.9
1711469811256,82,21.7
1711469812278,83,21.8
1711469813347,86,22.2
1711469814278,88,22.3
1711469815264,91,22.2
1711469816281,93,22.2
1711469817251,93,22.8
1711469818277,92,21.9
1711469819251,92,21.7
1711469820276,91,21.8
1711469821253,90,15.6
1711469822277,89,15.7
1711469823251,87,15.8
1711469824320,85,15.3
1711469825249,85,15.3
1711469826272,85,15.3
1711469827252,83,15.3
1711469828317,83,15.3
1711469829256,83,14.9
1711469830271,84,12.0
1711469831245,82,12.6
1711469832275,81,14.0
1711469833241,80,13.8
1711469834310,81,17.5
1711469835244,81,17.3
1711469836272,80,17.3
1711469837246,80,17.3
1711469838263,81,17.3
1711469839238,81,16.4
1711469840265,81,16.3
1711469841241,79,20.7
1711469842264,79,20.6
1711469843285,78,20.6
1711469844264,78,21.9
1711469845283,78,21.6
1711469846263,78,21.8
1711469847280,77,21.9
1711469848304,77,21.5
1711469849284,77,22.2
1711469850257,78,22.2
1711469851280,78,22.2
1711469852311,77,23.3
1711469853273,77,23.3
1711469854257,77,22.9
1711469855280,77,22.9
1711469856259,77,22.9
1711469857277,76,20.0
1711469858251,76,20.0
1711469859277,76,20.0
1711469860256,77,22.0
1711469861319,77,22.0
1711469862255,77,22.0
1711469863272,77,19.8
1711469864253,78,17.9
1711469865276,79,17.9
1711469866340,79,16.1
1711469867285,78,17.6
1711469868254,78,17.3
1711469869271,78,19.0
1711469870247,79,19.0
1711469871271,78,18.1
1711469872251,79,18.1
1711469873267,79,18.2
1711469874241,79,18.2
1711469875270,79,17.2
1711469876238,79,18.3
1711469877269,78,17.2
1711469878241,79,22.8
1711469879265,80,22.3
1711469880289,80,22.5
1711469881263,80,22.5
1711469882237,80,20.5
1711469883267,81,20.5
1711469884283,81,20.5
1711469885268,81,20.7
1711469886284,80,20.5
1711469887260,80,20.5
1711469888285,81,20.4
1711469889261,80,19.5
1711469890283,80,19.5
1711469891260,80,17.8
1711469892280,80,18.1
1711469893257,80,18.1
1711469894323,80,18.1
1711469895304,80,18.1
1711469896325,80,18.1
1711469897255,80,17.5
1711469898281,80,16.3
1711469899257,79,16.3
1711469900293,80,6.4
1711469901296,81,11.6
1711469902276,82,11.2
1711469903251,82,11.3
1711469904273,82,11.3
1711469905255,83,13.3
1711469906318,84,13.0
1711469907252,85,13.0
1711469908272,85,12.9
1711469909254,86,12.9
1711469910319,87,12.8
1711469911241,88,12.8
1711469912281,87,13.6
1711469913289,86,15.6
1711469914313,85,15.5
1711469915243,85,15.7
1711469916265,85,15.7
1711469917247,84,15.7
1711469918309,84,15.6
1711469919241,84,15.9
1711469920265,84,15.9
1711469921241,84,12.6
1711469922262,84,12.6
1711469923240,84,12.5
1711469924265,85,12.5
1711469925284,85,12.5
1711469926270,85,10.4
1711469927281,85,10.6
1711469928351,83,12.3
1711469929281,82,13.8
1711469930260,81,13.8
1711469931281,80,13.5
1711469932257,80,14.5
1711469933278,80,15.3
1711469934267,80,12.2
1711469935285,80,12.4
1711469936256,80,12.4
1711469937278,80,12.3
1711469938254,81,14.0
1711469939276,81,14.0
1711469940255,82,14.0
1711469941280,81,16.9
1711469942342,81,17.7
1711469943273,80,17.7
1711469944251,79,17.9
1711469945273,80,18.0
1711469946249,80,20.3
1711469947276,81,20.3
1711469948246,81,20.4
1711469949276,80,20.7
1711469950251,80,19.7
1711469951271,80,18.8
1711469952243,80,18.8
1711469953313,81,19.3
1711469954244,82,17.9
1711469955267,82,17.9
1711469956247,81,19.4
1711469957268,81,19.2
1711469958245,81,19.4
1711469959264,82,19.8
1711469960239,82,19.8
1711469961311,82,19.9
1711469962245,83,17.3
1711469963264,83,16.5
1711469964241,84,16.7
1711469965264,84,16.6
1711469966283,85,16.5
1711469967259,84,15.4
1711469968280,84,16.3
1711469969261,83,16.5
1711469970284,82,16.0
1711469971257,82,16.2
1711469972281,82,16.8
1711469973257,82,17.2
1711469974278,83,16.9
1711469975254,84,16.9
1711469976325,84,17.5
1711469977304,83,16.3
1711469978273,83,16.3
1711469979248,84,16.5
1711469980273,85,16.5
1711469981248,86,16.5
1711469982276,86,17.4
1711469983295,85,19.0
1711469984283,84,18.9
1711469985253,84,18.8
1711469986273,86,21.3
1711469987241,87,21.3
1711469988317,88,19.2
1711469989245,88,19.2
1711469990270,88,19.4
1711469991248,87,19.8
1711469992265,86,19.8
1711469993249,86,18.9
1711469994312,86,19.2
1711469995289,86,19.7
1711469996272,87,19.2
1711469997244,88,18.8
1711469998270,87,19.4
1711469999240,87,18.7
1711470000265,86,17.4
1711470001289,86,17.4
1711470002263,86,16.5
1711470003240,87,14.9
1711470004268,87,15.0
1711470005241,89,12.4
1711470006262,91,13.6
1711470007281,93,13.6
1711470008260,93,13.8
1711470009328,92,16.1
1711470010260,91,15.6
1711470011283,90,15.5
1711470012311,91,16.3
1711470013280,92,15.9
1711470014262,92,15.9
1711470015279,91,15.4
1711470016254,91,15.7
1711470017279,90,15.0
1711470018259,90,14.9
1711470019275,91,15.6
1711470020256,91,15.6
1711470021277,91,15.6
1711470022252,89,17.7
1711470023279,87,17.6
1711470024249,87,17.6
1711470025277,87,19.4
1711470026247,88,18.1
1711470027321,88,18.1
1711470028339,88,18.3
1711470029272,87,18.1
1711470030246,86,16.6
1711470031273,86,16.6
1711470032254,88,18.0
1711470033271,89,17.9
1711470034247,89,17.9
1711470035269,89,18.7
1711470036286,88,19.0
1711470037270,87,18.8
1711470038239,87,18.8
1711470039275,88,19.2
1711470040239,88,19.2
1711470041265,88,19.8
1711470042240,88,19.2
1711470043260,87,18.2
1711470044241,86,18.2
1711470045262,87,18.5
1711470046241,87,16.6
1711470047305,87,16.6
1711470048281,87,17.0
1711470049262,85,17.8
1711470050283,84,17.9
1711470051257,84,17.9
1711470052283,82,16.6
1711470053257,82,15.6
1711470054281,82,15.6
1711470055254,82,16.3
1711470056279,82,15.2
1711470057259,83,15.1
1711470058281,83,15.1
1711470059253,84,14.1
1711470060275,84,13.8
1711470061300,85,13.8
1711470062275,85,13.0
1711470063303,86,12.1
1711470064272,86,12.4
1711470065249,87,12.0
1711470066325,87,11.4
1711470067249,88,11.5
1711470068283,88,11.0
1711470069340,89,7.5
1711470070273,92,11.8
1711470071253,93,11.8
1711470072272,95,11.9
1711470073248,95,12.7
1711470074363,95,11.8
1711470075243,96,11.9
1711470076313,97,11.8
1711470077244,98,11.9
1711470078267,99,11.9
1711470079247,99,11.9
1711470080271,97,12.5
1711470081241,97,12.5
1711470082318,96,12.3
1711470083236,95,12.2
1711470084264,94,12.3
1711470085237,93,13.0
1711470086265,90,14.0
1711470087239,90,13.9
1711470088259,90,14.4
1711470089281,90,11.3
1711470090265,90,11.3
1711470091287,89,14.4
1711470092257,87,14.3
1711470093285,86,14.3
1711470094256,86,15.2
1711470095284,89,20.1
1711470096255,90,20.1
1711470097280,91,20.4
1711470098260,91,20.7
1711470099276,89,22.4
1711470100256,87,22.3
1711470101275,87,22.9
1711470102252,88,24.2
1711470103273,88,24.2
1711470104249,89,24.3
1711470105275,88,24.3
1711470106248,87,24.2
1711470107321,85,24.5
1711470108252,85,24.2
1711470109319,85,24.0
1711470110297,84,24.0
1711470111270,84,22.3
1711470112247,84,23.0
1711470113270,85,23.5
1711470114249,86,23.5
1711470115275,86,20.1
1711470116241,85,22.1
1711470117359,82,23.3
1711470118240,82,23.0
1711470119265,82,23.8
1711470120245,83,25.5
1711470121355,84,25.5
1711470122244,84,25.3
1711470123262,84,24.5
1711470124238,83,24.5
1711470125264,83,24.4
1711470126241,84,26.3
1711470127262,85,25.5
1711470128286,85,25.6
1711470129265,84,26.9
1711470130279,83,27.8
1711470131257,82,27.8
1711470132278,82,27.9
1711470133259,81,27.3
1711470134323,82,26.9
1711470135254,82,27.6
1711470136281,83,26.6
1711470137253,84,24.7
1711470138277,83,25.3
1711470139257,81,26.9
1711470140273,80,26.0
1711470141252,80,22.4
1711470142320,81,26.1
1711470143248,82,26.1
1711470144278,82,25.7
1711470145251,81,28.1
1711470146273,81,28.1
1711470147248,80,28.1
1711470148273,80,28.9
1711470149243,81,28.9
1711470150270,81,28.8
1711470151251,81,27.6
1711470152269,80,27.6
1711470153243,80,27.6
1711470154269,81,28.9
1711470155243,81,28.7
1711470156267,82,28.7
1711470157245,82,28.5
1711470158265,81,29.0
1711470159245,81,29.0
1711470160265,80,26.0
1711470161284,80,26.3
1711470162264,80,26.3
1711470163287,80,26.3
1711470164263,79,23.6
1711470165243,79,23.6
1711470166265,78,23.0
1711470167233,79,22.4
1711470168260,79,22.7
1711470169235,80,22.7
1711470170264,80,19.7
1711470171236,79,20.7
1711470172259,79,20.1
1711470173280,79,19.7
1711470174262,80,22.0
1711470175279,81,22.2
1711470176300,82,20.2
1711470177280,82,20.1
1711470178297,82,22.3
1711470179278,82,21.7
1711470180255,82,21.1
1711470181326,82,22.6
1711470182260,84,23.6
1711470183275,85,23.6
1711470184249,85,23.7
1711470185275,84,24.2
1711470186251,84,24.2
1711470187277,84,24.4
1711470188248,84,22.8
1711470189273,85,23.2
1711470190244,86,23.5
1711470191271,88,21.9
1711470192241,88,22.2
1711470193268,87,23.3
1711470194241,86,22.7
1711470195277,86,21.9
1711470196241,87,22.7
1711470197265,88,22.8
1711470198247,89,20.6
1711470199265,88,21.6
1711470200238,86,22.9
1711470201269,87,21.9
1711470202237,88,22.9
1711470203263,90,23.6
1711470204237,92,23.0
1711470205264,93,22.2
1711470206281,92,22.8
1711470207261,91,23.7
1711470208235,89,23.7
1711470209305,89,23.1
1711470210279,89,24.1
1711470211260,91,24.1
1711470212279,92,23.7
1711470213256,92,22.7
1711470214281,91,24.9
1711470215301,89,25.9
1711470216277,87,25.4
1711470217256,85,25.4
1711470218278,85,25.5
1711470219249,86,26.8
1711470220273,88,27.3
1711470221295,90,25.8
1711470222278,91,24.9
1711470223252,91,24.7
1711470224273,90,25.9
1711470225249,87,26.8
1711470226273,87,26.2
1711470227248,85,25.1
1711470228271,86,25.5
1711470229297,86,27.0
1711470230273,87,25.8
1711470231241,88,25.6
1711470232271,87,26.2
1711470233289,86,28.2
1711470234319,83,28.4
1711470235340,82,26.9
1711470236270,82,25.0
1711470237246,82,25.9
1711470238265,84,28.2
1711470239241,85,27.4
1711470240265,85,24.9
1711470241240,85,25.3
1711470242355,84,27.0
1711470243285,83,27.1
1711470244268,82,26.6
1711470245239,82,25.7
1711470246268,82,24.7
1711470247233,82,25.1
1711470248257,83,25.6
1711470249283,84,25.2
1711470250260,84,23.7
1711470251240,83,25.9
1711470252257,82,27.6
1711470253281,80,27.1
1711470254261,79,25.0
1711470255280,79,25.0
1711470256255,80,29.3
1711470257329,83,30.2
1711470258253,83,30.2
1711470259279,84,29.5
1711470260255,84,28.0
1711470261276,84,28.2
1711470262297,84,28.1
1711470263275,85,28.6
1711470264249,87,27.1
1711470265279,87,27.1
1711470266254,87,27.4
1711470267273,86,27.5
1711470268247,86,27.2
1711470269271,86,26.8
1711470270302,87,27.9
1711470271270,88,27.9
1711470272246,89,25.8
1711470273275,90,24.5
1711470274244,89,25.5
1711470275270,87,26.0
1711470276287,86,25.6
1711470277263,86,19.1
1711470278246,86,21.8
1711470279270,88,21.9
1711470280245,89,21.1
1711470281277,89,21.1
1711470282238,87,22.6
1711470283263,87,21.1
1711470284239,86,20.8
1711470285313,85,21.0
1711470286283,84,20.8
1711470287268,83,20.4
1711470288233,82,20.5
1711470289304,81,20.5
1711470290235,80,20.5
1711470291262,79,20.3
1711470292237,79,18.9
1711470293256,78,18.9
1711470294377,77,18.9
1711470295265,76,18.2
1711470296277,76,17.7
1711470297249,76,16.6
1711470298276,76,16.6
1711470299255,76,16.8
1711470300273,75,18.0
1711470301255,75,15.0
1711470302273,74,14.6
1711470303252,74,14.6
1711470304278,73,15.6
1711470305249,74,14.1
1711470306272,74,13.5
1711470307249,75,16.5
1711470308273,76,19.3
1711470309293,78,19.1
1711470310272,79,19.0
1711470311299,79,22.5
1711470312271,78,23.2
1711470313245,77,24.4
1711470314270,76,24.3
1711470315245,75,24.3
1711470316268,75,24.5
1711470317288,76,26.7
1711470318267,77,26.7
1711470319256,77,26.2
1711470320265,77,26.4
1711470321241,77,26.7
1711470322265,76,26.6
1711470323239,76,25.8
1711470324307,76,25.6
1711470325239,77,25.6
1711470326260,77,25.5
1711470327244,77,24.9
1711470328265,78,25.2
1711470329237,79,24.0
1711470330260,80,21.8
1711470331233,81,21.8
1711470332262,82,21.7
1711470333327,82,17.7
1711470334262,83,15.1
1711470335281,83,15.1
1711470336257,84,15.3
1711470337278,84,14.7
1711470338256,85,10.3
1711470339279,86,10.5
1711470340260,87,9.8
1711470341277,88,9.5
1711470342299,88,9.0
1711470343278,89,8.9
1711470344253,90,10.0
1711470345275,92,10.8
1711470346251,94,10.7
1711470347279,95,9.7
1711470348247,95,9.9
1711470349273,94,8.8
1711470350249,94,8.8
1711470351270,94,8.7
1711470352245,94,8.7
1711470353273,94,9.1
1711470354293,94,8.9
1711470355269,94,9.0
1711470356244,93,8.8
1711470357312,93,8.5
1711470358243,94,9.2
1711470359271,96,10.3
1711470360241,97,10.3
1711470361257,96,11.3
1711470362244,92,18.2
1711470363264,90,18.6
1711470364237,88,18.5
1711470365264,85,18.2
1711470366284,85,18.2
1711470367263,84,18.6
1711470368238,84,18.4
1711470369304,84,18.4
1711470370237,84,18.4
1711470371262,84,18.5
1711470372232,84,18.6
1711470373257,85,18.4
1711470374236,85,18.4
1711470375307,84,18.7
1711470376278,84,18.7
1711470377257,85,18.7
1711470378279,86,18.7
1711470379257,85,17.7
1711470380276,85,17.7
1711470381260,88,19.7
1711470382276,89,18.6
1711470383253,90,13.5
1711470384273,90,13.4
1711470385253,89,13.4
1711470386273,89,13.6
1711470387251,89,12.9
1711470388277,88,12.8
1711470389253,87,12.8
1711470390316,86,14.1
1711470391247,86,14.1
1711470392272,84,15.7
1711470393246,82,15.6
1711470394267,82,15.6
1711470395251,81,17.2
1711470396268,81,17.2
1711470397249,82,20.3
1711470398268,84,20.3
1711470399238,84,20.3
1711470400268,84,20.3
1711470401241,82,29.1
1711470402264,80,27.7
1711470403240,79,27.4
1711470404264,80,31.2
1711470405241,80,30.6
1711470406263,80,30.6
1711470407238,80,31.4
1711470408262,78,31.8
1711470409283,78,31.8
1711470410260,78,31.7
1711470411237,78,31.7
1711470412260,78,31.7
1711470413239,77,31.6
1711470414259,76,31.6
1711470415236,76,30.9
1711470416262,76,31.3
1711470417278,77,31.9
1711470418311,77,30.9
1711470419277,77,30.9
1711470420254,77,28.9
1711470421276,78,29.3
1711470422297,78,29.3
1711470423320,78,26.8
1711470424296,77,22.4
1711470425273,77,22.4
1711470426252,78,24.1
1711470427272,78,19.6
1711470428294,77,20.0
1711470429269,77,18.6
1711470430249,78,19.9
1711470431272,79,19.9
1711470432249,79,19.9
1711470433316,79,20.7
1711470434340,78,20.9
1711470435364,78,20.3
1711470436240,77,20.3
1711470437269,77,20.3
1711470438243,77,20.2
1711470439267,77,19.6
1711470440288,77,18.7
1711470441264,77,18.7
1711470442340,77,18.7
1711470443270,77,18.7
1711470444237,76,18.8
1711470445263,76,19.0
1711470446243,78,20.2
1711470447260,78,20.4
1711470448236,80,18.2
1711470449265,81,18.2
1711470450233,81,18.1
1711470451264,81,18.4
1711470452233,81,19.0
1711470453256,80,20.1
1711470454237,80,20.1
1711470455257,80,19.4
1711470456232,79,19.1
1711470457303,79,19.9
1711470458281,79,19.9
1711470459254,79,19.8
1711470460278,79,19.8
1711470461252,79,19.7
1711470462275,79,20.0
1711470463255,77,21.5
1711470464273,77,21.5
1711470465255,76,21.1
1711470466273,76,21.0
1711470467251,75,20.8
1711470468275,75,20.8
1711470469249,75,18.4
1711470470271,75,18.2
1711470471249,75,17.8
1711470472269,76,17.8
1711470473256,76,18.1
1711470474269,77,17.9
1711470475244,77,14.8
1711470476271,78,13.4
1711470477244,78,13.4
1711470478320,78,17.0
1711470479287,77,17.0
1711470480265,77,15.9
1711470481336,77,16.5
1711470482267,76,16.9
1711470483238,76,17.0
1711470484267,76,17.1
1711470485236,76,16.7
1711470486259,76,15.1
1711470487238,76,15.1
1711470488260,76,15.1
1711470489245,76,15.9
1711470490305,75,15.8
1711470491233,75,15.8
1711470492263,76,17.8
1711470493235,77,17.8
1711470494253,77,18.2
1711470495235,78,18.2
1711470496261,78,18.4
1711470497283,77,18.4
1711470498257,77,18.4
1711470499230,78,18.7
1711470500259,77,18.9
1711470501277,78,15.7
1711470502257,80,20.1
1711470503276,80,19.7
1711470504257,80,23.7
1711470505321,79,23.7
1711470506252,79,23.7
1711470507275,78,23.7
1711470508252,78,23.6
1711470509271,79,23.6
1711470510247,80,27.3
1711470511272,81,26.9
1711470512251,81,26.9
1711470513270,79,32.8
1711470514247,78,32.5
1711470515267,77,31.3
1711470516248,77,32.9
1711470517265,77,32.9
1711470518244,77,32.7
1711470519268,77,32.6
1711470520245,76,33.0
1711470521264,76,32.8
1711470522241,76,34.9
1711470523308,77,34.8
1711470524291,77,32.8
1711470525261,77,32.9
1711470526285,78,33.0
1711470527267,77,30.0
1711470528241,77,30.2
1711470529263,76,30.5
1711470530284,76,30.5
1711470531254,75,30.9
1711470532233,76,31.6
1711470533257,78,31.5
1711470534232,79,31.5
1711470535260,79,29.0
1711470536233,79,26.9
1711470537257,79,26.8
1711470538233,79,27.0
1711470539256,79,24.6
1711470540227,78,24.6
1711470541254,78,24.6
1711470542276,78,24.3
1711470543308,77,24.3
1711470544277,77,21.0
1711470545251,79,28.7
1711470546275,81,28.3
1711470547295,82,28.2
1711470548275,83,28.1
1711470549251,83,28.6
1711470550273,84,28.1
1711470551248,86,29.6
1711470552270,87,29.2
1711470553247,90,25.1
1711470554313,93,25.2
1711470555247,94,23.8
1711470556325,95,23.4
1711470557294,96,23.3
1711470558315,97,23.3
1711470559289,97,23.3
1711470560269,97,22.9
1711470561241,97,22.9
1711470562275,99,23.1
1711470563249,102,13.6
1711470564309,102,13.6
1711470565240,101,14.6
1711470566261,100,13.3
1711470567237,100,13.4
1711470568264,100,10.1
1711470569237,100,10.0
1711470570265,98,10.0
1711470571236,97,10.0
1711470572259,97,9.8
1711470573280,97,9.8
1711470574261,98,10.0
1711470575230,99,10.2
1711470576264,100,10.2
1711470577229,99,11.2
1711470578253,97,11.7
1711470579232,96,11.4
1711470580257,97,13.1
1711470581235,98,11.6
1711470582251,98,11.2
1711470583275,97,10.6
1711470584302,98,10.6
1711470585273,97,10.5
1711470586249,96,10.9
1711470587321,93,13.1
1711470588249,90,13.0
1711470589272,90,13.0
1711470590296,92,18.3
1711470591364,92,18.3
1711470592292,92,19.3
1711470593275,91,19.7
1711470594244,90,19.6
1711470595270,91,21.3
1711470596247,92,20.5
1711470597280,92,20.5
1711470598241,91,20.5
1711470599268,91,19.5
1711470600252,91,20.0
1711470601264,91,20.0
1711470602241,93,19.9
1711470603265,93,19.9
1711470604241,93,20.1
1711470605307,92,20.3
1711470606332,90,19.3
1711470607262,89,19.1
1711470608237,88,19.1
1711470609265,87,14.5
1711470610235,86,14.5
1711470611257,86,14.5
1711470612235,87,16.9
1711470613259,87,16.4
1711470614238,90,15.0
1711470615257,91,15.3
1711470616279,92,15.3
1711470617263,92,15.8
1711470618231,91,18.2
1711470619253,88,19.5
1711470620229,87,19.3
1711470621255,88,21.8
1711470622227,89,22.1
1711470623252,90,22.1
1711470624278,89,24.0
1711470625297,88,24.4
1711470626275,86,25.5
1711470627300,84,25.8
1711470628275,83,25.8
1711470629249,82,26.8
1711470630273,83,29.0
1711470631339,84,29.0
1711470632316,84,27.0
1711470633252,84,26.9
1711470634317,86,27.0
1711470635243,86,26.6
1711470636273,86,26.4
1711470637244,84,28.2
1711470638359,83,28.1
1711470639241,83,26.6
1711470640265,84,28.5
1711470641243,84,28.5
1711470642270,84,26.5
1711470643239,84,26.2
1711470644263,85,26.3
1711470645239,85,24.5
1711470646264,85,23.8
1711470647235,86,23.3
1711470648262,85,23.3
1711470649287,84,24.9
1711470650259,83,23.5
1711470651237,83,22.2
1711470652260,85,28.0
1711470653233,87,28.0
1711470654254,87,28.5
1711470655241,87,29.6
1711470656264,86,29.5
1711470657279,86,28.7
1711470658253,86,27.7
1711470659280,86,27.7
1711470660254,86,24.6
1711470661232,86,24.8
1711470662297,85,24.8
1711470663278,85,24.9
1711470664253,83,24.9
1711470665321,83,25.2
1711470666249,84,26.4
1711470667366,86,25.8
1711470668249,88,27.5
1711470669279,91,26.0
1711470670249,91,27.2
1711470671364,91,28.2
1711470672246,88,22.2
1711470673272,87,22.2
1711470674299,88,25.3
1711470675269,91,24.7
1711470676289,91,24.6
1711470677269,91,24.8
1711470678245,90,25.6
1711470679267,89,25.9
1711470680243,88,26.2
1711470681268,86,26.0
1711470682245,85,26.0
1711470683269,86,26.2
1711470684247,87,27.0
1711470685263,88,26.9
1711470686331,91,26.6
1711470687261,92,26.4
1711470688238,92,24.7
1711470689305,90,28.4
1711470690291,88,29.0
1711470691313,87,28.0
1711470692236,84,27.6
1711470693260,82,27.6
1711470694237,83,27.1
1711470695261,84,34.5
1711470696241,86,34.5
1711470697261,87,34.7
1711470698236,86,37.4
1711470699256,85,37.2
1711470700275,84,37.5
1711470701305,82,37.6
1711470702229,81,37.7
1711470703248,80,37.7
1711470704229,79,37.6
1711470705297,80,43.0
1711470706276,82,43.2
1711470707252,83,42.3
1711470708275,82,43.1
1711470709304,81,43.1
1711470710272,82,42.1
1711470711248,82,40.7
1711470712273,82,39.5
1711470713251,80,41.3
1711470714271,79,41.2
1711470715244,79,41.2
1711470716272,80,41.7
1711470717337,79,35.4
1711470718357,79,35.9
1711470719243,78,35.5
1711470720312,79,32.4
1711470721243,85,37.3
1711470722268,86,37.0
1711470723237,87,36.9
1711470724308,86,37.9
1711470725286,85,40.4
1711470726264,84,41.2
1711470727241,82,34.6
1711470728265,81,34.4
1711470729243,80,34.4
1711470730260,79,33.4
1711470731236,79,33.6
1711470732256,77,33.6
1711470733233,77,34.2
1711470734301,78,34.2
1711470735230,78,32.5
1711470736260,77,31.7
1711470737231,77,31.7
1711470738300,77,28.6
1711470739235,76,29.9
1711470740255,75,29.9
1711470741229,75,31.5
1711470742256,75,31.5
1711470743236,75,31.5
1711470744257,75,24.5
1711470745224,76,26.8
1711470746249,77,26.8
1711470747273,78,26.4
1711470748249,78,22.7
1711470749272,78,21.6
1711470750249,77,21.9
1711470751276,76,21.9
1711470752340,77,21.9
1711470753272,79,30.4
1711470754244,80,30.4
1711470755270,80,30.4
1711470756247,80,29.7
1711470757313,80,29.9
1711470758243,80,29.9
1711470759273,80,29.9
1711470760241,80,30.4
1711470761265,80,29.1
1711470762287,79,29.1
1711470763265,79,26.9
1711470764241,81,31.9
1711470765263,82,31.9
1711470766295,82,32.1
1711470767353,82,31.1
1711470768241,81,31.4
1711470769262,81,31.4
1711470770237,81,30.0
1711470771304,80,29.8
1711470772281,81,29.8
1711470773256,82,29.9
1711470774243,82,21.0
1711470775260,81,23.2
1711470776279,80,23.4
1711470777259,79,23.2
1711470778232,80,24.9
1711470779254,80,24.7
1711470780231,80,24.7
1711470781251,79,25.8
1711470782285,77,26.6
1711470783251,77,26.6
1711470784227,76,26.6
1711470785296,76,26.6
1711470786229,75,21.3
1711470787249,76,21.5
1711470788273,76,21.6
1711470789254,77,20.1
1711470790273,77,19.7
1711470791249,78,19.8
1711470792271,78,19.8
1711470793294,78,21.6
1711470794272,77,22.0
1711470795337,77,21.8
1711470796272,77,21.8
1711470797248,78,25.3
1711470798269,79,24.4
1711470799243,80,24.2
1711470800267,79,26.4
