dataReceived,timestamp,x,y,z
1710826337844,1710826325661,-0.399974375963211,0.9891582131385804,9.762248992919922
1710826337844,1710826325701,-0.3832089900970459,1.013108730316162,9.810150146484377
1710826337844,1710826325744,-0.4622458517551422,1.0729851722717283,9.800569534301758
1710826337844,1710826325782,-0.4790112376213074,1.0394543409347534,9.826915740966797
1710826337844,1710826325822,-0.4670359492301941,0.95562744140625,9.841285705566406
1710826337844,1710826325862,-0.4766161739826202,0.9340718984603882,9.898767471313477
1710826337844,1710826325902,-0.4478754997253418,0.843059778213501,9.858051300048828
1710826337844,1710826325942,-0.4382952749729156,0.95562744140625,9.917927742004396
1710826337844,1710826325983,-0.3592584133148193,0.9532323479652404,9.814940452575684
1710826337844,1710826326022,-0.4311101138591766,1.118491291999817,9.805359840393066
1710826337844,1710826326062,-0.4670359492301941,0.9412570595741272,9.850866317749023
1710826337844,1710826326102,-0.4430854022502899,0.9316768646240234,9.783804893493652
1710826337844,1710826326142,-0.4239249527454376,1.0586148500442505,9.755064010620115
1710826337844,1710826326183,-0.385604053735733,0.977182924747467,9.723928451538086
1710826337844,1710826326223,-0.5915789008140564,1.3292561769485474,9.779014587402344
1710826337844,1710826326262,-0.510146975517273,1.118491291999817,9.937088012695312
1710826337844,1710826326303,-0.4215298891067505,0.962812602519989,9.903557777404783
1710826337844,1710826326343,-0.4143447279930115,0.9915532469749452,9.78140926361084
1710826337844,1710826326384,-0.4263200163841247,0.977182924747467,9.747879028320312
1710826337844,1710826326423,-0.3736287653446197,1.0442445278167725,9.7359037399292
1710826337844,1710826326463,-0.3616534769535064,1.0442445278167725,9.721532821655272
1710826337844,1710826326503,-0.4598507881164551,1.034664273262024,9.790989875793455
1710826337844,1710826326543,-0.340097963809967,1.104120850563049,9.80296516418457
1710826337844,1710826326584,-0.4263200163841247,0.977182924747467,9.714347839355469
1710826337844,1710826326623,-0.4143447279930115,1.0586148500442505,9.776618957519531
1710826337844,1710826326663,-0.3736287653446197,1.0394543409347534,9.733508110046388
1710826337844,1710826326703,-0.3808139264583587,1.0586148500442505,9.723928451538086
1710826337844,1710826326743,-0.4335051774978637,0.9412570595741272,9.822125434875488
1710826337844,1710826326784,-0.4478754997253418,1.013108730316162,9.812544822692873
1710826337844,1710826326824,-0.3424930274486542,1.0011334419250488,9.92032241821289
1710826337844,1710826326864,-0.3281227052211761,1.0011334419250488,9.87960720062256
1710826337844,1710826326904,-0.2898018062114715,0.9220966100692748,9.819730758666992
1710826337844,1710826326944,-0.3951842784881592,0.9676027297973632,9.812544822692873
1710826337844,1710826326985,-0.2730364203453064,0.9676027297973632,9.764643669128418
1710826337844,1710826327024,-0.2227402329444885,1.049034595489502,9.690397262573242
1710826337844,1710826327064,-0.3041721284389496,0.9316768646240234,9.656866073608398
1710826337844,1710826327104,-0.2083698809146881,0.7783932685852051,9.472447395324709
1710826337844,1710826327144,-0.311357319355011,0.6945663094520569,9.465262413024902
1710826337844,1710826327186,-0.1987896561622619,0.3712337017059326,8.967090606689453
1710826337844,1710826327225,-0.0766417980194091,0.0550862923264503,7.882130146026611
1710826337844,1710826327265,0.4382952749729156,0.1844193339347839,6.390009880065918
1710826337844,1710826327305,1.1807626485824585,0.6849860548973083,4.84998893737793
1710826337844,1710826327345,2.828561305999756,3.230930805206299,5.079914093017578
1710826337844,1710826327386,3.439300775527954,3.815324544906616,4.210508823394775
1710826337844,1710826327425,4.541026592254639,4.131472110748291,3.6955716609954834
1710826337844,1710826327465,6.610354900360107,6.8905768394470215,3.994953632354736
1710826337844,1710826327505,7.149242877960205,6.914527416229248,5.4679131507873535
1710826337844,1710826327545,8.82578182220459,5.484678745269775,5.321815013885498
1710826337844,1710826327586,11.388492584228516,4.703890323638916,5.190086841583252
1710826337844,1710826327625,13.70690631866455,5.685863494873047,6.121763706207275
1710826337844,1710826327666,15.546309471130373,2.184291362762451,9.050917625427246
1710826337844,1710826327705,11.4771089553833,10.847209930419922,3.702756881713867
1710826337844,1710826327746,11.069950103759766,7.664179801940918,2.7854504585266118
1710826337844,1710826327787,9.177855491638184,4.378162860870361,2.1435751914978027
1710826337844,1710826327826,9.44849681854248,2.4237968921661377,1.2933303117752075
1710826337844,1710826327866,10.3729887008667,2.304044008255005,-1.0610098838806152
1710826337844,1710826327906,9.67363166809082,3.5111522674560547,-1.274169921875
1710826337844,1710826327949,7.288156032562256,4.294335842132568,-0.7257020473480225
1710826337844,1710826327987,7.479760646820068,4.093151092529297,-1.4753546714782717
1710826337844,1710826328027,7.431859493255615,4.330261707305908,-1.353206753730774
1710826337844,1710826328067,9.132349014282228,3.628510236740112,-0.1221478655934333
1710826337844,1710826328107,9.711953163146973,3.587794065475464,0.7736031413078308
1710826337844,1710826328147,10.631654739379885,4.438039302825928,3.2069802284240723
1710826337844,1710826328188,14.255374908447266,-11.125036239624023,12.935698509216309
1710826337844,1710826328227,8.531189918518066,5.887048244476318,1.7867119312286377
1710826337844,1710826328267,11.798047065734863,5.252358436584473,1.7627613544464111
1710826337844,1710826328307,9.973013877868652,4.375767707824707,-0.0383208990097045
1710826337844,1710826328347,9.163484573364258,3.8823859691619873,0.1460984349250793
1710826337844,1710826328389,8.50723934173584,2.4621176719665527,0.102987416088581
1710826337844,1710826328428,8.17432689666748,2.5627100467681885,0.1245429217815399
1710826337844,1710826328468,8.871288299560547,3.0800423622131348,-0.4909865260124206
1710826337844,1710826328508,9.300003051757812,3.422535181045532,-0.2299253940582275
1710826337844,1710826328548,8.912004470825195,3.621325016021729,-0.1053824722766876
1710826337844,1710826328589,9.30958366394043,3.815324544906616,-0.730492115020752
1710826337844,1710826328628,9.034152030944824,3.9686081409454346,0.2323204576969146
1710826337844,1710826328668,9.53471851348877,3.523127555847168,-0.2179501056671142
1710826337844,1710826328708,9.76703929901123,3.5853991508483887,0.2610611319541931
1710826337844,1710826328748,9.343113899230955,2.4214017391204834,1.2310588359832764
1710826337844,1710826328789,9.460472106933594,4.603298187255859,1.175972580909729
1710826337844,1710826328828,9.544299125671388,4.888309478759766,1.4394288063049316
1710826337844,1710826328869,9.266472816467283,-4.5027055740356445,6.356479167938232
1710826337844,1710826328909,8.950325012207031,2.2800934314727783,2.4956486225128174
1710826337844,1710826328949,9.841285705566406,3.223745584487915,2.227402210235596
1710826337844,1710826328990,9.7454833984375,3.53989315032959,1.2478243112564087
1710826337844,1710826329029,9.30958366394043,3.063276767730713,0.3448880910873413
1710826337844,1710826329069,9.192225456237791,2.8525118827819824,0.6754058599472046
1710826337844,1710826329109,8.844942092895508,2.90759825706482,1.0250840187072754
1710826337844,1710826329149,8.89763355255127,3.25727653503418,0.7568377256393433
