x,y,z,timestamp
-16,-59,19,1710826284000000
-16,-59,19,1710826284031250
-16,-58,19,1710826284062500
-16,-58,19,1710826284093750
-16,-58,19,1710826284125000
-16,-58,19,1710826284156250
-16,-58,19,1710826284187500
-15,-58,19,1710826284218750
-16,-58,19,1710826284250000
-16,-58,19,1710826284281250
-15,-58,19,1710826284312500
-15,-58,19,1710826284343750
-16,-58,19,1710826284375000
-16,-58,19,1710826284406250
-16,-58,19,1710826284437500
-16,-58,19,1710826284468750
-16,-59,19,1710826284500000
-15,-59,19,1710826284531250
-15,-58,19,1710826284562500
-16,-58,20,1710826284593750
-15,-59,20,1710826284625000
-14,-59,20,1710826284656250
-14,-59,20,1710826284687500
-14,-57,19,1710826284718750
-15,-57,18,1710826284750000
-15,-57,18,1710826284781250
-15,-58,18,1710826284812500
-14,-58,18,1710826284843750
-15,-58,19,1710826284875000
-15,-58,19,1710826284906250
-14,-58,19,1710826284937500
-14,-58,19,1710826284968750
-14,-58,19,1710826285000000
-15,-58,19,1710826285031250
-15,-58,19,1710826285062500
-15,-58,19,1710826285093750
-15,-57,19,1710826285125000
-15,-58,19,1710826285156250
-16,-58,20,1710826285187500
-16,-58,20,1710826285218750
-16,-57,19,1710826285250000
-16,-58,20,1710826285281250
-17,-57,19,1710826285312500
-17,-58,19,1710826285343750
-17,-58,19,1710826285375000
-17,-59,19,1710826285406250
-17,-58,18,1710826285437500
-17,-58,18,1710826285468750
-16,-58,18,1710826285500000
-17,-58,18,1710826285531250
-22,-59,15,1710826285562500
-26,-59,11,1710826285593750
-24,-60,11,1710826285625000
-4,-59,20,1710826285656250
10,-59,29,1710826285687500
8,-60,28,1710826285718750
-2,-58,26,1710826285750000
-7,-57,24,1710826285781250
-7,-57,23,1710826285812500
-1,-57,26,1710826285843750
1,-58,27,1710826285875000
-3,-58,25,1710826285906250
23,-57,39,1710826285937500
5,-60,15,1710826285968750
-40,-60,-4,1710826286000000
-49,-58,-5,1710826286031250
-42,-56,3,1710826286062500
-30,-57,7,1710826286093750
-25,-57,9,1710826286125000
-13,-58,16,1710826286156250
-10,-58,19,1710826286187500
-8,-60,21,1710826286218750
-12,-60,19,1710826286250000
-14,-59,18,1710826286281250
-17,-57,17,1710826286312500
-18,-56,17,1710826286343750
-18,-57,17,1710826286375000
-16,-57,17,1710826286406250
-15,-57,18,1710826286437500
-15,-58,19,1710826286468750
-15,-58,19,1710826286500000
-15,-59,19,1710826286531250
