timestamp,duration
1712056763640625,921875
1712056764640625,1000000
1712056765531250,890625
1712056766484375,953125
1712056785140625,859375
1712056786015625,875000
1712056786968750,953125
1712056787859375,890625
1712056788781250,921875
1712056789640625,859375
1712056790531250,890625
1712056791406250,875000
1712056792281250,875000
1712056793093750,812500
1712056794031250,937500
1712056795046875,1015625
1712056796000000,953125
1712056796937500,937500
1712056797984375,1046875
1712056798828125,843750
1712056799687500,859375
1712056800640625,953125
1712056801546875,906250
1712056802500000,953125
1712056803328125,828125
1712056842734375,750000
1712056843546875,812500
1712056844406250,859375
1712056845312500,906250
1712056846218750,906250
1712056847046875,828125
1712056847906250,859375
1712056848859375,953125
1712056849843750,984375
1712056850875000,1031250
1712056851859375,984375
1712056852812500,953125
1712056853687500,875000
1712056854625000,937500
1712056855609375,984375
1712056856609375,1000000
1712056857609375,1000000
1712056858625000,1015625
1712056859546875,921875
1712056860484375,937500
1712056861468750,984375
1712056862453125,984375
1712056863437500,984375
1712056864359375,921875
1712056865250000,890625
1712056866218750,968750
1712056867203125,984375
1712056868156250,953125
1712056869031250,875000
1712056869875000,843750
1712056870734375,859375
1712056871625000,890625
1712056872562500,937500
1712056873484375,921875
1712056874343750,859375
1712056875234375,890625
1712056876171875,937500
1712056877109375,937500
1712056877968750,859375
1712056878859375,890625
1712056879781250,921875
1712056880671875,890625
1712056881531250,859375
1712056882312500,781250
1712056883093750,781250
1712056883953125,859375
1712056884875000,921875
1712056885750000,875000
1712056886671875,921875
1712056887500000,828125
1712056888343750,843750
1712056889234375,890625
1712056890203125,968750
1712056891125000,921875
1712056892031250,906250
1712056892843750,812500
1712056893640625,796875
1712056894468750,828125
1712056895343750,875000
1712056896187500,843750
1712056896984375,796875
1712056897781250,796875
1712056898593750,812500
1712056899359375,765625
1712056900156250,796875
1712056901031250,875000
1712056901968750,937500
1712056902875000,906250
1712056903734375,859375
1712056904609375,875000
1712056905515625,906250
1712056906500000,984375
1712056907468750,968750
1712056908328125,859375
1712056909218750,890625
1712056910156250,937500
1712056911140625,984375
1712056912156250,1015625
1712056913109375,953125
1712056914000000,890625
1712056914890625,890625
1712056915828125,937500
1712056916812500,984375
1712056917781250,968750
1712056918750000,968750
1712056919656250,906250
1712056920546875,890625
1712056921453125,906250
1712056922375000,921875
1712056923343750,968750
1712056924312500,968750
1712056925250000,937500
1712056926109375,859375
1712056926953125,843750
1712056927828125,875000
1712056928718750,890625
1712056929609375,890625
1712056930562500,953125
1712056931437500,875000
1712056932296875,859375
1712056933218750,921875
1712056934171875,953125
1712056935093750,921875
1712056936000000,906250
1712056936843750,843750
1712056937640625,796875
1712056938453125,812500
1712056939375000,921875
1712056940312500,937500
1712056941296875,984375
1712056942171875,875000
1712056943046875,875000
1712056943984375,937500
1712056944953125,968750
1712056945953125,1000000
1712056946937500,984375
1712056947843750,906250
1712056948703125,859375
1712056949562500,859375
1712056950484375,921875
1712056951437500,953125
1712056952390625,953125
1712056953281250,890625
1712056954171875,890625
1712056955125000,953125
1712056956078125,953125
1712056957046875,968750
1712056958015625,968750
1712056958906250,890625
1712056959765625,859375
1712056960625000,859375
1712056961500000,875000
1712056962359375,859375
1712056963203125,843750
1712056963984375,781250
1712056964750000,765625
1712056965515625,765625
1712056966343750,828125
1712056967156250,812500
1712056967953125,796875
1712056968734375,781250
1712056969500000,765625
1712056970265625,765625
1712056971046875,781250
1712056971828125,781250
1712056972593750,765625
1712056973390625,796875
1712056974203125,812500
1712056974984375,781250
1712056975750000,765625
1712056976562500,812500
1712056977453125,890625
1712056978406250,953125
1712056979375000,968750
1712056980343750,968750
1712056981296875,953125
1712056982156250,859375
1712056983000000,843750
1712056983828125,828125
1712056984718750,890625
1712056985656250,937500
1712056986625000,968750
1712056987593750,968750
1712056988562500,968750
1712056989515625,953125
1712056990390625,875000
1712056991250000,859375
1712056992156250,906250
1712056993109375,953125
1712056994031250,921875
1712056994953125,921875
1712056995828125,875000
1712056996656250,828125
1712056997500000,843750
1712056998406250,906250
1712056999343750,937500
1712057000265625,921875
1712057001187500,921875
1712057002093750,906250
1712057002937500,843750
1712057003765625,828125
1712057004609375,843750
1712057005500000,890625
1712057006375000,875000
1712057007234375,859375
1712057008078125,843750
1712057008859375,781250
1712057009671875,812500
1712057010531250,859375
1712057011390625,859375
1712057012250000,859375
1712057013125000,875000
1712057013937500,812500
1712057014734375,796875
1712057015546875,812500
1712057016375000,828125
1712057017218750,843750
1712057018093750,875000
1712057018953125,859375
1712057019765625,812500
1712057020562500,796875
1712057021406250,843750
1712057022296875,890625
1712057023187500,890625
1712057024078125,890625
1712057024953125,875000
1712057025781250,828125
1712057026578125,796875
1712057027390625,812500
1712057028250000,859375
1712057029171875,921875
1712057030078125,906250
1712057031031250,953125
1712057031921875,890625
1712057032765625,843750
1712057033656250,890625
1712057034609375,953125
1712057035593750,984375
1712057036531250,937500
1712057037484375,953125
1712057038437500,953125
1712057039296875,859375
1712057040171875,875000
1712057041062500,890625
1712057041937500,875000
1712057042812500,875000
1712057043656250,843750
1712057044453125,796875
1712057045296875,843750
1712057046203125,906250
1712057047062500,859375
1712057047921875,859375
1712057048750000,828125
1712057049562500,812500
1712057050343750,781250
1712057051140625,796875
1712057051968750,828125
1712057052828125,859375
1712057053703125,875000
1712057054671875,968750
1712057055703125,1031250
1712057056687500,984375
1712057057640625,953125
1712057058531250,890625
1712057059359375,828125
1712057060234375,875000
1712057061171875,937500
1712057062078125,906250
1712057063000000,921875
1712057063968750,968750
1712057064875000,906250
1712057065734375,859375
1712057066593750,859375
1712057067484375,890625
1712057068484375,1000000
1712057069546875,1062500
1712057070578125,1031250
1712057071578125,1000000
1712057072515625,937500
1712057073390625,875000
1712057074265625,875000
1712057075187500,921875
1712057076187500,1000000
1712057077140625,953125
1712057078109375,968750
1712057079031250,921875
1712057079875000,843750
1712057080734375,859375
1712057081625000,890625
1712057082593750,968750
1712057083562500,968750
1712057084546875,984375
1712057085531250,984375
1712057086390625,859375
1712057087218750,828125
1712057088062500,843750
1712057088968750,906250
1712057089906250,937500
1712057090875000,968750
1712057091875000,1000000
1712057092875000,1000000
1712057093828125,953125
1712057094687500,859375
1712057095562500,875000
1712057096484375,921875
1712057097453125,968750
1712057098437500,984375
1712057099437500,1000000
1712057100406250,968750
1712057101359375,953125
1712057102234375,875000
1712057103046875,812500
1712057103875000,828125
1712057104796875,921875
1712057105765625,968750
1712057106687500,921875
1712057107609375,921875
1712057108515625,906250
1712057109359375,843750
1712057110156250,796875
1712057110953125,796875
1712057111796875,843750
1712057112687500,890625
1712057113609375,921875
1712057114546875,937500
1712057115484375,937500
1712057116421875,937500
1712057117281250,859375
1712057118125000,843750
1712057118968750,843750
1712057119890625,921875
1712057120843750,953125
1712057121781250,937500
1712057122718750,937500
1712057123656250,937500
1712057124484375,828125
1712057125312500,828125
1712057126203125,890625
1712057127156250,953125
1712057128125000,968750
1712057129093750,968750
1712057130093750,1000000
1712057131046875,953125
1712057131906250,859375
1712057132765625,859375
1712057133671875,906250
1712057134593750,921875
1712057135515625,921875
1712057136437500,921875
1712057137375000,937500
1712057138265625,890625
1712057139093750,828125
1712057139937500,843750
1712057140828125,890625
1712057141796875,968750
1712057142765625,968750
1712057143703125,937500
1712057144609375,906250
1712057145515625,906250
1712057146343750,828125
1712057147171875,828125
1712057148015625,843750
1712057148890625,875000
1712057149781250,890625
1712057150671875,890625
1712057151578125,906250
1712057152421875,843750
1712057153234375,812500
1712057154046875,812500
1712057154890625,843750
1712057155765625,875000
1712057156640625,875000
1712057157546875,906250
1712057158453125,906250
1712057159312500,859375
1712057160125000,812500
1712057161000000,875000
1712057161890625,890625
1712057162796875,906250
1712057163703125,906250
1712057164609375,906250
1712057165437500,828125
1712057166296875,859375
1712057167187500,890625
1712057168109375,921875
1712057169031250,921875
1712057169906250,875000
1712057170796875,890625
1712057171625000,828125
1712057172406250,781250
1712057173250000,843750
1712057174062500,812500
1712057174859375,796875
1712057175640625,781250
1712057176484375,843750
1712057177328125,843750
1712057178109375,781250
1712057178859375,750000
1712057179671875,812500
1712057180546875,875000
1712057181453125,906250
1712057182375000,921875
1712057183265625,890625
1712057184187500,921875
1712057185031250,843750
1712057185890625,859375
1712057186781250,890625
1712057187718750,937500
1712057188671875,953125
1712057189625000,953125
1712057190593750,968750
1712057191437500,843750
1712057192328125,890625
1712057193250000,921875
1712057194203125,953125
1712057195187500,984375
1712057196187500,1000000
1712057197187500,1000000
1712057198093750,906250
1712057198953125,859375
1712057199890625,937500
1712057200859375,968750
1712057201843750,984375
1712057202843750,1000000
1712057203781250,937500
1712057204640625,859375
1712057205562500,921875
1712057206500000,937500
1712057207500000,1000000
1712057208500000,1000000
1712057209500000,1000000
1712057210453125,953125
1712057211359375,906250
1712057212265625,906250
1712057213203125,937500
1712057214171875,968750
1712057215156250,984375
1712057216140625,984375
1712057217046875,906250
1712057217937500,890625
1712057218843750,906250
1712057219796875,953125
1712057220765625,968750
1712057221750000,984375
1712057222734375,984375
1712057223640625,906250
1712057224546875,906250
1712057225468750,921875
1712057226406250,937500
1712057227390625,984375
1712057228375000,984375
1712057229328125,953125
1712057230234375,906250
1712057231171875,937500
1712057232140625,968750
1712057233093750,953125
1712057234062500,968750
1712057234968750,906250
1712057235812500,843750
1712057236687500,875000
1712057237609375,921875
1712057238531250,921875
1712057239437500,906250
1712057240328125,890625
1712057241171875,843750
1712057241984375,812500
1712057242812500,828125
1712057243609375,796875
