x,y,z,timestamp
-25,38,45,1712056738000000
-25,38,46,1712056738031250
-24,38,46,1712056738062500
-25,38,46,1712056738093750
-26,38,46,1712056738125000
-25,37,45,1712056738156250
-25,38,45,1712056738187500
-25,38,45,1712056738218750
-24,38,45,1712056738250000
-25,38,45,1712056738281250
-25,38,45,1712056738312500
-25,38,45,1712056738343750
-25,38,46,1712056738375000
-25,38,46,1712056738406250
-25,38,45,1712056738437500
-25,38,45,1712056738468750
-25,38,45,1712056738500000
-26,38,46,1712056738531250
-25,38,45,1712056738562500
-25,38,45,1712056738593750
-26,39,45,1712056738625000
-26,39,45,1712056738656250
-25,38,45,1712056738687500
-26,38,45,1712056738718750
-26,38,45,1712056738750000
-25,39,45,1712056738781250
-25,39,45,1712056738812500
-25,39,45,1712056738843750
-25,39,45,1712056738875000
-25,39,45,1712056738906250
-25,38,45,1712056738937500
-25,38,45,1712056738968750
-25,38,45,1712056739000000
-25,38,46,1712056739031250
-25,38,46,1712056739062500
-25,38,45,1712056739093750
-25,38,45,1712056739125000
-25,38,45,1712056739156250
-25,38,45,1712056739187500
-25,38,46,1712056739218750
-25,38,45,1712056739250000
-25,38,46,1712056739281250
-25,38,46,1712056739312500
-25,38,46,1712056739343750
-25,38,46,1712056739375000
-25,38,46,1712056739406250
-25,38,46,1712056739437500
-25,38,45,1712056739468750
-25,38,46,1712056739500000
-25,38,46,1712056739531250
-25,38,46,1712056739562500
-24,38,47,1712056739593750
-25,38,46,1712056739625000
-25,38,47,1712056739656250
-23,40,51,1712056739687500
-25,41,52,1712056739718750
-29,43,50,1712056739750000
-33,44,51,1712056739781250
-47,42,36,1712056739812500
-43,35,26,1712056739843750
-42,31,19,1712056739875000
-51,26,2,1712056739906250
-48,24,-4,1712056739937500
-52,20,-25,1712056739968750
-57,20,-32,1712056740000000
-53,19,-33,1712056740031250
-49,16,-39,1712056740062500
-50,16,-45,1712056740093750
-49,15,-45,1712056740125000
-44,14,-41,1712056740156250
-44,14,-42,1712056740187500
-45,13,-46,1712056740218750
