phoneTimestamp,duration
1711359516142,616
1711359516758,629
1711359517387,629
1711359518016,639
1711359518655,653
1711359519308,665
1711359519973,662
1711359520635,650
1711359521285,640
1711359521925,627
1711359522552,610
1711359523161,604
1711359523766,596
1711359524361,592
1711359524953,594
1711359525548,609
1711359526157,643
1711359526800,656
1711359527456,657
1711359528113,661
1711359528774,676
1711359529449,704
1711359530153,698
1711359530852,698
1711359531550,702
1711359532252,672
1711359532924,676
1711359533600,665
1711359534265,658
1711359534923,646
1711359535569,650
1711359536219,652
1711359536871,653
1711359537524,647
1711359538171,644
1711359538815,643
1711359539457,629
1711359540087,623
1711359540710,624
1711359541334,623
1711359541957,626
1711359542583,618
1711359543201,619
1711359543820,616
1711359544436,607
1711359545043,593
1711359545636,587
1711359546223,594
1711359546817,588
1711359547405,584
1711359547989,574
1711359548563,578
1711359549141,576
1711359549717,571
1711359550288,574
1711359550862,575
1711359551437,571
1711359552008,575
1711359552583,571
1711359553153,567
1711359553721,567
1711359554288,570
1711359554857,567
1711359555425,557
1711359555982,557
1711359556539,560
1711359557099,563
1711359557662,555
1711359558217,556
1711359558773,552
1711359559325,557
1711359559881,557
1711359560439,554
1711359560993,551
1711359561544,553
1711359562097,551
1711359562648,552
1711359563200,545
1711359563745,551
1711359564296,553
1711359564849,542
1711359565391,545
1711359565936,542
1711359566478,548
1711359567025,544
1711359567569,552
1711359568121,548
1711359568670,553
1711359569223,559
1711359569782,562
1711359570344,570
1711359570913,579
1711359571493,580
1711359572073,582
1711359572655,593
1711359573248,599
1711359573847,610
1711359574457,617
1711359575073,601
1711359575675,615
1711359576289,613
1711359576903,602
1711359577505,613
1711359578118,613
1711359578731,626
1711359579357,625
1711359579982,625
1711359580607,623
1711359581230,624
1711359581854,628
1711359582481,637
1711359583119,644
1711359583763,646
1711359584409,640
1711359585049,645
1711359585694,649
1711359586343,662
1711359587005,680
1711359587685,684
1711359588369,661
1711359589030,669
1711359589699,675
1711359590374,682
1711359591056,691
1711359591747,682
1711359592429,676
1711359593105,677
1711359593782,683
1711359594465,703
1711359595168,697
1711359595865,688
1711359596553,708
1711359597261,730
1711359597991,723
1711359598713,703
1711359599417,736
1711359600153,734
1711359600887,728
1711359601615,751
1711359602366,748
1711359603113,727
1711359603841,741
1711359604582,733
1711359605315,701
1711359606016,724
1711359606740,710
1711359607449,707
1711359608157,730
1711359608887,741
1711359609628,750
1711359610377,744
1711359611121,719
1711359611841,718
1711359612559,701
1711359613260,699
1711359613959,693
1711359614652,685
1711359615337,667
1711359616004,679
1711359616683,687
1711359617369,700
1711359618070,710
1711359618780,703
1711359619483,696
1711359620179,705
1711359620884,675
1711359621559,688
1711359622247,681
1711359622928,688
1711359623616,704
1711359624320,680
1711359625000,705
1711359625705,713
1711359626417,729
1711359627147,694
1711359627841,706
1711359628547,706
1711359629253,739
1711359629992,722
1711359630713,737
1711359631451,747
1711359632198,737
1711359632935,748
1711359633683,746
1711359634429,718
1711359635147,716
1711359635863,726
1711359636589,732
1711359637321,717
1711359638038,713
1711359638751,730
1711359639481,731
1711359640212,726
1711359640937,731
1711359641669,699
1711359642368,713
1711359643081,704
1711359643785,710
1711359644495,693
1711359645188,699
1711359645887,706
1711359646593,688
1711359647281,713
1711359647993,711
1711359648705,700
1711359649405,707
1711359650112,716
1711359650828,719
1711359651547,721
1711359652268,690
1711359652958,702
1711359653660,686
1711359654345,688
1711359655033,678
1711359655712,698
1711359656409,691
1711359657101,697
1711359657798,685
1711359658483,713
1711359659196,718
1711359659913,719
1711359660633,728
1711359661361,726
1711359662087,731
1711359662817,694
1711359663512,684
1711359664196,682
1711359664878,676
1711359665553,671
1711359666225,678
1711359666903,686
1711359667589,688
1711359668277,694
1711359668971,681
1711359669652,688
1711359670340,695
1711359671035,695
1711359671729,722
1711359672452,720
1711359673172,723
1711359673895,719
1711359674614,715
1711359675329,706
1711359676035,686
1711359676721,671
1711359677392,679
1711359678071,675
1711359678745,690
1711359679436,702
1711359680137,682
1711359680820,706
1711359681526,727
1711359682253,712
1711359682965,689
1711359683654,702
1711359684356,701
1711359685057,685
1711359685742,671
1711359686413,656
1711359687069,658
1711359687727,640
1711359688367,621
1711359688988,617
1711359689605,606
1711359690211,598
1711359690809,588
1711359691397,583
1711359691980,578
1711359692558,580
1711359693137,576
1711359693713,575
1711359694289,573
1711359694862,577
1711359695439,590
1711359696029,610
1711359696639,620
1711359697259,622
1711359697881,615
1711359698496,631
1711359699127,636
1711359699763,642
1711359700405,640
1711359701045,639
1711359701684,641
1711359702325,641
1711359702966,642
1711359703608,639
1711359704247,638
1711359704885,639
1711359705524,646
1711359706169,641
1711359706811,639
1711359707449,636
1711359708086,637
1711359708723,641
1711359709364,644
1711359710008,639
1711359710647,641
1711359711288,645
1711359711933,652
1711359712585,646
1711359713231,643
1711359713873,645
1711359714519,653
1711359715172,650
1711359715822,644
1711359716465,647
1711359717113,651
1711359717764,662
1711359718425,670
1711359719096,666
1711359719761,654
1711359720416,656
1711359721072,649
1711359721721,646
1711359722367,642
1711359723009,630
