x,y,z,timestamp
52,-33,1,1710999784000000
50,-31,-9,1710999784031250
41,-32,-21,1710999784062500
37,-28,-11,1710999784093750
35,-29,-9,1710999784125000
65,-25,-6,1710999784156250
57,-33,-10,1710999784187500
45,-40,42,1710999784218750
38,-60,35,1710999784250000
48,-55,23,1710999784281250
56,-47,18,1710999784312500
55,-45,20,1710999784343750
46,-43,11,1710999784375000
46,-44,2,1710999784406250
43,-42,2,1710999784437500
42,-41,-5,1710999784468750
42,-40,-7,1710999784500000
46,-38,-9,1710999784531250
47,-35,-8,1710999784562500
46,-33,-9,1710999784593750
43,-33,-14,1710999784625000
45,-32,-16,1710999784656250
49,-30,-17,1710999784687500
49,-30,-16,1710999784718750
50,-28,-16,1710999784750000
50,-24,-13,1710999784781250
43,-27,-15,1710999784812500
46,-27,-21,1710999784843750
50,-26,-24,1710999784875000
52,-26,-22,1710999784906250
52,-23,-21,1710999784937500
53,-23,-18,1710999784968750
49,-27,-21,1710999785000000
53,-23,-20,1710999785031250
58,-20,-15,1710999785062500
56,-23,-20,1710999785093750
53,-23,-16,1710999785125000
56,-21,-15,1710999785156250
58,-21,-14,1710999785187500
54,-23,-16,1710999785218750
56,-20,-11,1710999785250000
60,-20,-10,1710999785281250
57,-21,-11,1710999785312500
59,-21,-7,1710999785343750
60,-21,-6,1710999785375000
55,-20,-9,1710999785406250
59,-21,-2,1710999785437500
60,-21,-2,1710999785468750
56,-19,-4,1710999785500000
57,-20,-1,1710999785531250
59,-19,0,1710999785562500
54,-19,-3,1710999785593750
56,-19,0,1710999785625000
59,-19,3,1710999785656250
57,-18,3,1710999785687500
56,-17,5,1710999785718750
55,-16,3,1710999785750000
55,-14,2,1710999785781250
61,-14,5,1710999785812500
55,-15,7,1710999785843750
51,-17,8,1710999785875000
52,-17,13,1710999785906250
50,-20,12,1710999785937500
49,-22,9,1710999785968750
48,-27,6,1710999786000000
44,-33,5,1710999786031250
43,-35,3,1710999786062500
33,-44,8,1710999786093750
27,-45,15,1710999786125000
26,-47,21,1710999786156250
19,-49,27,1710999786187500
22,-49,37,1710999786218750
23,-47,47,1710999786250000
26,-43,56,1710999786281250
25,-46,46,1710999786312500
31,-39,54,1710999786343750
38,-32,56,1710999786375000
25,-22,62,1710999786406250
27,-19,69,1710999786437500
34,-26,56,1710999786468750
31,-21,53,1710999786500000
25,-17,54,1710999786531250
27,-17,53,1710999786562500
26,-16,51,1710999786593750
24,-14,47,1710999786625000
23,-15,47,1710999786656250
20,-10,53,1710999786687500
26,-9,58,1710999786718750
28,-9,52,1710999786750000
16,-4,69,1710999786781250
19,-4,73,1710999786812500
21,-4,75,1710999786843750
18,-5,65,1710999786875000
12,-5,63,1710999786906250
17,-6,70,1710999786937500
19,-6,65,1710999786968750
17,-7,62,1710999787000000
15,-5,57,1710999787031250
15,-4,55,1710999787062500
15,0,61,1710999787093750
11,1,57,1710999787125000
14,1,61,1710999787156250
16,3,66,1710999787187500
15,2,65,1710999787218750
10,2,57,1710999787250000
13,3,57,1710999787281250
13,4,56,1710999787312500
15,6,57,1710999787343750
10,8,50,1710999787375000
10,9,56,1710999787406250
9,11,52,1710999787437500
7,8,50,1710999787468750
7,11,59,1710999787500000
5,12,64,1710999787531250
7,11,64,1710999787562500
11,14,60,1710999787593750
12,15,56,1710999787625000
10,20,62,1710999787656250
3,23,58,1710999787687500
7,24,60,1710999787718750
14,25,57,1710999787750000
4,29,49,1710999787781250
5,31,51,1710999787812500
8,35,50,1710999787843750
0,39,46,1710999787875000
0,53,50,1710999787906250
4,58,49,1710999787937500
1,60,44,1710999787968750
-13,66,31,1710999788000000
-10,67,29,1710999788031250
-3,69,26,1710999788062500
-7,71,26,1710999788093750
-10,72,27,1710999788125000
-20,69,23,1710999788156250
-24,68,20,1710999788187500
