x,y,z,timestamp
-19,27,55,1712021956000000
-20,27,55,1712021956031250
-19,27,55,1712021956062500
-19,27,56,1712021956093750
-19,26,55,1712021956125000
-20,27,55,1712021956156250
-19,26,55,1712021956187500
-19,27,55,1712021956218750
-19,27,55,1712021956250000
-20,26,55,1712021956281250
-19,27,56,1712021956312500
-19,27,56,1712021956343750
-19,27,55,1712021956375000
-19,27,55,1712021956406250
-20,27,56,1712021956437500
-19,27,55,1712021956468750
-19,27,55,1712021956500000
-19,27,55,1712021956531250
-20,26,55,1712021956562500
-19,27,55,1712021956593750
-19,26,55,1712021956625000
-20,26,55,1712021956656250
-20,27,55,1712021956687500
-19,26,55,1712021956718750
-20,26,55,1712021956750000
-19,27,55,1712021956781250
-18,27,56,1712021956812500
-19,27,56,1712021956843750
-19,27,56,1712021956875000
-19,27,55,1712021956906250
-20,27,55,1712021956937500
-19,27,55,1712021956968750
-19,27,55,1712021957000000
-19,27,55,1712021957031250
-19,27,56,1712021957062500
-19,27,55,1712021957093750
-20,27,55,1712021957125000
-19,27,55,1712021957156250
-19,27,55,1712021957187500
-20,27,55,1712021957218750
-19,27,56,1712021957250000
-19,27,55,1712021957281250
-19,27,55,1712021957312500
-19,27,55,1712021957343750
-19,27,55,1712021957375000
-19,27,55,1712021957406250
-19,27,55,1712021957437500
-19,27,55,1712021957468750
-19,27,55,1712021957500000
-20,27,55,1712021957531250
-19,27,56,1712021957562500
-19,27,55,1712021957593750
-19,26,55,1712021957625000
-19,27,55,1712021957656250
-20,27,55,1712021957687500
-19,27,55,1712021957718750
-20,26,55,1712021957750000
-20,27,55,1712021957781250
-19,27,55,1712021957812500
-20,26,55,1712021957843750
-20,26,55,1712021957875000
-19,27,56,1712021957906250
-20,27,55,1712021957937500
-20,27,55,1712021957968750
-20,27,55,1712021958000000
-20,27,55,1712021958031250
-20,27,55,1712021958062500
-20,27,55,1712021958093750
-20,27,55,1712021958125000
-20,27,55,1712021958156250
-20,27,55,1712021958187500
-20,27,55,1712021958218750
-20,27,55,1712021958250000
-20,27,55,1712021958281250
-20,27,55,1712021958312500
-20,26,55,1712021958343750
-20,27,55,1712021958375000
-20,27,55,1712021958406250
-20,27,55,1712021958437500
-20,27,55,1712021958468750
-20,27,55,1712021958500000
-20,26,55,1712021958531250
-20,27,55,1712021958562500
-20,27,55,1712021958593750
-20,27,55,1712021958625000
-20,26,55,1712021958656250
-20,26,55,1712021958687500
-20,27,55,1712021958718750
-20,27,55,1712021958750000
-20,27,55,1712021958781250
-21,26,55,1712021958812500
-20,27,55,1712021958843750
-20,27,55,1712021958875000
-20,27,55,1712021958906250
-20,27,55,1712021958937500
-20,27,55,1712021958968750
-20,27,55,1712021959000000
-20,26,55,1712021959031250
-20,27,55,1712021959062500
-20,27,55,1712021959093750
-21,26,54,1712021959125000
-20,26,55,1712021959156250
-19,27,56,1712021959187500
-21,27,55,1712021959218750
-20,27,55,1712021959250000
-19,27,56,1712021959281250
-21,26,55,1712021959312500
-21,26,55,1712021959343750
-19,27,56,1712021959375000
-20,27,55,1712021959406250
-21,26,55,1712021959437500
-20,27,55,1712021959468750
-20,27,55,1712021959500000
-21,27,55,1712021959531250
-20,27,55,1712021959562500
-20,27,55,1712021959593750
-20,26,55,1712021959625000
-20,27,55,1712021959656250
-20,27,55,1712021959687500
-21,26,55,1712021959718750
-21,26,55,1712021959750000
-20,27,56,1712021959781250
-20,26,55,1712021959812500
-20,26,55,1712021959843750
-21,27,55,1712021959875000
-19,27,56,1712021959906250
-20,27,55,1712021959937500
-20,26,55,1712021959968750
-20,27,55,1712021960000000
-20,27,55,1712021960031250
-20,27,55,1712021960062500
-20,27,55,1712021960093750
-20,27,55,1712021960125000
-20,26,55,1712021960156250
-20,26,55,1712021960187500
-20,26,55,1712021960218750
-20,27,55,1712021960250000
-20,26,55,1712021960281250
-19,27,56,1712021960312500
-20,26,55,1712021960343750
-21,26,55,1712021960375000
-20,27,56,1712021960406250
-20,26,55,1712021960437500
-20,26,55,1712021960468750
-19,26,55,1712021960500000
-20,27,56,1712021960531250
-21,26,55,1712021960562500
-20,26,55,1712021960593750
-20,27,55,1712021960625000
-20,27,56,1712021960656250
-19,26,55,1712021960687500
-20,27,55,1712021960718750
-20,27,55,1712021960750000
-20,26,55,1712021960781250
-19,27,55,1712021960812500
-20,27,55,1712021960843750
-20,26,55,1712021960875000
-20,27,56,1712021960906250
-20,26,55,1712021960937500
-20,27,55,1712021960968750
-21,26,55,1712021961000000
-20,27,55,1712021961031250
-19,27,56,1712021961062500
-19,27,56,1712021961093750
-20,26,55,1712021961125000
-21,26,55,1712021961156250
-19,27,56,1712021961187500
-20,26,55,1712021961218750
-20,27,54,1712021961250000
-20,27,56,1712021961281250
-21,26,55,1712021961312500
-20,27,55,1712021961343750
-19,27,56,1712021961375000
-20,27,55,1712021961406250
-20,26,55,1712021961437500
-19,27,55,1712021961468750
-19,27,55,1712021961500000
-20,26,55,1712021961531250
-20,27,55,1712021961562500
-19,27,56,1712021961593750
-20,26,55,1712021961625000
