dataReceived,timestamp,ambientTemp,objectTemp,status
1711003461255,1710999921240,32.64482498168945,33.55921173095703,0
1711003461255,1710999981240,32.702030181884766,33.60725021362305,0
1711003461255,1711000041240,32.71634292602539,33.64265060424805,0
1711003461255,1711000101240,32.78071975708008,33.683963775634766,0
1711003461255,1711000161240,32.845096588134766,33.73317337036133,0
1711003461255,1711000221240,32.95953369140625,33.798213958740234,0
1711003461255,1711000281240,33.052528381347656,34.05235290527344,0
1711003461255,1711000341240,33.088279724121094,34.023380279541016,0
1711003461255,1711000401240,33.15264892578125,34.0059814453125,0
1711003461255,1711000461240,33.20989227294922,34.00498580932617,0
1711003461255,1711000521240,33.22420120239258,33.99176406860352,0
1711003461255,1711000581240,33.288570404052734,33.99095916748047,0
1711003461255,1711000641240,33.331504821777344,34.025753021240234,0
1711003461255,1711000701240,33.38868713378906,34.06732940673828,0
1711003461255,1711000761240,33.538917541503906,34.29506301879883,0
1711003461255,1711000821240,33.6390266418457,34.31081771850586,0
1711003461255,1711000881240,33.68196105957031,34.35016250610352,0
1711003461255,1711000941240,33.6390266418457,34.32789611816406,0
1711003461255,1711001001240,33.65333557128906,34.3182258605957,0
1711003461255,1711001061240,33.64614486694336,34.31346893310547,0
1711003461255,1711001121240,33.6390266418457,34.29796600341797,0
1711003461255,1711001181240,33.674766540527344,34.30788040161133,0
1711003461255,1711001241240,33.6390266418457,34.280155181884766,0
1711003461255,1711001301240,33.6032829284668,34.244659423828125,0
1711003461255,1711001361240,33.56034851074219,34.21226119995117,0
1711003461255,1711001421240,33.6032829284668,34.21321487426758,0
1711003461255,1711001481240,33.61759567260742,34.19696044921875,0
1711003461255,1711001541240,33.76774978637695,34.2596549987793,0
1711003461255,1711001601240,33.6390266418457,34.27985382080078,0
1711003461255,1711001661240,33.6390266418457,34.27828598022461,0
1711003461255,1711001721240,33.62471389770508,34.2812385559082,0
1711003461255,1711001781240,33.50310516357422,34.24679946899414,0
1711003461255,1711001841240,33.4959831237793,34.21171951293945,0
1711003461255,1711001901240,33.46736145019531,34.17723846435547,0
1711003461255,1711001961240,33.45305252075195,34.145957946777344,0
1711003461255,1711002021240,33.50310516357422,34.11765670776367,0
1711003461255,1711002081240,33.65333557128906,34.16515350341797,0
1711003461255,1711002141240,33.52460861206055,34.18723678588867,0
1711003461255,1711002201240,33.71770095825195,34.2518196105957,0
1711003461255,1711002261240,33.78917694091797,34.53118133544922,0
1711003461255,1711002321240,33.91078186035156,34.579803466796875,0
1711003461255,1711002381240,34.00376510620117,34.63577651977539,0
1711003461255,1711002441240,34.053810119628906,34.672420501708984,0
1711003461255,1711002501240,34.075233459472656,34.674285888671875,0
1711003461255,1711002561240,34.08243560791016,34.69055938720703,0
1711003461255,1711002621240,33.88216018676758,34.66627883911133,0
1711003461255,1711002681240,33.91078186035156,34.62797164916992,0
1711003461255,1711002741240,33.96083068847656,34.60141372680664,0
1711003461255,1711002801240,33.98945236206055,34.57621383666992,0
1711003461255,1711002861240,34.00376510620117,34.57097244262695,0
1711003461255,1711002921240,33.9680290222168,34.55754089355469,0
1711003461255,1711002981240,33.88216018676758,34.526466369628906,0
1711003461255,1711003041240,33.803489685058594,34.45689392089844,0
1711003461255,1711003101240,33.83211135864258,34.4193115234375,0
1711003461255,1711003161240,33.79637145996094,34.38996505737305,0
1711003461255,1711003221240,33.50310516357422,34.33207321166992,0
1711003461255,1711003281240,33.36725234985352,34.06612014770508,0
1711003461255,1711003341240,33.2385139465332,34.043758392333984,0
1711003461255,1711003401240,33.31719207763672,34.01917266845703,0
1711003461255,1711003461240,33.195579528808594,33.80107498168945,0
