phoneTimestamp,sensorTimestamp,ecg
1710864436204,599616085231000778,37
1710864436211,599616085238665603,-153
1710864436219,599616085246330428,-691
1710864436225,599616085253995253,-800
1710864436233,599616085261660078,47
1710864436241,599616085269324903,919
1710864436249,599616085276989728,1419
1710864436257,599616085284654553,2069
1710864436265,599616085292319378,2797
1710864436272,599616085299984203,3360
1710864436280,599616085307649028,3888
1710864436288,599616085315313853,4457
1710864436295,599616085322978678,5005
1710864436303,599616085330643503,5528
1710864436311,599616085338308328,6038
1710864436318,599616085345973153,6522
1710864436326,599616085353637978,7037
1710864436334,599616085361302803,7528
1710864436341,599616085368967628,7855
1710864436349,599616085376632453,8177
1710864436357,599616085384297278,8640
1710864436364,599616085391962103,9059
1710864436372,599616085399626928,9366
1710864436380,599616085407291753,9694
1710864436387,599616085414956578,10068
1710864436395,599616085422621403,10407
1710864436403,599616085430286228,10700
1710864436409,599616085437951053,10952
1710864436417,599616085445615878,11198
1710864436425,599616085453280703,11468
1710864436433,599616085460945528,11701
1710864436441,599616085468610353,11892
1710864436449,599616085476275178,12137
1710864436456,599616085483940003,12367
1710864436464,599616085491604828,12471
1710864436472,599616085499269653,12590
1710864436479,599616085506934478,12806
1710864436487,599616085514599303,12987
1710864436495,599616085522264128,13086
1710864436502,599616085529928953,13170
1710864436510,599616085537593778,13279
1710864436518,599616085545258603,13396
1710864436525,599616085552923428,13465
1710864436533,599616085560588253,13520
1710864436541,599616085568253078,13648
1710864436548,599616085575917903,13723
1710864436556,599616085583582728,13663
1710864436564,599616085591247553,13666
1710864436571,599616085598912378,13782
1710864436579,599616085606577203,13901
1710864436587,599616085614242028,13941
1710864436593,599616085621906853,13849
1710864436601,599616085629571678,13792
1710864436609,599616085637236503,13829
1710864436617,599616085644901328,13785
1710864436625,599616085652566153,13740
1710864436633,599616085660230978,13800
1710864436640,599616085667895803,13777
1710864436648,599616085675560628,13636
1710864436656,599616085683225453,13599
1710864436663,599616085690890278,13644
1710864436671,599616085698555103,13594
1710864436679,599616085706219928,13601
1710864436686,599616085713884753,13834
1710864436694,599616085721549578,14047
1710864436702,599616085729214403,13693
1710864436709,599616085736879228,12960
1710864436717,599616085744544053,12843
1710864436725,599616085752208878,13138
1710864436732,599616085759873703,13007
1710864436740,599616085767538528,12771
1710864436748,599616085775203353,12816
1710864436755,599616085782868178,12813
1710864436763,599616085790523040,12660
1710864436771,599616085798188004,12571
1710864436777,599616085805852968,12523
1710864436785,599616085813517932,12405
1710864436793,599616085821182896,12273
1710864436801,599616085828847860,12186
1710864436809,599616085836512824,12139
1710864436817,599616085844177788,12105
1710864436824,599616085851842752,12023
1710864436832,599616085859507716,11934
1710864436840,599616085867172680,11825
1710864436847,599616085874837644,11599
1710864436855,599616085882502608,11339
1710864436863,599616085890167572,11237
1710864436870,599616085897832536,11252
1710864436878,599616085905497500,11148
1710864436886,599616085913162464,10955
1710864436893,599616085920827428,10878
1710864436901,599616085928492392,10821
1710864436909,599616085936157356,10687
1710864436916,599616085943822320,10548
1710864436924,599616085951487284,10430
1710864436932,599616085959152248,10348
1710864436939,599616085966817212,10261
1710864436947,599616085974482176,10120
1710864436955,599616085982147140,10003
1710864436961,599616085989812104,9912
1710864436969,599616085997477068,9755
1710864436977,599616086005142032,9585
1710864436985,599616086012806996,9480
1710864436993,599616086020471960,9411
1710864437001,599616086028136924,9309
1710864437008,599616086035801888,9148
1710864437016,599616086043466852,9007
1710864437024,599616086051131816,8948
1710864437031,599616086058796780,8858
1710864437039,599616086066461744,8712
1710864437047,599616086074126708,8635
1710864437054,599616086081791672,8586
1710864437062,599616086089456636,8455
1710864437070,599616086097121600,8353
1710864437077,599616086104786564,8301
1710864437085,599616086112451528,8167
1710864437093,599616086120116492,8016
1710864437100,599616086127781456,7929
1710864437108,599616086135446420,7847
1710864437116,599616086143111384,7761
1710864437123,599616086150776348,7669
1710864437131,599616086158441312,7572
1710864437139,599616086166106276,7515
1710864437145,599616086173771240,7443
1710864437153,599616086181436204,7302
1710864437161,599616086189101168,7196
1710864437169,599616086196766132,7156
1710864437177,599616086204431096,7097
1710864437185,599616086212096060,7000
1710864437192,599616086219761024,6908
1710864437200,599616086227425988,6831
1710864437208,599616086235090952,6750
1710864437215,599616086242755916,6655
1710864437223,599616086250420880,6574
1710864437231,599616086258085844,6532
1710864437238,599616086265750808,6460
1710864437246,599616086273415772,6331
1710864437254,599616086281080736,6249
