phoneTimestamp,duration
1712073625158,603
1712073625761,598
1712073626359,614
1712073626973,614
1712073627587,613
1712073628200,611
1712073628811,628
1712073629439,626
1712073630065,618
1712073630683,634
1712073631317,637
1712073631953,646
1712073632600,637
1712073633237,611
1712073633848,604
1712073634452,615
1712073635067,626
1712073635693,644
1712073636337,637
1712073636974,606
1712073637580,599
1712073638179,594
1712073638773,601
1712073639374,606
1712073639980,601
1712073640581,611
1712073641192,640
1712073641832,654
1712073642486,650
1712073643136,652
1712073643788,678
1712073644465,679
1712073645145,687
1712073645832,673
1712073646505,685
1712073647190,668
1712073647857,646
1712073648504,629
1712073649133,641
1712073649774,650
1712073650424,653
1712073651077,640
1712073651717,628
1712073652345,631
1712073652976,641
1712073653617,646
1712073654263,640
1712073654903,627
1712073655529,622
1712073656152,643
1712073656795,647
1712073657441,648
1712073658089,647
1712073658737,634
1712073659371,622
1712073659993,636
1712073660629,639
1712073661268,643
1712073661911,630
1712073662541,617
1712073663158,609
1712073663767,622
1712073664389,636
1712073665025,655
1712073665680,660
1712073666340,657
1712073666997,641
1712073667638,622
1712073668260,631
1712073668891,642
1712073669533,649
1712073670182,644
1712073670825,636
1712073671462,629
1712073672091,643
1712073672734,646
1712073673380,644
1712073674024,654
1712073674678,638
1712073675316,632
1712073675948,614
1712073676561,617
1712073677179,643
1712073677822,646
1712073678468,655
1712073679123,627
1712073679750,641
1712073680391,636
1712073681027,638
1712073681665,628
1712073682293,624
1712073682917,617
1712073683534,623
1712073684157,642
1712073684799,632
1712073685431,640
1712073686071,632
1712073686703,613
1712073687316,604
1712073687920,598
1712073688518,615
1712073689133,634
1712073689767,650
1712073690417,650
1712073691067,636
1712073691703,649
1712073692352,640
1712073692992,640
1712073693632,650
1712073694281,637
1712073694919,619
1712073695537,621
1712073696159,616
1712073696775,630
1712073697405,606
1712073698011,604
1712073698615,623
1712073699238,617
1712073699855,622
1712073700477,597
1712073701073,602
1712073701676,634
1712073702310,648
1712073702958,653
1712073703611,630
1712073704241,646
1712073704887,648
1712073705535,628
1712073706163,619
1712073706782,607
1712073707389,607
1712073707996,613
1712073708609,621
1712073709230,634
1712073709864,638
1712073710502,622
1712073711124,618
1712073711742,623
1712073712365,642
1712073713007,633
1712073713640,622
1712073714262,639
1712073714901,647
1712073715548,643
1712073716191,660
1712073716851,665
1712073717516,665
1712073718181,658
1712073718839,642
1712073719481,628
1712073720109,630
1712073720739,626
1712073721365,614
1712073721979,624
1712073722603,626
1712073723229,620
1712073723849,610
1712073724459,613
1712073725072,622
1712073725694,623
1712073726317,625
1712073726942,627
1712073727569,611
1712073728180,621
1712073728801,613
1712073729414,609
1712073730023,620
1712073730643,627
1712073731270,621
1712073731891,607
1712073732497,616
1712073733113,627
1712073733741,629
1712073734369,618
1712073734988,617
1712073735605,629
1712073736233,627
1712073736861,623
1712073737484,609
1712073738093,600
1712073738693,604
1712073739297,605
1712073739902,618
1712073740520,635
1712073741155,622
1712073741777,628
1712073742405,641
1712073743046,642
1712073743688,640
1712073744328,622
1712073744950,613
1712073745563,621
1712073746184,610
1712073746793,616
1712073747409,598
1712073748008,598
1712073748606,582
1712073749188,588
1712073749776,597
1712073750373,589
1712073750961,605
1712073751567,612
1712073752179,625
1712073752804,615
1712073753419,597
1712073754016,593
1712073754609,598
1712073755207,610
1712073755817,633
1712073756449,639
1712073757089,624
1712073757713,619
1712073758332,610
1712073758942,635
1712073759577,649
1712073760225,646
1712073760872,662
1712073761534,650
1712073762184,643
1712073762827,613
1712073763440,611
1712073764051,620
1712073764671,627
1712073765297,604
1712073765902,604
1712073766505,607
1712073767113,624
1712073767737,627
1712073768364,618
1712073768982,616
1712073769598,621
1712073770219,633
1712073770852,664
1712073771516,660
1712073772176,671
1712073772847,664
1712073773511,642
1712073774153,638
1712073774791,639
1712073775430,638
1712073776068,641
1712073776709,634
1712073777343,619
1712073777961,624
1712073778585,617
1712073779203,607
1712073779809,600
1712073780409,617
1712073781027,644
1712073781671,665
1712073782336,663
1712073782999,666
1712073783665,649
1712073784313,627
1712073784941,625
1712073785566,624
1712073786190,628
1712073786817,627
1712073787445,618
1712073788063,618
1712073788681,617
1712073789297,626
1712073789924,638
1712073790561,639
1712073791201,635
1712073791836,646
1712073792481,655
1712073793137,646
1712073793783,643
1712073794425,646
1712073795072,632
1712073795704,625
1712073796329,642
1712073796971,642
1712073797613,646
1712073798259,631
1712073798889,637
1712073799527,637
1712073800164,641
1712073800805,630
1712073801435,636
1712073802071,640
1712073802711,640
1712073803351,650
1712073804001,636
1712073804637,644
1712073805281,652
1712073805933,646
1712073806579,634
1712073807213,633
1712073807846,642
1712073808488,639
1712073809127,645
1712073809772,638
1712073810409,660
1712073811070,651
1712073811721,648
1712073812369,652
1712073813021,647
1712073813668,646
1712073814313,633
1712073814947,619
1712073815566,630
1712073816196,634
1712073816830,643
1712073817473,641
1712073818113,636
1712073818750,636
1712073819385,638
1712073820024,648
1712073820672,650
1712073821321,644
1712073821966,652
1712073822617,648
1712073823265,646
1712073823912,640
1712073824552,632
1712073825184,642
1712073825825,635
1712073826461,642
1712073827103,628
1712073827731,630
1712073828361,635
1712073828996,646
1712073829641,639
1712073830281,639
1712073830920,646
1712073831566,640
1712073832206,640
1712073832846,632
1712073833478,637
1712073834115,648
1712073834763,646
1712073835409,636
1712073836045,639
1712073836684,652
1712073837336,653
1712073837989,662
1712073838651,651
1712073839302,635
1712073839937,646
1712073840583,659
1712073841241,651
