phoneTimestamp,hr,hrv
1711037373711,0,
1711037374723,0,
1711037375691,0,
1711037376716,0,
1711037377695,0,
1711037378717,0,
1711037379697,0,
1711037380718,0,
1711037381692,0,
1711037382716,0,902.9
1711037383689,0,901.6
1711037384712,0,797.9
1711037385697,0,752.5
1711037386709,0,680.9
1711037387697,0,680.9
1711037388756,0,652.2
1711037389692,0,629.9
1711037390709,0,586.4
1711037391696,0,586.4
1711037392709,0,567.8
1711037393683,0,567.8
1711037394707,0,555.3
1711037395685,0,555.3
1711037396704,0,555.3
1711037397728,0,555.3
1711037398705,0,540.4
1711037399731,0,540.4
1711037400717,0,522.3
1711037401729,0,509.9
1711037402702,0,487.5
1711037403727,0,478.5
1711037404700,0,479.8
1711037405772,0,479.8
1711037406747,0,479.8
1711037407721,0,470.9
1711037408699,0,470.9
1711037409727,0,462.5
1711037410701,0,399.8
1711037411727,0,399.8
1711037412696,0,327.3
1711037413719,0,327.3
1711037414696,0,327.3
1711037415717,0,327.3
1711037416695,0,327.3
1711037417717,0,327.3
1711037418744,0,327.3
1711037419717,0,327.3
1711037420692,0,327.3
1711037421766,0,327.3
1711037422688,0,327.3
1711037423713,0,327.3
1711037424692,0,330.9
1711037425720,0,337.4
1711037426685,0,371.0
1711037427709,86,360.9
1711037428687,84,360.8
1711037429716,82,360.7
1711037430689,83,360.5
1711037431709,84,357.9
1711037432687,84,357.9
1711037433708,83,357.9
1711037434689,82,358.3
1711037435709,79,353.9
1711037436681,77,344.0
1711037437707,77,344.0
1711037438729,76,343.8
1711037439705,76,343.5
1711037440729,74,343.5
1711037441704,74,330.5
1711037442728,72,316.8
1711037443700,72,316.8
1711037444728,72,317.6
1711037445707,72,309.2
1711037446724,72,309.2
1711037447707,71,241.0
1711037448727,72,231.9
1711037449697,75,54.4
1711037450729,76,53.4
1711037451697,77,53.1
1711037452721,78,53.1
1711037453700,78,53.4
1711037454771,76,54.0
1711037455703,76,54.0
1711037456769,76,54.0
1711037457697,77,49.1
1711037458725,75,49.2
1711037459747,74,83.9
1711037460719,74,83.9
1711037461693,73,83.0
1711037462716,73,83.6
1711037463701,74,89.1
1711037464711,75,89.3
