value,timestamp
32.81,1711590037000000
32.81,1711590037250000
32.81,1711590037500000
32.81,1711590037750000
32.81,1711590038000000
32.81,1711590038250000
32.81,1711590038500000
32.81,1711590038750000
32.81,1711590039000000
32.81,1711590039250000
32.81,1711590039500000
32.81,1711590039750000
32.81,1711590040000000
32.81,1711590040250000
32.81,1711590040500000
32.81,1711590040750000
32.81,1711590041000000
32.81,1711590041250000
32.81,1711590041500000
32.81,1711590041750000
32.81,1711590042000000
32.81,1711590042250000
32.81,1711590042500000
32.81,1711590042750000
32.81,1711590043000000
32.81,1711590043250000
32.81,1711590043500000
32.81,1711590043750000
32.84,1711590044000000
32.84,1711590044250000
32.84,1711590044500000
32.84,1711590044750000
32.83,1711590045000000
32.83,1711590045250000
32.83,1711590045500000
32.83,1711590045750000
32.83,1711590046000000
32.83,1711590046250000
32.83,1711590046500000
32.83,1711590046750000
32.83,1711590047000000
32.83,1711590047250000
32.83,1711590047500000
32.83,1711590047750000
32.84,1711590048000000
32.84,1711590048250000
32.84,1711590048500000
32.84,1711590048750000
32.84,1711590049000000
32.84,1711590049250000
32.84,1711590049500000
32.84,1711590049750000
32.87,1711590050000000
32.87,1711590050250000
32.87,1711590050500000
32.87,1711590050750000
32.87,1711590051000000
32.87,1711590051250000
32.87,1711590051500000
32.87,1711590051750000
32.87,1711590052000000
32.87,1711590052250000
32.87,1711590052500000
32.87,1711590052750000
32.89,1711590053000000
32.89,1711590053250000
32.89,1711590053500000
32.89,1711590053750000
32.89,1711590054000000
32.89,1711590054250000
32.89,1711590054500000
32.89,1711590054750000
32.89,1711590055000000
32.89,1711590055250000
32.89,1711590055500000
32.89,1711590055750000
32.91,1711590056000000
32.91,1711590056250000
32.91,1711590056500000
32.91,1711590056750000
32.89,1711590057000000
32.89,1711590057250000
32.89,1711590057500000
32.89,1711590057750000
32.91,1711590058000000
32.91,1711590058250000
32.91,1711590058500000
32.91,1711590058750000
32.89,1711590059000000
32.89,1711590059250000
32.89,1711590059500000
32.89,1711590059750000
32.89,1711590060000000
32.89,1711590060250000
32.89,1711590060500000
32.89,1711590060750000
32.93,1711590061000000
32.93,1711590061250000
32.93,1711590061500000
32.93,1711590061750000
32.91,1711590062000000
32.91,1711590062250000
32.91,1711590062500000
32.91,1711590062750000
32.93,1711590063000000
32.93,1711590063250000
32.93,1711590063500000
32.93,1711590063750000
32.91,1711590064000000
32.91,1711590064250000
32.91,1711590064500000
32.91,1711590064750000
32.95,1711590065000000
32.95,1711590065250000
32.95,1711590065500000
32.95,1711590065750000
32.97,1711590066000000
32.97,1711590066250000
32.97,1711590066500000
32.97,1711590066750000
32.95,1711590067000000
32.95,1711590067250000
32.95,1711590067500000
32.95,1711590067750000
32.97,1711590068000000
32.97,1711590068250000
32.97,1711590068500000
32.97,1711590068750000
32.97,1711590069000000
32.97,1711590069250000
32.97,1711590069500000
32.97,1711590069750000
32.99,1711590070000000
32.99,1711590070250000
32.99,1711590070500000
32.99,1711590070750000
32.99,1711590071000000
32.99,1711590071250000
32.99,1711590071500000
32.99,1711590071750000
33.0,1711590072000000
33.0,1711590072250000
33.0,1711590072500000
33.0,1711590072750000
33.0,1711590073000000
33.0,1711590073250000
33.0,1711590073500000
33.0,1711590073750000
33.0,1711590074000000
33.0,1711590074250000
33.0,1711590074500000
33.0,1711590074750000
33.05,1711590075000000
33.05,1711590075250000
33.05,1711590075500000
33.05,1711590075750000
33.05,1711590076000000
33.05,1711590076250000
33.05,1711590076500000
33.05,1711590076750000
33.05,1711590077000000
33.05,1711590077250000
33.05,1711590077500000
33.05,1711590077750000
33.05,1711590078000000
33.05,1711590078250000
33.05,1711590078500000
33.05,1711590078750000
33.07,1711590079000000
33.07,1711590079250000
33.07,1711590079500000
33.07,1711590079750000
33.05,1711590080000000
33.05,1711590080250000
33.05,1711590080500000
33.05,1711590080750000
33.07,1711590081000000
33.07,1711590081250000
33.07,1711590081500000
33.07,1711590081750000
33.07,1711590082000000
33.07,1711590082250000
33.07,1711590082500000
33.07,1711590082750000
33.07,1711590083000000
33.07,1711590083250000
33.07,1711590083500000
33.07,1711590083750000
33.09,1711590084000000
33.09,1711590084250000
33.09,1711590084500000
33.09,1711590084750000
33.11,1711590085000000
33.11,1711590085250000
33.11,1711590085500000
33.11,1711590085750000
33.11,1711590086000000
33.11,1711590086250000
33.11,1711590086500000
33.11,1711590086750000
33.11,1711590087000000
33.11,1711590087250000
33.11,1711590087500000
33.11,1711590087750000
33.13,1711590088000000
33.13,1711590088250000
33.13,1711590088500000
33.13,1711590088750000
33.11,1711590089000000
33.11,1711590089250000
33.11,1711590089500000
33.11,1711590089750000
33.15,1711590090000000
33.15,1711590090250000
33.15,1711590090500000
33.15,1711590090750000
33.13,1711590091000000
33.13,1711590091250000
33.13,1711590091500000
33.13,1711590091750000
33.15,1711590092000000
33.15,1711590092250000
33.15,1711590092500000
33.15,1711590092750000
33.15,1711590093000000
33.15,1711590093250000
33.15,1711590093500000
33.15,1711590093750000
33.15,1711590094000000
33.15,1711590094250000
33.15,1711590094500000
33.15,1711590094750000
33.16,1711590095000000
33.16,1711590095250000
33.16,1711590095500000
33.16,1711590095750000
33.15,1711590096000000
33.15,1711590096250000
33.15,1711590096500000
33.15,1711590096750000
33.16,1711590097000000
33.16,1711590097250000
33.16,1711590097500000
33.16,1711590097750000
33.15,1711590098000000
33.15,1711590098250000
33.15,1711590098500000
33.15,1711590098750000
33.16,1711590099000000
33.16,1711590099250000
33.16,1711590099500000
33.16,1711590099750000
33.16,1711590100000000
33.16,1711590100250000
33.16,1711590100500000
33.16,1711590100750000
33.16,1711590101000000
33.16,1711590101250000
33.16,1711590101500000
33.16,1711590101750000
33.15,1711590102000000
33.15,1711590102250000
33.15,1711590102500000
33.15,1711590102750000
33.18,1711590103000000
33.18,1711590103250000
33.18,1711590103500000
33.18,1711590103750000
33.21,1711590104000000
33.21,1711590104250000
33.21,1711590104500000
33.21,1711590104750000
33.21,1711590105000000
33.21,1711590105250000
33.21,1711590105500000
33.21,1711590105750000
33.18,1711590106000000
33.18,1711590106250000
33.18,1711590106500000
33.18,1711590106750000
33.18,1711590107000000
33.18,1711590107250000
33.18,1711590107500000
33.18,1711590107750000
33.18,1711590108000000
33.18,1711590108250000
33.18,1711590108500000
33.18,1711590108750000
33.21,1711590109000000
33.21,1711590109250000
33.21,1711590109500000
33.21,1711590109750000
33.21,1711590110000000
33.21,1711590110250000
33.21,1711590110500000
33.21,1711590110750000
33.23,1711590111000000
33.23,1711590111250000
33.23,1711590111500000
33.23,1711590111750000
33.23,1711590112000000
33.23,1711590112250000
33.23,1711590112500000
33.23,1711590112750000
33.25,1711590113000000
33.25,1711590113250000
33.25,1711590113500000
33.25,1711590113750000
33.27,1711590114000000
33.27,1711590114250000
33.27,1711590114500000
33.27,1711590114750000
33.23,1711590115000000
33.23,1711590115250000
33.23,1711590115500000
33.23,1711590115750000
33.25,1711590116000000
33.25,1711590116250000
33.25,1711590116500000
33.25,1711590116750000
33.27,1711590117000000
33.27,1711590117250000
33.27,1711590117500000
33.27,1711590117750000
33.23,1711590118000000
33.23,1711590118250000
33.23,1711590118500000
33.23,1711590118750000
33.25,1711590119000000
33.25,1711590119250000
33.25,1711590119500000
33.25,1711590119750000
33.27,1711590120000000
33.27,1711590120250000
33.27,1711590120500000
33.27,1711590120750000
33.25,1711590121000000
33.25,1711590121250000
33.25,1711590121500000
33.25,1711590121750000
33.27,1711590122000000
33.27,1711590122250000
33.27,1711590122500000
33.27,1711590122750000
33.27,1711590123000000
33.27,1711590123250000
33.27,1711590123500000
33.27,1711590123750000
33.29,1711590124000000
33.29,1711590124250000
33.29,1711590124500000
33.29,1711590124750000
33.29,1711590125000000
33.29,1711590125250000
33.29,1711590125500000
33.29,1711590125750000
33.29,1711590126000000
33.29,1711590126250000
33.29,1711590126500000
33.29,1711590126750000
33.27,1711590127000000
33.27,1711590127250000
33.27,1711590127500000
33.27,1711590127750000
33.31,1711590128000000
33.31,1711590128250000
33.31,1711590128500000
33.31,1711590128750000
33.29,1711590129000000
33.29,1711590129250000
33.29,1711590129500000
33.29,1711590129750000
33.33,1711590130000000
33.33,1711590130250000
33.33,1711590130500000
33.33,1711590130750000
33.31,1711590131000000
33.31,1711590131250000
33.31,1711590131500000
33.31,1711590131750000
33.31,1711590132000000
33.31,1711590132250000
33.31,1711590132500000
33.31,1711590132750000
33.31,1711590133000000
33.31,1711590133250000
33.31,1711590133500000
33.31,1711590133750000
33.31,1711590134000000
33.31,1711590134250000
33.31,1711590134500000
33.31,1711590134750000
33.31,1711590135000000
33.31,1711590135250000
33.31,1711590135500000
33.31,1711590135750000
33.33,1711590136000000
33.33,1711590136250000
33.33,1711590136500000
33.33,1711590136750000
33.34,1711590137000000
33.34,1711590137250000
33.34,1711590137500000
33.34,1711590137750000
33.34,1711590138000000
33.34,1711590138250000
33.34,1711590138500000
33.34,1711590138750000
33.33,1711590139000000
33.33,1711590139250000
33.33,1711590139500000
33.33,1711590139750000
33.31,1711590140000000
33.31,1711590140250000
33.31,1711590140500000
33.31,1711590140750000
33.34,1711590141000000
33.34,1711590141250000
33.34,1711590141500000
33.34,1711590141750000
33.33,1711590142000000
33.33,1711590142250000
33.33,1711590142500000
33.33,1711590142750000
33.34,1711590143000000
33.34,1711590143250000
33.34,1711590143500000
33.34,1711590143750000
33.34,1711590144000000
33.34,1711590144250000
33.34,1711590144500000
33.34,1711590144750000
33.34,1711590145000000
33.34,1711590145250000
33.34,1711590145500000
33.34,1711590145750000
33.37,1711590146000000
33.37,1711590146250000
33.37,1711590146500000
33.37,1711590146750000
33.37,1711590147000000
33.37,1711590147250000
33.37,1711590147500000
33.37,1711590147750000
33.34,1711590148000000
33.34,1711590148250000
33.34,1711590148500000
33.34,1711590148750000
33.39,1711590149000000
33.39,1711590149250000
33.39,1711590149500000
33.39,1711590149750000
33.37,1711590150000000
33.37,1711590150250000
33.37,1711590150500000
33.37,1711590150750000
33.37,1711590151000000
33.37,1711590151250000
33.37,1711590151500000
33.37,1711590151750000
33.39,1711590152000000
33.39,1711590152250000
33.39,1711590152500000
33.39,1711590152750000
33.39,1711590153000000
33.39,1711590153250000
33.39,1711590153500000
33.39,1711590153750000
33.41,1711590154000000
33.41,1711590154250000
33.41,1711590154500000
33.41,1711590154750000
33.41,1711590155000000
33.41,1711590155250000
33.41,1711590155500000
33.41,1711590155750000
33.41,1711590156000000
33.41,1711590156250000
33.41,1711590156500000
33.41,1711590156750000
33.39,1711590157000000
33.39,1711590157250000
33.39,1711590157500000
33.39,1711590157750000
33.41,1711590158000000
33.41,1711590158250000
33.41,1711590158500000
33.41,1711590158750000
33.39,1711590159000000
33.39,1711590159250000
33.39,1711590159500000
33.39,1711590159750000
33.39,1711590160000000
33.39,1711590160250000
33.39,1711590160500000
33.39,1711590160750000
33.39,1711590161000000
