x,y,z,timestamp
-44,-9,46,1711590037000000
-44,-9,46,1711590037031250
-44,-9,45,1711590037062500
-44,-9,45,1711590037093750
-44,-9,45,1711590037125000
-44,-9,45,1711590037156250
-44,-9,45,1711590037187500
-44,-9,45,1711590037218750
-44,-9,46,1711590037250000
-44,-9,46,1711590037281250
-44,-8,46,1711590037312500
-44,-9,46,1711590037343750
-44,-9,45,1711590037375000
-44,-9,46,1711590037406250
-44,-9,46,1711590037437500
-44,-9,45,1711590037468750
-44,-9,46,1711590037500000
-44,-9,46,1711590037531250
-43,-9,45,1711590037562500
-44,-9,46,1711590037593750
-44,-9,45,1711590037625000
-44,-9,46,1711590037656250
-44,-9,45,1711590037687500
-44,-9,46,1711590037718750
-44,-9,46,1711590037750000
-44,-9,45,1711590037781250
-44,-9,45,1711590037812500
-43,-9,46,1711590037843750
-43,-9,46,1711590037875000
-44,-9,45,1711590037906250
-44,-9,46,1711590037937500
-44,-9,46,1711590037968750
-44,-9,46,1711590038000000
-44,-9,46,1711590038031250
-44,-9,45,1711590038062500
-43,-9,46,1711590038093750
-43,-9,46,1711590038125000
-43,-9,46,1711590038156250
-44,-9,46,1711590038187500
-44,-9,46,1711590038218750
-44,-9,46,1711590038250000
-44,-9,46,1711590038281250
-44,-9,46,1711590038312500
-44,-9,46,1711590038343750
-44,-9,46,1711590038375000
-44,-9,46,1711590038406250
-43,-8,47,1711590038437500
-43,-8,46,1711590038468750
-44,-9,46,1711590038500000
-44,-8,46,1711590038531250
-44,-8,46,1711590038562500
-43,-9,46,1711590038593750
-44,-9,46,1711590038625000
-44,-8,46,1711590038656250
-43,-8,46,1711590038687500
-44,-9,46,1711590038718750
-44,-9,46,1711590038750000
-44,-9,46,1711590038781250
-44,-9,46,1711590038812500
-44,-9,46,1711590038843750
-43,-9,46,1711590038875000
-43,-9,46,1711590038906250
-44,-9,46,1711590038937500
-44,-9,46,1711590038968750
-44,-9,46,1711590039000000
-44,-8,46,1711590039031250
-43,-9,46,1711590039062500
-43,-9,46,1711590039093750
-44,-9,46,1711590039125000
-44,-9,46,1711590039156250
-43,-9,46,1711590039187500
-43,-9,46,1711590039218750
-44,-9,46,1711590039250000
-44,-9,45,1711590039281250
-44,-9,46,1711590039312500
-43,-9,46,1711590039343750
-43,-9,46,1711590039375000
-44,-9,46,1711590039406250
-44,-9,46,1711590039437500
-43,-9,46,1711590039468750
-44,-9,46,1711590039500000
-43,-9,46,1711590039531250
-44,-9,46,1711590039562500
-44,-9,46,1711590039593750
-44,-9,45,1711590039625000
-44,-9,45,1711590039656250
-43,-9,46,1711590039687500
-43,-9,47,1711590039718750
-43,-9,46,1711590039750000
-44,-9,47,1711590039781250
-44,-8,46,1711590039812500
-44,-8,46,1711590039843750
-44,-9,46,1711590039875000
-44,-9,46,1711590039906250
-44,-8,46,1711590039937500
-44,-8,46,1711590039968750
-44,-8,46,1711590040000000
-43,-9,46,1711590040031250
-44,-9,46,1711590040062500
-44,-9,46,1711590040093750
-43,-9,46,1711590040125000
-44,-9,45,1711590040156250
-44,-9,45,1711590040187500
-44,-9,46,1711590040218750
-44,-9,46,1711590040250000
-44,-9,46,1711590040281250
-43,-9,46,1711590040312500
-44,-9,45,1711590040343750
-44,-9,46,1711590040375000
-44,-9,46,1711590040406250
-44,-9,46,1711590040437500
-44,-9,46,1711590040468750
-44,-8,46,1711590040500000
-43,-9,46,1711590040531250
-44,-9,46,1711590040562500
-44,-9,46,1711590040593750
-44,-9,46,1711590040625000
-44,-9,46,1711590040656250
-43,-9,46,1711590040687500
-44,-9,46,1711590040718750
-43,-9,46,1711590040750000
-43,-9,46,1711590040781250
-44,-9,46,1711590040812500
-44,-9,46,1711590040843750
-44,-9,46,1711590040875000
-44,-9,46,1711590040906250
-44,-9,46,1711590040937500
-44,-9,46,1711590040968750
-44,-9,46,1711590041000000
-44,-9,46,1711590041031250
-44,-9,46,1711590041062500
-44,-9,45,1711590041093750
-44,-9,46,1711590041125000
-44,-9,46,1711590041156250
-44,-9,46,1711590041187500
-44,-9,46,1711590041218750
-44,-9,46,1711590041250000
-44,-9,46,1711590041281250
-44,-9,46,1711590041312500
-44,-9,46,1711590041343750
-43,-9,46,1711590041375000
-44,-9,46,1711590041406250
-44,-9,46,1711590041437500
-44,-9,46,1711590041468750
-44,-9,46,1711590041500000
-44,-9,45,1711590041531250
-44,-9,45,1711590041562500
-44,-9,45,1711590041593750
-44,-9,45,1711590041625000
-44,-9,46,1711590041656250
-44,-9,46,1711590041687500
-44,-9,45,1711590041718750
-44,-9,45,1711590041750000
