value,timestamp
98.0,1711590047000000
82.5,1711590048000000
74.33,1711590049000000
75.75,1711590050000000
95.4,1711590051000000
108.5,1711590052000000
118.14,1711590053000000
125.62,1711590054000000
127.67,1711590055000000
129.7,1711590056000000
131.18,1711590057000000
132.67,1711590058000000
134.0,1711590059000000
136.07,1711590060000000
138.0,1711590061000000
139.69,1711590062000000
141.18,1711590063000000
142.67,1711590064000000
143.95,1711590065000000
145.25,1711590066000000
146.38,1711590067000000
147.41,1711590068000000
148.39,1711590069000000
149.25,1711590070000000
150.0,1711590071000000
150.69,1711590072000000
151.33,1711590073000000
151.93,1711590074000000
152.48,1711590075000000
153.07,1711590076000000
153.81,1711590077000000
154.53,1711590078000000
155.12,1711590079000000
153.12,1711590080000000
151.2,1711590081000000
149.39,1711590082000000
147.7,1711590083000000
146.08,1711590084000000
144.54,1711590085000000
143.02,1711590086000000
141.56,1711590087000000
140.14,1711590088000000
138.74,1711590089000000
137.45,1711590090000000
136.27,1711590091000000
135.13,1711590092000000
134.04,1711590093000000
133.02,1711590094000000
132.06,1711590095000000
131.18,1711590096000000
130.37,1711590097000000
129.62,1711590098000000
128.85,1711590099000000
128.15,1711590100000000
127.45,1711590101000000
126.79,1711590102000000
126.12,1711590103000000
125.36,1711590104000000
124.63,1711590105000000
123.88,1711590106000000
123.6,1711590107000000
123.85,1711590108000000
124.22,1711590109000000
124.23,1711590110000000
122.68,1711590111000000
121.13,1711590112000000
119.52,1711590113000000
117.87,1711590114000000
116.82,1711590115000000
115.7,1711590116000000
114.62,1711590117000000
113.48,1711590118000000
112.33,1711590119000000
110.95,1711590120000000
109.55,1711590121000000
108.15,1711590122000000
106.75,1711590123000000
105.3,1711590124000000
103.87,1711590125000000
102.38,1711590126000000
100.93,1711590127000000
99.48,1711590128000000
98.02,1711590129000000
96.57,1711590130000000
95.13,1711590131000000
93.72,1711590132000000
92.3,1711590133000000
90.9,1711590134000000
89.52,1711590135000000
88.13,1711590136000000
86.67,1711590137000000
85.22,1711590138000000
83.82,1711590139000000
83.87,1711590140000000
83.93,1711590141000000
84.0,1711590142000000
84.05,1711590143000000
84.12,1711590144000000
84.18,1711590145000000
84.28,1711590146000000
84.4,1711590147000000
84.53,1711590148000000
84.68,1711590149000000
84.77,1711590150000000
84.78,1711590151000000
84.77,1711590152000000
84.73,1711590153000000
84.72,1711590154000000
84.68,1711590155000000
84.62,1711590156000000
84.52,1711590157000000
84.42,1711590158000000
84.37,1711590159000000
84.28,1711590160000000
84.2,1711590161000000
84.12,1711590162000000
84.05,1711590163000000
84.08,1711590164000000
84.1,1711590165000000
84.15,1711590166000000
84.18,1711590167000000
84.22,1711590168000000
84.3,1711590169000000
84.38,1711590170000000
84.47,1711590171000000
84.55,1711590172000000
84.67,1711590173000000
84.77,1711590174000000
84.83,1711590175000000
84.88,1711590176000000
84.93,1711590177000000
84.97,1711590178000000
85.0,1711590179000000
85.05,1711590180000000
85.08,1711590181000000
85.12,1711590182000000
85.15,1711590183000000
85.2,1711590184000000
85.25,1711590185000000
85.32,1711590186000000
85.37,1711590187000000
85.42,1711590188000000
85.45,1711590189000000
85.5,1711590190000000
85.55,1711590191000000
85.58,1711590192000000
85.63,1711590193000000
85.67,1711590194000000
85.7,1711590195000000
85.72,1711590196000000
85.72,1711590197000000
85.7,1711590198000000
85.68,1711590199000000
85.68,1711590200000000
85.67,1711590201000000
85.65,1711590202000000
85.63,1711590203000000
85.62,1711590204000000
85.6,1711590205000000
85.6,1711590206000000
85.6,1711590207000000
85.6,1711590208000000
85.65,1711590209000000
85.75,1711590210000000
85.88,1711590211000000
86.05,1711590212000000
86.25,1711590213000000
86.4,1711590214000000
86.53,1711590215000000
86.65,1711590216000000
86.77,1711590217000000
86.87,1711590218000000
86.97,1711590219000000
87.08,1711590220000000
87.27,1711590221000000
87.47,1711590222000000
87.65,1711590223000000
87.83,1711590224000000
88.02,1711590225000000
88.18,1711590226000000
88.33,1711590227000000
88.43,1711590228000000
88.52,1711590229000000
88.57,1711590230000000
88.65,1711590231000000
88.72,1711590232000000
88.78,1711590233000000
88.87,1711590234000000
88.97,1711590235000000
89.08,1711590236000000
89.18,1711590237000000
89.37,1711590238000000
89.53,1711590239000000
89.67,1711590240000000
89.78,1711590241000000
89.88,1711590242000000
89.87,1711590243000000
89.82,1711590244000000
89.77,1711590245000000
89.72,1711590246000000
89.68,1711590247000000
89.65,1711590248000000
89.63,1711590249000000
89.62,1711590250000000
89.6,1711590251000000
89.57,1711590252000000
89.52,1711590253000000
89.45,1711590254000000
89.37,1711590255000000
89.27,1711590256000000
89.17,1711590257000000
89.05,1711590258000000
