x,y,z,timestamp
-30,-48,29,1711327315000000
-30,-48,29,1711327315031250
-30,-48,29,1711327315062500
-30,-48,29,1711327315093750
-30,-47,29,1711327315125000
-30,-48,29,1711327315156250
-30,-47,29,1711327315187500
-30,-48,29,1711327315218750
-30,-47,29,1711327315250000
-30,-48,29,1711327315281250
-30,-47,29,1711327315312500
-31,-47,29,1711327315343750
-30,-47,29,1711327315375000
-30,-48,29,1711327315406250
-30,-48,29,1711327315437500
-30,-47,29,1711327315468750
-30,-48,29,1711327315500000
-30,-47,29,1711327315531250
-30,-48,29,1711327315562500
-30,-48,29,1711327315593750
-30,-48,29,1711327315625000
-30,-47,29,1711327315656250
-31,-48,29,1711327315687500
-31,-47,29,1711327315718750
-30,-47,29,1711327315750000
-30,-48,29,1711327315781250
-30,-48,29,1711327315812500
-30,-47,29,1711327315843750
-30,-47,29,1711327315875000
-30,-47,29,1711327315906250
-30,-48,29,1711327315937500
-31,-48,29,1711327315968750
-31,-48,29,1711327316000000
-30,-47,29,1711327316031250
-30,-48,29,1711327316062500
-31,-47,29,1711327316093750
-30,-47,29,1711327316125000
-30,-47,29,1711327316156250
-30,-48,29,1711327316187500
-30,-47,29,1711327316218750
-30,-47,29,1711327316250000
-30,-47,29,1711327316281250
-30,-48,29,1711327316312500
-31,-48,29,1711327316343750
-31,-48,29,1711327316375000
-31,-47,29,1711327316406250
-30,-48,29,1711327316437500
-30,-47,29,1711327316468750
-31,-47,29,1711327316500000
-30,-47,29,1711327316531250
-30,-47,29,1711327316562500
-30,-48,29,1711327316593750
-30,-47,29,1711327316625000
-30,-47,29,1711327316656250
-30,-47,29,1711327316687500
-30,-47,29,1711327316718750
-30,-47,29,1711327316750000
-30,-48,29,1711327316781250
-30,-48,29,1711327316812500
-30,-47,29,1711327316843750
-30,-47,29,1711327316875000
-30,-47,29,1711327316906250
-30,-47,29,1711327316937500
-31,-47,29,1711327316968750
-30,-47,29,1711327317000000
-30,-48,29,1711327317031250
-31,-47,29,1711327317062500
-30,-47,29,1711327317093750
-30,-47,29,1711327317125000
-31,-47,29,1711327317156250
-31,-48,29,1711327317187500
-31,-47,29,1711327317218750
-30,-47,29,1711327317250000
-30,-48,29,1711327317281250
-31,-48,29,1711327317312500
-31,-48,29,1711327317343750
-30,-48,29,1711327317375000
-30,-47,29,1711327317406250
-30,-48,29,1711327317437500
-31,-48,29,1711327317468750
-30,-48,29,1711327317500000
-30,-48,29,1711327317531250
-30,-47,29,1711327317562500
-30,-47,29,1711327317593750
-30,-48,29,1711327317625000
-30,-47,29,1711327317656250
-30,-48,29,1711327317687500
-30,-48,29,1711327317718750
-30,-47,29,1711327317750000
-30,-48,29,1711327317781250
-30,-48,29,1711327317812500
-31,-47,29,1711327317843750
-30,-47,29,1711327317875000
-30,-47,29,1711327317906250
-30,-48,29,1711327317937500
-31,-47,29,1711327317968750
-30,-47,29,1711327318000000
-30,-48,29,1711327318031250
-30,-48,29,1711327318062500
-30,-48,29,1711327318093750
-30,-48,29,1711327318125000
-30,-47,29,1711327318156250
-30,-47,29,1711327318187500
-30,-47,29,1711327318218750
-30,-48,29,1711327318250000
-30,-48,29,1711327318281250
-31,-48,29,1711327318312500
-31,-48,29,1711327318343750
-31,-48,29,1711327318375000
-31,-48,29,1711327318406250
-30,-48,28,1711327318437500
-30,-48,29,1711327318468750
-31,-48,29,1711327318500000
-30,-48,29,1711327318531250
-30,-47,29,1711327318562500
-30,-48,29,1711327318593750
-31,-48,29,1711327318625000
-31,-48,29,1711327318656250
-30,-47,29,1711327318687500
-30,-48,29,1711327318718750
-30,-47,29,1711327318750000
-30,-47,29,1711327318781250
-31,-47,29,1711327318812500
-30,-47,29,1711327318843750
-30,-47,29,1711327318875000
-30,-47,29,1711327318906250
-31,-47,29,1711327318937500
-31,-48,29,1711327318968750
-31,-47,29,1711327319000000
-31,-47,29,1711327319031250
-30,-47,29,1711327319062500
-30,-47,29,1711327319093750
-30,-47,29,1711327319125000
-31,-47,29,1711327319156250
-31,-47,29,1711327319187500
-31,-47,29,1711327319218750
-30,-47,29,1711327319250000
-31,-47,29,1711327319281250
-31,-47,29,1711327319312500
-31,-47,29,1711327319343750
-31,-47,29,1711327319375000
-31,-47,29,1711327319406250
-31,-47,29,1711327319437500
-31,-47,29,1711327319468750
-31,-47,29,1711327319500000
-30,-47,29,1711327319531250
-31,-47,29,1711327319562500
-31,-47,29,1711327319593750
-31,-47,29,1711327319625000
-31,-47,29,1711327319656250
-31,-47,29,1711327319687500
-31,-47,29,1711327319718750
-30,-47,29,1711327319750000
-31,-47,29,1711327319781250
-31,-47,29,1711327319812500
-31,-47,29,1711327319843750
-31,-47,29,1711327319875000
-31,-47,29,1711327319906250
-31,-47,29,1711327319937500
-31,-47,29,1711327319968750
-31,-47,29,1711327320000000
-31,-47,29,1711327320031250
-31,-47,29,1711327320062500
-31,-47,29,1711327320093750
-31,-47,29,1711327320125000
-31,-47,29,1711327320156250
-31,-47,29,1711327320187500
-31,-47,29,1711327320218750
-31,-47,29,1711327320250000
-31,-47,29,1711327320281250
-30,-47,29,1711327320312500
-31,-47,29,1711327320343750
-31,-47,29,1711327320375000
-30,-48,29,1711327320406250
-31,-47,29,1711327320437500
-31,-47,29,1711327320468750
-30,-47,29,1711327320500000
-30,-47,29,1711327320531250
-30,-47,29,1711327320562500
-31,-47,29,1711327320593750
-31,-47,29,1711327320625000
-30,-47,29,1711327320656250
-30,-47,29,1711327320687500
-31,-47,29,1711327320718750
-31,-47,29,1711327320750000
-31,-47,29,1711327320781250
-30,-47,29,1711327320812500
-31,-47,29,1711327320843750
-31,-47,29,1711327320875000
-31,-48,29,1711327320906250
-31,-47,29,1711327320937500
-31,-47,29,1711327320968750
-32,-47,29,1711327321000000
-32,-47,29,1711327321031250
-31,-47,29,1711327321062500
-31,-47,29,1711327321093750
-31,-47,29,1711327321125000
-31,-47,28,1711327321156250
-31,-47,28,1711327321187500
-31,-47,28,1711327321218750
-31,-47,28,1711327321250000
-31,-48,29,1711327321281250
-31,-47,29,1711327321312500
-31,-47,29,1711327321343750
-31,-47,28,1711327321375000
-31,-47,28,1711327321406250
-31,-47,28,1711327321437500
-31,-47,28,1711327321468750
-31,-48,28,1711327321500000
-31,-47,29,1711327321531250
-31,-47,28,1711327321562500
-31,-47,28,1711327321593750
-31,-47,29,1711327321625000
-31,-47,28,1711327321656250
-31,-47,29,1711327321687500
-31,-47,28,1711327321718750
-31,-47,28,1711327321750000
-31,-47,28,1711327321781250
-31,-47,29,1711327321812500
-31,-47,28,1711327321843750
-31,-47,29,1711327321875000
-31,-47,28,1711327321906250
-31,-47,29,1711327321937500
-31,-47,28,1711327321968750
-31,-47,29,1711327322000000
-31,-47,28,1711327322031250
-31,-47,28,1711327322062500
-31,-47,29,1711327322093750
-31,-47,29,1711327322125000
-32,-47,28,1711327322156250
-31,-47,28,1711327322187500
-32,-47,29,1711327322218750
-32,-47,28,1711327322250000
-31,-47,29,1711327322281250
-31,-47,28,1711327322312500
-32,-47,28,1711327322343750
-32,-47,28,1711327322375000
-32,-47,28,1711327322406250
-31,-47,28,1711327322437500
-31,-47,28,1711327322468750
-31,-47,28,1711327322500000
-31,-47,28,1711327322531250
-32,-47,28,1711327322562500
-31,-47,28,1711327322593750
-31,-47,28,1711327322625000
-32,-47,28,1711327322656250
-32,-47,28,1711327322687500
-31,-47,28,1711327322718750
-32,-47,28,1711327322750000
-32,-47,28,1711327322781250
-32,-47,28,1711327322812500
-32,-47,28,1711327322843750
-32,-47,29,1711327322875000
-32,-47,28,1711327322906250
-32,-47,28,1711327322937500
-32,-47,28,1711327322968750
-32,-47,28,1711327323000000
-32,-47,28,1711327323031250
-32,-47,28,1711327323062500
-32,-47,28,1711327323093750
-32,-47,28,1711327323125000
-32,-47,28,1711327323156250
-32,-47,28,1711327323187500
-32,-47,28,1711327323218750
-32,-47,28,1711327323250000
-32,-47,28,1711327323281250
-32,-47,28,1711327323312500
-32,-47,28,1711327323343750
-32,-47,28,1711327323375000
-32,-47,28,1711327323406250
-32,-47,28,1711327323437500
-32,-47,28,1711327323468750
-32,-47,28,1711327323500000
-32,-47,28,1711327323531250
-31,-47,28,1711327323562500
-32,-47,28,1711327323593750
-31,-47,28,1711327323625000
-32,-47,28,1711327323656250
-31,-47,28,1711327323687500
-31,-47,28,1711327323718750
-32,-47,28,1711327323750000
-32,-47,28,1711327323781250
-31,-47,28,1711327323812500
-32,-47,28,1711327323843750
-32,-47,28,1711327323875000
-32,-47,28,1711327323906250
-31,-47,28,1711327323937500
-31,-47,28,1711327323968750
-31,-47,28,1711327324000000
-31,-47,28,1711327324031250
-32,-47,28,1711327324062500
-32,-47,28,1711327324093750
-32,-47,28,1711327324125000
-32,-47,28,1711327324156250
-32,-47,28,1711327324187500
-32,-47,28,1711327324218750
-32,-47,28,1711327324250000
-32,-47,28,1711327324281250
-32,-47,28,1711327324312500
-31,-47,28,1711327324343750
-32,-47,28,1711327324375000
-32,-47,28,1711327324406250
-32,-47,28,1711327324437500
-32,-47,28,1711327324468750
-32,-47,28,1711327324500000
-32,-47,29,1711327324531250
-32,-47,28,1711327324562500
-32,-47,28,1711327324593750
-32,-47,28,1711327324625000
-31,-47,28,1711327324656250
-32,-47,28,1711327324687500
-32,-47,28,1711327324718750
-32,-47,28,1711327324750000
