x,y,z,timestamp
44,-3,44,1712209391000000
44,-3,44,1712209391031250
44,-3,44,1712209391062500
45,-2,44,1712209391093750
44,-2,44,1712209391125000
44,-2,44,1712209391156250
45,-2,44,1712209391187500
45,-2,44,1712209391218750
44,-2,44,1712209391250000
44,-2,44,1712209391281250
45,-2,44,1712209391312500
45,-2,44,1712209391343750
45,-2,44,1712209391375000
45,-2,44,1712209391406250
45,-2,44,1712209391437500
45,-2,44,1712209391468750
45,-2,44,1712209391500000
45,-2,44,1712209391531250
44,-2,44,1712209391562500
45,-2,44,1712209391593750
44,-2,44,1712209391625000
45,-2,44,1712209391656250
45,-2,44,1712209391687500
44,-2,44,1712209391718750
44,-2,44,1712209391750000
45,-2,44,1712209391781250
45,-2,44,1712209391812500
45,-2,44,1712209391843750
44,-2,44,1712209391875000
44,-2,44,1712209391906250
45,-2,44,1712209391937500
45,-2,44,1712209391968750
45,-2,44,1712209392000000
45,-2,44,1712209392031250
45,-2,44,1712209392062500
45,-2,44,1712209392093750
45,-2,44,1712209392125000
45,-2,44,1712209392156250
45,-2,44,1712209392187500
45,-2,44,1712209392218750
45,-2,44,1712209392250000
45,-2,44,1712209392281250
45,-2,44,1712209392312500
45,-2,44,1712209392343750
45,-2,44,1712209392375000
45,-2,44,1712209392406250
45,-2,44,1712209392437500
45,-2,44,1712209392468750
44,-2,44,1712209392500000
45,-2,44,1712209392531250
45,-2,44,1712209392562500
45,-2,44,1712209392593750
45,-2,44,1712209392625000
44,-2,44,1712209392656250
45,-2,44,1712209392687500
45,-3,44,1712209392718750
45,-2,44,1712209392750000
44,-3,44,1712209392781250
45,-3,44,1712209392812500
45,-2,44,1712209392843750
45,-2,44,1712209392875000
44,-2,44,1712209392906250
44,-2,44,1712209392937500
45,-2,44,1712209392968750
45,-3,44,1712209393000000
44,-3,44,1712209393031250
45,-3,44,1712209393062500
45,-3,44,1712209393093750
44,-3,44,1712209393125000
45,-3,44,1712209393156250
45,-3,44,1712209393187500
45,-3,44,1712209393218750
44,-3,44,1712209393250000
45,-3,44,1712209393281250
44,-3,44,1712209393312500
45,-3,44,1712209393343750
44,-3,44,1712209393375000
44,-3,44,1712209393406250
45,-3,44,1712209393437500
44,-3,44,1712209393468750
45,-3,44,1712209393500000
44,-3,44,1712209393531250
44,-3,44,1712209393562500
44,-3,44,1712209393593750
45,-3,44,1712209393625000
44,-3,44,1712209393656250
45,-3,44,1712209393687500
44,-3,44,1712209393718750
44,-3,44,1712209393750000
44,-3,44,1712209393781250
45,-3,44,1712209393812500
44,-3,44,1712209393843750
45,-3,44,1712209393875000
45,-3,44,1712209393906250
44,-3,44,1712209393937500
44,-3,44,1712209393968750
44,-3,44,1712209394000000
44,-3,45,1712209394031250
45,-3,44,1712209394062500
44,-3,44,1712209394093750
45,-3,44,1712209394125000
44,-3,44,1712209394156250
44,-3,44,1712209394187500
44,-3,44,1712209394218750
45,-3,44,1712209394250000
44,-3,44,1712209394281250
44,-3,44,1712209394312500
44,-3,44,1712209394343750
44,-3,44,1712209394375000
44,-3,44,1712209394406250
44,-3,44,1712209394437500
44,-3,44,1712209394468750
45,-3,44,1712209394500000
45,-3,44,1712209394531250
44,-3,44,1712209394562500
44,-3,44,1712209394593750
44,-3,44,1712209394625000
44,-3,44,1712209394656250
44,-3,44,1712209394687500
44,-3,44,1712209394718750
44,-3,44,1712209394750000
44,-3,44,1712209394781250
44,-3,44,1712209394812500
44,-3,44,1712209394843750
44,-3,44,1712209394875000
44,-3,44,1712209394906250
44,-3,44,1712209394937500
45,-3,44,1712209394968750
44,-3,44,1712209395000000
44,-3,44,1712209395031250
45,-3,44,1712209395062500
44,-3,44,1712209395093750
45,-3,44,1712209395125000
44,-3,44,1712209395156250
44,-3,44,1712209395187500
44,-3,44,1712209395218750
44,-3,44,1712209395250000
45,-3,44,1712209395281250
44,-3,44,1712209395312500
44,-3,44,1712209395343750
45,-3,44,1712209395375000
44,-3,44,1712209395406250
44,-3,44,1712209395437500
44,-3,44,1712209395468750
44,-3,44,1712209395500000
44,-3,44,1712209395531250
45,-3,45,1712209395562500
44,-3,44,1712209395593750
44,-3,44,1712209395625000
44,-3,44,1712209395656250
44,-3,44,1712209395687500
44,-3,44,1712209395718750
44,-3,44,1712209395750000
44,-3,44,1712209395781250
44,-3,44,1712209395812500
44,-3,44,1712209395843750
44,-3,44,1712209395875000
44,-3,44,1712209395906250
44,-3,44,1712209395937500
44,-3,44,1712209395968750
44,-3,44,1712209396000000
44,-3,44,1712209396031250
44,-3,44,1712209396062500
44,-3,44,1712209396093750
44,-3,45,1712209396125000
44,-3,44,1712209396156250
44,-3,44,1712209396187500
44,-3,44,1712209396218750
45,-3,44,1712209396250000
44,-3,44,1712209396281250
44,-3,44,1712209396312500
44,-3,45,1712209396343750
44,-3,45,1712209396375000
44,-3,44,1712209396406250
44,-3,44,1712209396437500
44,-3,44,1712209396468750
44,-3,44,1712209396500000
44,-3,44,1712209396531250
44,-3,44,1712209396562500
44,-3,44,1712209396593750
44,-3,44,1712209396625000
44,-3,44,1712209396656250
44,-3,44,1712209396687500
44,-3,44,1712209396718750
45,-3,45,1712209396750000
44,-3,44,1712209396781250
44,-3,44,1712209396812500
44,-3,44,1712209396843750
44,-3,44,1712209396875000
44,-3,44,1712209396906250
44,-3,44,1712209396937500
45,-3,44,1712209396968750
44,-3,44,1712209397000000
44,-3,44,1712209397031250
44,-3,44,1712209397062500
45,-3,44,1712209397093750
44,-3,44,1712209397125000
44,-3,44,1712209397156250
44,-3,44,1712209397187500
44,-3,44,1712209397218750
