value,timestamp
-0.0,1710832191000000
-0.0,1710832191015625
-0.0,1710832191031250
-0.0,1710832191046875
-0.0,1710832191062500
-0.0,1710832191078125
-0.0,1710832191093750
-0.0,1710832191109375
-0.0,1710832191125000
-0.0,1710832191140625
0.0,1710832191156250
0.01,1710832191171875
0.01,1710832191187500
-0.0,1710832191203125
-0.03,1710832191218750
-0.05,1710832191234375
-0.05,1710832191250000
0.0,1710832191265625
0.13,1710832191281250
0.36,1710832191296875
0.66,1710832191312500
1.01,1710832191328125
1.37,1710832191343750
1.72,1710832191359375
2.06,1710832191375000
2.4,1710832191390625
2.79,1710832191406250
3.24,1710832191421875
3.8,1710832191437500
4.42,1710832191453125
5.06,1710832191468750
5.66,1710832191484375
6.2,1710832191500000
6.68,1710832191515625
7.15,1710832191531250
7.68,1710832191546875
8.31,1710832191562500
9.14,1710832191578125
10.09,1710832191593750
11.04,1710832191609375
11.88,1710832191625000
12.56,1710832191640625
13.14,1710832191656250
13.76,1710832191671875
14.65,1710832191687500
15.96,1710832191703125
17.91,1710832191718750
20.32,1710832191734375
22.9,1710832191750000
25.38,1710832191765625
27.58,1710832191781250
29.57,1710832191796875
31.68,1710832191812500
34.32,1710832191828125
37.81,1710832191843750
42.54,1710832191859375
48.15,1710832191875000
54.1,1710832191890625
59.83,1710832191906250
64.97,1710832191921875
69.58,1710832191937500
74.14,1710832191953125
79.34,1710832191968750
85.71,1710832191984375
93.76,1710832192000000
103.0,1710832192015625
112.62,1710832192031250
121.73,1710832192046875
129.77,1710832192062500
136.75,1710832192078125
143.3,1710832192093750
150.75,1710832192109375
157.77,1710832192125000
166.64,1710832192140625
177.95,1710832192156250
191.79,1710832192171875
206.97,1710832192187500
220.57,1710832192203125
228.25,1710832192218750
225.36,1710832192234375
208.53,1710832192250000
176.87,1710832192265625
132.76,1710832192281250
80.05,1710832192296875
23.07,1710832192312500
-34.94,1710832192328125
-92.44,1710832192343750
-149.16,1710832192359375
-205.23,1710832192375000
-260.37,1710832192390625
-313.74,1710832192406250
-363.87,1710832192421875
-409.83,1710832192437500
-450.91,1710832192453125
-486.5,1710832192468750
-515.74,1710832192484375
-537.23,1710832192500000
-549.22,1710832192515625
-549.96,1710832192531250
-538.37,1710832192546875
-514.21,1710832192562500
-478.67,1710832192578125
-433.88,1710832192593750
-382.45,1710832192609375
-327.02,1710832192625000
-269.84,1710832192640625
-212.63,1710832192656250
-156.66,1710832192671875
-102.95,1710832192687500
-52.37,1710832192703125
-5.9,1710832192718750
35.58,1710832192734375
71.43,1710832192750000
101.35,1710832192765625
125.5,1710832192781250
144.38,1710832192796875
158.69,1710832192812500
169.15,1710832192828125
176.37,1710832192843750
180.75,1710832192859375
182.57,1710832192875000
182.07,1710832192890625
179.51,1710832192906250
175.23,1710832192921875
169.65,1710832192937500
163.18,1710832192953125
156.15,1710832192968750
148.81,1710832192984375
141.3,1710832193000000
133.69,1710832193015625
126.02,1710832193031250
118.33,1710832193046875
110.69,1710832193062500
103.16,1710832193078125
95.8,1710832193093750
88.68,1710832193109375
81.83,1710832193125000
75.25,1710832193140625
68.95,1710832193156250
62.95,1710832193171875
57.25,1710832193187500
51.86,1710832193203125
46.78,1710832193218750
42.03,1710832193234375
37.59,1710832193250000
33.45,1710832193265625
29.61,1710832193281250
26.07,1710832193296875
22.81,1710832193312500
19.83,1710832193328125
17.11,1710832193343750
14.67,1710832193359375
12.48,1710832193375000
10.54,1710832193390625
8.83,1710832193406250
7.35,1710832193421875
6.07,1710832193437500
4.97,1710832193453125
4.05,1710832193468750
3.27,1710832193484375
2.62,1710832193500000
2.09,1710832193515625
1.65,1710832193531250
1.3,1710832193546875
1.01,1710832193562500
0.79,1710832193578125
0.61,1710832193593750
0.48,1710832193609375
0.37,1710832193625000
0.28,1710832193640625
0.22,1710832193656250
0.17,1710832193671875
0.14,1710832193687500
0.11,1710832193703125
0.09,1710832193718750
0.08,1710832193734375
0.07,1710832193750000
0.07,1710832193765625
0.08,1710832193781250
0.1,1710832193796875
0.12,1710832193812500
0.16,1710832193828125
0.2,1710832193843750
0.25,1710832193859375
0.32,1710832193875000
0.39,1710832193890625
0.46,1710832193906250
0.54,1710832193921875
0.63,1710832193937500
0.71,1710832193953125
0.8,1710832193968750
0.88,1710832193984375
0.96,1710832194000000
1.04,1710832194015625
1.12,1710832194031250
1.2,1710832194046875
1.29,1710832194062500
1.38,1710832194078125
1.48,1710832194093750
1.58,1710832194109375
1.71,1710832194125000
1.84,1710832194140625
2.0,1710832194156250
2.18,1710832194171875
2.39,1710832194187500
2.62,1710832194203125
2.89,1710832194218750
3.19,1710832194234375
3.52,1710832194250000
3.9,1710832194265625
4.31,1710832194281250
4.77,1710832194296875
5.28,1710832194312500
5.84,1710832194328125
6.44,1710832194343750
7.11,1710832194359375
7.82,1710832194375000
8.6,1710832194390625
9.43,1710832194406250
10.33,1710832194421875
11.28,1710832194437500
12.29,1710832194453125
13.36,1710832194468750
14.49,1710832194484375
15.68,1710832194500000
16.93,1710832194515625
18.25,1710832194531250
19.62,1710832194546875
21.05,1710832194562500
22.55,1710832194578125
24.13,1710832194593750
25.78,1710832194609375
27.53,1710832194625000
29.34,1710832194640625
31.19,1710832194656250
33.02,1710832194671875
34.71,1710832194687500
36.12,1710832194703125
37.04,1710832194718750
37.23,1710832194734375
36.45,1710832194750000
34.48,1710832194765625
31.14,1710832194781250
26.31,1710832194796875
19.93,1710832194812500
12.08,1710832194828125
2.96,1710832194843750
-7.09,1710832194859375
-17.61,1710832194875000
-28.06,1710832194890625
-37.85,1710832194906250
-46.45,1710832194921875
-53.4,1710832194937500
-58.39,1710832194953125
-61.24,1710832194968750
-61.94,1710832194984375
-60.61,1710832195000000
