RowIndex,Reason,OriginalLine
0,HeartRate out of range,Row 0 | Timestamp: 1710826325661 ms | PPG(Green=2097152, Red=2097152, Ir=2097152) | ACC(X=-0.399974375963211, Y=0.98915821313858, Z=9.76224899291992) | HR=0 bpm | IBI=0 ms | Participant=P03
1,HeartRate out of range,Row 1 | Timestamp: 1710826325701 ms | PPG(Green=2304462, Red=2304462, Ir=2304462) | ACC(X=-0.383208990097046, Y=1.01310873031616, Z=9.81015014648438) | HR=0 bpm | IBI=0 ms | Participant=P03
2,HeartRate out of range,Row 2 | Timestamp: 1710826325744 ms | PPG(Green=2304317, Red=2304317, Ir=2304317) | ACC(X=-0.462245851755142, Y=1.07298517227173, Z=9.80056953430176) | HR=0 bpm | IBI=0 ms | Participant=P03
3,HeartRate out of range,Row 3 | Timestamp: 1710826325782 ms | PPG(Green=2304295, Red=2304295, Ir=2304295) | ACC(X=-0.479011237621307, Y=1.03945434093475, Z=9.8269157409668) | HR=0 bpm | IBI=685 ms | Participant=P03
4,HeartRate out of range,Row 4 | Timestamp: 1710826325822 ms | PPG(Green=2304435, Red=2304435, Ir=2304435) | ACC(X=-0.467035949230194, Y=0.95562744140625, Z=9.84128570556641) | HR=0 bpm | IBI=0 ms | Participant=P03
5,HeartRate out of range,Row 5 | Timestamp: 1710826325862 ms | PPG(Green=2304471, Red=2304471, Ir=2304471) | ACC(X=-0.47661617398262, Y=0.934071898460388, Z=9.89876747131348) | HR=0 bpm | IBI=0 ms | Participant=P03
6,HeartRate out of range,Row 6 | Timestamp: 1710826325902 ms | PPG(Green=2304432, Red=2304432, Ir=2304432) | ACC(X=-0.447875499725342, Y=0.843059778213501, Z=9.85805130004883) | HR=0 bpm | IBI=0 ms | Participant=P03
7,HeartRate out of range,Row 7 | Timestamp: 1710826325942 ms | PPG(Green=2304527, Red=2304527, Ir=2304527) | ACC(X=-0.438295274972916, Y=0.95562744140625, Z=9.9179277420044) | HR=0 bpm | IBI=0 ms | Participant=P03
8,HeartRate out of range,Row 8 | Timestamp: 1710826325983 ms | PPG(Green=2304569, Red=2304569, Ir=2304569) | ACC(X=-0.359258413314819, Y=0.95323234796524, Z=9.81494045257568) | HR=0 bpm | IBI=0 ms | Participant=P03
9,HeartRate out of range,Row 9 | Timestamp: 1710826326022 ms | PPG(Green=2304598, Red=2304598, Ir=2304598) | ACC(X=-0.431110113859177, Y=1.11849129199982, Z=9.80535984039307) | HR=0 bpm | IBI=0 ms | Participant=P03
10,HeartRate out of range,Row 10 | Timestamp: 1710826326062 ms | PPG(Green=2191406, Red=2191406, Ir=2191406) | ACC(X=-0.467035949230194, Y=0.941257059574127, Z=9.85086631774902) | HR=0 bpm | IBI=0 ms | Participant=P03
