RowIndex,Reason,OriginalLine
0,HeartRate out of range,Row 0 | Timestamp: 1711437340286 ms | PPG(Green=2097152, Red=2097152, Ir=2097152) | ACC(X=-1.50170028209686, Y=0.107777528464794, Z=9.78859424591064) | HR=0 bpm | IBI=0 ms | Participant=P11
1,HeartRate out of range,Row 1 | Timestamp: 1711437340327 ms | PPG(Green=2097152, Red=2097152, Ir=2097152) | ACC(X=-1.55199646949768, Y=0.165258884429932, Z=9.79338455200195) | HR=0 bpm | IBI=0 ms | Participant=P11
2,HeartRate out of range,Row 2 | Timestamp: 1711437340369 ms | PPG(Green=2462981, Red=2462981, Ir=2462981) | ACC(X=-1.52804589271545, Y=0.256271004676819, Z=9.76224899291992) | HR=0 bpm | IBI=0 ms | Participant=P11
3,HeartRate out of range,Row 3 | Timestamp: 1711437340408 ms | PPG(Green=2462958, Red=2462958, Ir=2462958) | ACC(X=-1.60468769073486, Y=0.30417212843895, Z=9.81015014648438) | HR=0 bpm | IBI=0 ms | Participant=P11
4,HeartRate out of range,Row 4 | Timestamp: 1711437340447 ms | PPG(Green=2462983, Red=2462983, Ir=2462983) | ACC(X=-1.55439150333405, Y=0.275431454181671, Z=9.77422428131104) | HR=0 bpm | IBI=0 ms | Participant=P11
5,HeartRate out of range,Row 5 | Timestamp: 1711437340487 ms | PPG(Green=2463060, Red=2463060, Ir=2463060) | ACC(X=-1.61426782608032, Y=0.273036420345306, Z=9.82452011108398) | HR=0 bpm | IBI=0 ms | Participant=P11
6,HeartRate out of range,Row 6 | Timestamp: 1711437340527 ms | PPG(Green=2463073, Red=2463073, Ir=2463073) | ACC(X=-1.3196759223938, Y=0.323332577943802, Z=9.79817485809326) | HR=0 bpm | IBI=0 ms | Participant=P11
7,HeartRate out of range,Row 7 | Timestamp: 1711437340567 ms | PPG(Green=2463132, Red=2463132, Ir=2463132) | ACC(X=-1.56876182556152, Y=0.160468757152557, Z=9.67842197418213) | HR=0 bpm | IBI=0 ms | Participant=P11
8,HeartRate out of range,Row 8 | Timestamp: 1711437340608 ms | PPG(Green=2463241, Red=2463241, Ir=2463241) | ACC(X=-1.59510743618011, Y=0.268246293067932, Z=9.80775547027588) | HR=0 bpm | IBI=0 ms | Participant=P11
9,HeartRate out of range,Row 9 | Timestamp: 1711437340648 ms | PPG(Green=2463239, Red=2463239, Ir=2463239) | ACC(X=-1.58073711395264, Y=0.155678659677505, Z=9.69997787475586) | HR=0 bpm | IBI=0 ms | Participant=P11
10,HeartRate out of range,Row 10 | Timestamp: 1711437340688 ms | PPG(Green=2463346, Red=2463346, Ir=2463346) | ACC(X=-1.54720628261566, Y=0.265851229429245, Z=9.80296516418457) | HR=0 bpm | IBI=0 ms | Participant=P11
11,HeartRate out of range,Row 11 | Timestamp: 1711437340728 ms | PPG(Green=2132297, Red=2132297, Ir=2132297) | ACC(X=-1.50409531593323, Y=0.301777064800262, Z=9.67123699188232) | HR=0 bpm | IBI=0 ms | Participant=P11
12,HeartRate out of range,Row 12 | Timestamp: 1711437340768 ms | PPG(Green=2132383, Red=2132383, Ir=2132383) | ACC(X=-1.15681219100952, Y=-0.131728082895279, Z=9.69997787475586) | HR=0 bpm | IBI=0 ms | Participant=P11
13,HeartRate out of range,Row 13 | Timestamp: 1711437340809 ms | PPG(Green=2132406, Red=2132406, Ir=2132406) | ACC(X=-1.5256507396698, Y=0.22753033041954, Z=9.77901458740234) | HR=0 bpm | IBI=0 ms | Participant=P11
14,HeartRate out of range,Row 14 | Timestamp: 1711437340848 ms | PPG(Green=2132463, Red=2132463, Ir=2132463) | ACC(X=-1.50649034976959, Y=0.24908584356308, Z=9.82931041717529) | HR=0 bpm | IBI=0 ms | Participant=P11
15,HeartRate out of range,Row 15 | Timestamp: 1711437340889 ms | PPG(Green=2132561, Red=2132561, Ir=2132561) | ACC(X=-1.63582336902618, Y=0.122147865593433, Z=9.7526683807373) | HR=0 bpm | IBI=0 ms | Participant=P11
16,HeartRate out of range,Row 16 | Timestamp: 1711437340929 ms | PPG(Green=2105390, Red=2105390, Ir=2105390) | ACC(X=-1.49212002754211, Y=0.107777528464794, Z=9.7382984161377) | HR=0 bpm | IBI=0 ms | Participant=P11
17,HeartRate out of range,Row 17 | Timestamp: 1711437340969 ms | PPG(Green=2105464, Red=2105464, Ir=2105464) | ACC(X=-1.48972499370575, Y=0.0742467418313026, Z=9.78380489349365) | HR=0 bpm | IBI=0 ms | Participant=P11
18,HeartRate out of range,Row 18 | Timestamp: 1711437341010 ms | PPG(Green=2105599, Red=2105599, Ir=2105599) | ACC(X=-1.47535467147827, Y=0.196394607424736, Z=9.78859424591064) | HR=0 bpm | IBI=0 ms | Participant=P11
19,HeartRate out of range,Row 19 | Timestamp: 1711437341049 ms | PPG(Green=2105668, Red=2105668, Ir=2105668) | ACC(X=-1.4418238401413, Y=0.320937514305115, Z=9.81733512878418) | HR=0 bpm | IBI=0 ms | Participant=P11
20,HeartRate out of range,Row 20 | Timestamp: 1711437341089 ms | PPG(Green=2105788, Red=2105788, Ir=2105788) | ACC(X=-1.50409531593323, Y=0.0766417980194091, Z=9.76224899291992) | HR=0 bpm | IBI=679 ms | Participant=P11
21,HeartRate out of range,Row 21 | Timestamp: 1711437341130 ms | PPG(Green=2119623, Red=2119623, Ir=2119623) | ACC(X=-1.61187279224396, Y=0.299382030963898, Z=9.80296516418457) | HR=0 bpm | IBI=0 ms | Participant=P11
22,HeartRate out of range,Row 22 | Timestamp: 1711437341170 ms | PPG(Green=2119890, Red=2119890, Ir=2119890) | ACC(X=-1.42505848407745, Y=0.136518210172653, Z=9.72153282165527) | HR=0 bpm | IBI=0 ms | Participant=P11
23,HeartRate out of range,Row 23 | Timestamp: 1711437341211 ms | PPG(Green=2120570, Red=2120570, Ir=2120570) | ACC(X=-1.4609842300415, Y=-0.294591903686523, Z=9.60896587371826) | HR=0 bpm | IBI=0 ms | Participant=P11
24,HeartRate out of range,Row 24 | Timestamp: 1711437341250 ms | PPG(Green=2121165, Red=2121165, Ir=2121165) | ACC(X=-1.48493480682373, Y=-0.0742467418313026, Z=9.99935913085938) | HR=0 bpm | IBI=0 ms | Participant=P11
25,HeartRate out of range,Row 25 | Timestamp: 1711437341290 ms | PPG(Green=2121502, Red=2121502, Ir=2121502) | ACC(X=-1.64540362358093, Y=-0.268246293067932, Z=9.88200187683106) | HR=0 bpm | IBI=0 ms | Participant=P11
