x,y,z,timestamp
-31,18,53,1710735488000000
-31,18,53,1710735488031250
-31,18,53,1710735488062500
-32,18,53,1710735488093750
-32,18,53,1710735488125000
-32,18,54,1710735488156250
-32,18,54,1710735488187500
-32,18,54,1710735488218750
-32,18,54,1710735488250000
-32,18,53,1710735488281250
-31,18,53,1710735488312500
-31,18,53,1710735488343750
-32,18,53,1710735488375000
-32,18,53,1710735488406250
-31,18,53,1710735488437500
-31,18,53,1710735488468750
-31,18,53,1710735488500000
-32,18,53,1710735488531250
-32,18,53,1710735488562500
-32,18,53,1710735488593750
-32,18,53,1710735488625000
-32,18,53,1710735488656250
-32,18,53,1710735488687500
-32,18,53,1710735488718750
-32,18,53,1710735488750000
-32,18,54,1710735488781250
-32,18,53,1710735488812500
-32,18,53,1710735488843750
-32,18,53,1710735488875000
-32,18,53,1710735488906250
-32,18,53,1710735488937500
-31,18,53,1710735488968750
-31,18,53,1710735489000000
-32,18,53,1710735489031250
-31,18,53,1710735489062500
-32,18,53,1710735489093750
-32,18,53,1710735489125000
-32,18,53,1710735489156250
-32,18,53,1710735489187500
-31,18,53,1710735489218750
-32,18,53,1710735489250000
-32,18,53,1710735489281250
-32,18,53,1710735489312500
-32,18,53,1710735489343750
-32,18,53,1710735489375000
-32,18,53,1710735489406250
-32,18,53,1710735489437500
-31,18,53,1710735489468750
-31,18,53,1710735489500000
-32,18,53,1710735489531250
-32,18,53,1710735489562500
-32,18,53,1710735489593750
-32,18,53,1710735489625000
-32,18,53,1710735489656250
-32,18,53,1710735489687500
-32,18,53,1710735489718750
-32,18,53,1710735489750000
-32,18,53,1710735489781250
-32,18,53,1710735489812500
-31,18,53,1710735489843750
-31,18,52,1710735489875000
-32,18,52,1710735489906250
-32,18,52,1710735489937500
-31,18,52,1710735489968750
-32,18,52,1710735490000000
-32,18,52,1710735490031250
-32,18,53,1710735490062500
-32,18,54,1710735490093750
-32,19,54,1710735490125000
-33,19,54,1710735490156250
-33,19,54,1710735490187500
-32,18,54,1710735490218750
-33,18,53,1710735490250000
-32,18,53,1710735490281250
-32,18,52,1710735490312500
-32,18,52,1710735490343750
-32,18,52,1710735490375000
-32,19,52,1710735490406250
-32,19,53,1710735490437500
-32,19,53,1710735490468750
-32,19,53,1710735490500000
-32,19,53,1710735490531250
-31,19,51,1710735490562500
-31,19,51,1710735490593750
-30,18,50,1710735490625000
-29,18,50,1710735490656250
-27,18,51,1710735490687500
-32,20,50,1710735490718750
-37,20,48,1710735490750000
-38,20,49,1710735490781250
-33,21,52,1710735490812500
-35,21,52,1710735490843750
-39,22,51,1710735490875000
-36,22,52,1710735490906250
-31,22,54,1710735490937500
-32,22,51,1710735490968750
-33,22,50,1710735491000000
-31,22,49,1710735491031250
-28,22,49,1710735491062500
-27,23,48,1710735491093750
-33,24,47,1710735491125000
-33,26,47,1710735491156250
-31,26,48,1710735491187500
-31,26,49,1710735491218750
-32,27,50,1710735491250000
-34,29,53,1710735491281250
-35,29,55,1710735491312500
-36,26,51,1710735491343750
-34,26,50,1710735491375000
-34,26,48,1710735491406250
-32,26,46,1710735491437500
-31,26,45,1710735491468750
-30,27,42,1710735491500000
-29,29,41,1710735491531250
-28,31,41,1710735491562500
-32,34,38,1710735491593750
-32,37,35,1710735491625000
-34,37,30,1710735491656250
-41,38,34,1710735491687500
-40,40,37,1710735491718750
-41,40,42,1710735491750000
-40,40,42,1710735491781250
-41,40,44,1710735491812500
-39,39,58,1710735491843750
-36,38,57,1710735491875000
-34,36,44,1710735491906250
-38,37,36,1710735491937500
-39,37,34,1710735491968750
-38,38,33,1710735492000000
-38,39,34,1710735492031250
-37,39,35,1710735492062500
-37,39,36,1710735492093750
-38,38,36,1710735492125000
-38,37,35,1710735492156250
-39,37,35,1710735492187500
-40,39,35,1710735492218750
-38,39,34,1710735492250000
-39,39,34,1710735492281250
-39,39,33,1710735492312500
-39,40,33,1710735492343750
-39,40,34,1710735492375000
-39,40,35,1710735492406250
-39,39,34,1710735492437500
-39,38,34,1710735492468750
-40,38,34,1710735492500000
-40,38,33,1710735492531250
-39,38,33,1710735492562500
-40,38,33,1710735492593750
-40,38,33,1710735492625000
-40,38,33,1710735492656250
-40,39,33,1710735492687500
-39,38,33,1710735492718750
-41,40,34,1710735492750000
-41,41,33,1710735492781250
-36,39,32,1710735492812500
-37,39,33,1710735492843750
