value,timestamp
32.81,1710735488000000
32.81,1710735488250000
32.81,1710735488500000
32.81,1710735488750000
32.81,1710735489000000
32.81,1710735489250000
32.81,1710735489500000
32.81,1710735489750000
32.81,1710735490000000
32.81,1710735490250000
32.81,1710735490500000
32.81,1710735490750000
32.81,1710735491000000
32.81,1710735491250000
32.81,1710735491500000
32.81,1710735491750000
32.81,1710735492000000
32.81,1710735492250000
32.81,1710735492500000
32.81,1710735492750000
32.83,1710735493000000
32.83,1710735493250000
32.83,1710735493500000
32.83,1710735493750000
32.83,1710735494000000
32.83,1710735494250000
32.83,1710735494500000
32.83,1710735494750000
32.83,1710735495000000
32.83,1710735495250000
32.83,1710735495500000
32.83,1710735495750000
32.83,1710735496000000
32.83,1710735496250000
32.83,1710735496500000
32.83,1710735496750000
32.81,1710735497000000
32.81,1710735497250000
32.81,1710735497500000
32.81,1710735497750000
32.81,1710735498000000
32.81,1710735498250000
32.81,1710735498500000
32.81,1710735498750000
32.84,1710735499000000
32.84,1710735499250000
32.84,1710735499500000
32.84,1710735499750000
32.83,1710735500000000
32.83,1710735500250000
32.83,1710735500500000
32.83,1710735500750000
32.83,1710735501000000
32.83,1710735501250000
32.83,1710735501500000
32.83,1710735501750000
32.83,1710735502000000
32.83,1710735502250000
32.83,1710735502500000
32.83,1710735502750000
32.83,1710735503000000
32.83,1710735503250000
32.83,1710735503500000
32.83,1710735503750000
32.81,1710735504000000
32.81,1710735504250000
32.81,1710735504500000
32.81,1710735504750000
32.83,1710735505000000
32.83,1710735505250000
32.83,1710735505500000
32.83,1710735505750000
32.83,1710735506000000
32.83,1710735506250000
32.83,1710735506500000
32.83,1710735506750000
32.81,1710735507000000
32.81,1710735507250000
32.81,1710735507500000
32.81,1710735507750000
32.83,1710735508000000
32.83,1710735508250000
32.83,1710735508500000
32.83,1710735508750000
32.84,1710735509000000
32.84,1710735509250000
32.84,1710735509500000
32.84,1710735509750000
32.81,1710735510000000
32.81,1710735510250000
32.81,1710735510500000
32.81,1710735510750000
32.84,1710735511000000
32.84,1710735511250000
32.84,1710735511500000
32.84,1710735511750000
32.84,1710735512000000
32.84,1710735512250000
32.84,1710735512500000
32.84,1710735512750000
32.84,1710735513000000
32.84,1710735513250000
32.84,1710735513500000
32.84,1710735513750000
32.83,1710735514000000
32.83,1710735514250000
32.83,1710735514500000
32.83,1710735514750000
32.84,1710735515000000
32.84,1710735515250000
32.84,1710735515500000
32.84,1710735515750000
32.84,1710735516000000
32.84,1710735516250000
32.84,1710735516500000
32.84,1710735516750000
32.83,1710735517000000
32.83,1710735517250000
32.83,1710735517500000
32.83,1710735517750000
32.84,1710735518000000
32.84,1710735518250000
32.84,1710735518500000
32.84,1710735518750000
32.84,1710735519000000
32.84,1710735519250000
32.84,1710735519500000
32.84,1710735519750000
32.87,1710735520000000
32.87,1710735520250000
32.87,1710735520500000
32.87,1710735520750000
32.84,1710735521000000
