x,y,z,timestamp
-20,60,6,1711417037000000
-20,60,6,1711417037031250
-20,60,7,1711417037062500
-20,60,7,1711417037093750
-20,61,7,1711417037125000
-20,60,7,1711417037156250
-20,60,8,1711417037187500
-21,61,8,1711417037218750
-21,59,9,1711417037250000
-21,59,9,1711417037281250
-22,60,8,1711417037312500
-22,60,8,1711417037343750
-22,59,8,1711417037375000
-23,59,8,1711417037406250
-23,59,8,1711417037437500
-23,60,9,1711417037468750
-23,60,9,1711417037500000
-23,60,8,1711417037531250
-22,60,7,1711417037562500
-21,59,7,1711417037593750
-20,59,8,1711417037625000
-21,59,8,1711417037656250
-22,60,8,1711417037687500
-23,60,8,1711417037718750
-22,60,7,1711417037750000
-21,60,7,1711417037781250
-21,60,7,1711417037812500
-22,59,8,1711417037843750
-22,60,8,1711417037875000
-22,60,8,1711417037906250
-21,60,8,1711417037937500
-21,60,7,1711417037968750
-21,60,8,1711417038000000
-22,60,7,1711417038031250
-22,60,7,1711417038062500
-21,60,7,1711417038093750
-20,61,7,1711417038125000
-19,60,7,1711417038156250
-21,60,7,1711417038187500
-21,60,7,1711417038218750
-20,60,7,1711417038250000
-19,61,7,1711417038281250
-19,61,7,1711417038312500
-19,61,6,1711417038343750
-19,62,7,1711417038375000
-20,61,7,1711417038406250
-21,61,7,1711417038437500
-21,61,7,1711417038468750
-21,60,6,1711417038500000
-20,60,6,1711417038531250
-20,61,7,1711417038562500
-19,61,6,1711417038593750
-19,60,6,1711417038625000
-19,61,6,1711417038656250
-20,61,7,1711417038687500
-21,61,7,1711417038718750
-20,61,7,1711417038750000
-20,61,7,1711417038781250
-19,61,7,1711417038812500
-19,61,6,1711417038843750
-19,61,6,1711417038875000
-19,61,6,1711417038906250
-19,61,6,1711417038937500
-19,62,7,1711417038968750
-18,61,7,1711417039000000
-18,61,7,1711417039031250
-18,61,7,1711417039062500
-18,61,7,1711417039093750
-18,61,7,1711417039125000
-18,61,7,1711417039156250
-18,61,7,1711417039187500
-18,61,7,1711417039218750
-18,61,6,1711417039250000
-18,61,6,1711417039281250
-18,61,7,1711417039312500
-17,61,6,1711417039343750
-17,62,6,1711417039375000
-17,62,6,1711417039406250
-17,62,6,1711417039437500
-16,61,7,1711417039468750
-16,62,7,1711417039500000
-16,62,7,1711417039531250
-17,62,6,1711417039562500
-17,62,6,1711417039593750
-17,62,6,1711417039625000
-17,61,7,1711417039656250
-17,61,6,1711417039687500
-17,62,6,1711417039718750
-17,61,6,1711417039750000
-18,61,6,1711417039781250
-18,62,6,1711417039812500
-18,62,7,1711417039843750
-18,61,7,1711417039875000
-17,61,7,1711417039906250
-17,62,7,1711417039937500
-18,62,7,1711417039968750
-17,61,7,1711417040000000
-18,61,7,1711417040031250
-18,61,7,1711417040062500
-18,61,7,1711417040093750
-18,61,7,1711417040125000
-18,61,7,1711417040156250
-18,61,7,1711417040187500
-19,61,7,1711417040218750
-19,61,7,1711417040250000
-19,61,7,1711417040281250
-19,61,7,1711417040312500
-19,61,7,1711417040343750
-19,60,7,1711417040375000
-19,60,7,1711417040406250
-19,61,7,1711417040437500
-19,61,7,1711417040468750
-19,60,7,1711417040500000
-19,61,7,1711417040531250
-19,61,8,1711417040562500
-20,61,7,1711417040593750
-20,61,7,1711417040625000
-20,61,7,1711417040656250
-19,60,7,1711417040687500
-19,60,8,1711417040718750
-18,61,8,1711417040750000
-18,61,8,1711417040781250
-19,61,8,1711417040812500
-20,61,7,1711417040843750
-20,60,8,1711417040875000
-20,60,7,1711417040906250
-20,60,8,1711417040937500
-20,60,8,1711417040968750
-20,61,8,1711417041000000
-20,60,7,1711417041031250
-20,60,7,1711417041062500
-20,60,8,1711417041093750
-20,60,8,1711417041125000
-20,60,7,1711417041156250
-20,61,7,1711417041187500
-20,60,7,1711417041218750
-20,60,7,1711417041250000
-20,60,7,1711417041281250
-20,60,7,1711417041312500
-20,60,7,1711417041343750
-20,61,7,1711417041375000
-20,60,7,1711417041406250
-19,60,7,1711417041437500
-19,61,8,1711417041468750
-19,61,8,1711417041500000
-20,61,8,1711417041531250
-20,61,7,1711417041562500
-20,61,7,1711417041593750
-20,60,7,1711417041625000
-20,60,7,1711417041656250
-19,60,8,1711417041687500
-19,61,7,1711417041718750
-20,61,7,1711417041750000
-20,61,7,1711417041781250
-19,61,7,1711417041812500
-20,60,7,1711417041843750
-19,60,7,1711417041875000
-19,61,7,1711417041906250
-19,61,7,1711417041937500
-19,61,8,1711417041968750
-19,61,7,1711417042000000
-19,61,8,1711417042031250
-19,61,7,1711417042062500
-19,61,8,1711417042093750
-18,60,7,1711417042125000
-18,61,7,1711417042156250
-19,60,7,1711417042187500
-19,61,6,1711417042218750
-19,61,6,1711417042250000
-19,61,6,1711417042281250
-19,61,6,1711417042312500
-19,61,6,1711417042343750
-19,62,5,1711417042375000
-19,63,5,1711417042406250
-18,63,6,1711417042437500
-18,63,7,1711417042468750
-16,63,5,1711417042500000
-17,63,4,1711417042531250
-18,61,5,1711417042562500
-19,61,8,1711417042593750
-20,60,10,1711417042625000
-23,60,14,1711417042656250
-25,61,14,1711417042687500
-25,63,13,1711417042718750
-23,66,10,1711417042750000
-19,64,6,1711417042781250
-19,64,6,1711417042812500
-18,63,7,1711417042843750
-17,62,7,1711417042875000
-15,63,7,1711417042906250
-14,62,6,1711417042937500
-14,63,6,1711417042968750
-14,64,3,1711417043000000
-14,63,2,1711417043031250
-14,64,1,1711417043062500
-14,63,-2,1711417043093750
-13,63,-3,1711417043125000
-13,64,-4,1711417043156250
-13,63,-4,1711417043187500
-12,62,-4,1711417043218750
-11,62,-5,1711417043250000
-11,63,-5,1711417043281250
-10,64,-3,1711417043312500
-9,64,-3,1711417043343750
-10,65,-2,1711417043375000
-10,63,0,1711417043406250
-10,64,2,1711417043437500
-8,65,7,1711417043468750
-6,64,10,1711417043500000
-5,63,11,1711417043531250
-1,64,12,1711417043562500
0,66,15,1711417043593750
-3,69,14,1711417043625000
-9,66,9,1711417043656250
-13,64,8,1711417043687500
-16,58,7,1711417043718750
-16,56,6,1711417043750000
-13,53,4,1711417043781250
-13,54,2,1711417043812500
-15,56,1,1711417043843750
-19,59,-2,1711417043875000
-24,58,-4,1711417043906250
-25,57,-4,1711417043937500
-25,58,-3,1711417043968750
-24,57,-3,1711417044000000
-23,57,-4,1711417044031250
-22,58,-8,1711417044062500
