value,timestamp
-0.0,1711417037000000
-0.0,1711417037015625
-0.0,1711417037031250
-0.0,1711417037046875
-0.0,1711417037062500
-0.0,1711417037078125
-0.0,1711417037093750
-0.0,1711417037109375
-0.0,1711417037125000
-0.0,1711417037140625
0.0,1711417037156250
0.01,1711417037171875
0.01,1711417037187500
-0.0,1711417037203125
-0.03,1711417037218750
-0.05,1711417037234375
-0.05,1711417037250000
0.0,1711417037265625
0.13,1711417037281250
0.36,1711417037296875
0.66,1711417037312500
1.01,1711417037328125
1.37,1711417037343750
1.72,1711417037359375
2.06,1711417037375000
2.4,1711417037390625
2.79,1711417037406250
3.24,1711417037421875
3.8,1711417037437500
4.42,1711417037453125
5.06,1711417037468750
5.66,1711417037484375
6.2,1711417037500000
6.68,1711417037515625
7.15,1711417037531250
7.68,1711417037546875
8.31,1711417037562500
9.14,1711417037578125
10.09,1711417037593750
11.04,1711417037609375
11.88,1711417037625000
12.56,1711417037640625
13.14,1711417037656250
13.76,1711417037671875
14.65,1711417037687500
15.96,1711417037703125
17.91,1711417037718750
20.32,1711417037734375
22.9,1711417037750000
25.38,1711417037765625
27.58,1711417037781250
29.57,1711417037796875
31.68,1711417037812500
34.32,1711417037828125
37.81,1711417037843750
42.54,1711417037859375
48.15,1711417037875000
54.1,1711417037890625
59.83,1711417037906250
64.97,1711417037921875
69.58,1711417037937500
74.14,1711417037953125
79.34,1711417037968750
85.71,1711417037984375
93.76,1711417038000000
103.0,1711417038015625
112.62,1711417038031250
121.73,1711417038046875
129.77,1711417038062500
136.75,1711417038078125
143.3,1711417038093750
150.75,1711417038109375
157.77,1711417038125000
166.64,1711417038140625
177.95,1711417038156250
191.79,1711417038171875
206.97,1711417038187500
220.57,1711417038203125
228.25,1711417038218750
225.36,1711417038234375
208.53,1711417038250000
176.87,1711417038265625
132.76,1711417038281250
80.05,1711417038296875
23.07,1711417038312500
-34.94,1711417038328125
-92.44,1711417038343750
-149.16,1711417038359375
-205.23,1711417038375000
-260.37,1711417038390625
-313.74,1711417038406250
-363.87,1711417038421875
-409.83,1711417038437500
-450.91,1711417038453125
-486.5,1711417038468750
-515.74,1711417038484375
-537.23,1711417038500000
-549.22,1711417038515625
-549.96,1711417038531250
-538.37,1711417038546875
-514.21,1711417038562500
-478.67,1711417038578125
-433.88,1711417038593750
-382.45,1711417038609375
-327.02,1711417038625000
-269.84,1711417038640625
-212.63,1711417038656250
-156.66,1711417038671875
-102.95,1711417038687500
-52.37,1711417038703125
-5.9,1711417038718750
35.58,1711417038734375
71.43,1711417038750000
101.35,1711417038765625
125.5,1711417038781250
144.38,1711417038796875
158.69,1711417038812500
169.15,1711417038828125
176.37,1711417038843750
180.75,1711417038859375
182.57,1711417038875000
182.07,1711417038890625
179.51,1711417038906250
175.23,1711417038921875
169.65,1711417038937500
163.18,1711417038953125
156.15,1711417038968750
148.81,1711417038984375
141.3,1711417039000000
133.69,1711417039015625
126.02,1711417039031250
118.33,1711417039046875
110.69,1711417039062500
103.16,1711417039078125
95.8,1711417039093750
88.68,1711417039109375
81.83,1711417039125000
75.25,1711417039140625
68.95,1711417039156250
62.95,1711417039171875
57.25,1711417039187500
51.86,1711417039203125
46.78,1711417039218750
42.03,1711417039234375
37.59,1711417039250000
33.45,1711417039265625
29.61,1711417039281250
26.07,1711417039296875
22.81,1711417039312500
19.83,1711417039328125
17.11,1711417039343750
14.67,1711417039359375
12.48,1711417039375000
10.54,1711417039390625
8.83,1711417039406250
7.35,1711417039421875
6.07,1711417039437500
4.97,1711417039453125
4.05,1711417039468750
3.27,1711417039484375
2.62,1711417039500000
2.09,1711417039515625
1.65,1711417039531250
1.3,1711417039546875
1.01,1711417039562500
0.79,1711417039578125
0.61,1711417039593750
0.48,1711417039609375
0.37,1711417039625000
0.28,1711417039640625
0.22,1711417039656250
0.17,1711417039671875
0.15,1711417039687500
0.14,1711417039703125
0.15,1711417039718750
0.18,1711417039734375
0.19,1711417039750000
0.17,1711417039765625
0.11,1711417039781250
0.02,1711417039796875
-0.08,1711417039812500
-0.16,1711417039828125
-0.19,1711417039843750
-0.17,1711417039859375
-0.09,1711417039875000
-0.02,1711417039890625
0.03,1711417039906250
0.02,1711417039921875
-0.04,1711417039937500
-0.12,1711417039953125
-0.18,1711417039968750
-0.17,1711417039984375
-0.08,1711417040000000
0.05,1711417040015625
0.16,1711417040031250
0.19,1711417040046875
0.09,1711417040062500
-0.1,1711417040078125
-0.32,1711417040093750
-0.46,1711417040109375
-0.42,1711417040125000
-0.19,1711417040140625
0.16,1711417040156250
0.46,1711417040171875
0.53,1711417040187500
0.28,1711417040203125
-0.25,1711417040218750
-0.86,1711417040234375
-1.29,1711417040250000
-1.3,1711417040265625
-0.82,1711417040281250
-0.06,1711417040296875
0.64,1711417040312500
0.88,1711417040328125
0.45,1711417040343750
-0.57,1711417040359375
-1.8,1711417040375000
-2.7,1711417040390625
-2.82,1711417040406250
-2.07,1711417040421875
-0.75,1711417040437500
0.5,1711417040453125
1.02,1711417040468750
0.44,1711417040484375
-1.09,1711417040500000
-2.96,1711417040515625
-4.36,1711417040531250
-4.7,1711417040546875
-3.8,1711417040562500
-2.04,1711417040578125
-0.17,1711417040593750
1.05,1711417040609375
0.99,1711417040625000
-0.84,1711417040640625
-4.71,1711417040656250
-10.46,1711417040671875
-17.1,1711417040687500
-22.66,1711417040703125
-24.54,1711417040718750
-20.56,1711417040734375
-10.21,1711417040750000
4.84,1711417040765625
20.97,1711417040781250
34.02,1711417040796875
41.03,1711417040812500
