x,y,z,timestamp
-52,19,32,1712124672000000
-52,19,32,1712124672031250
-52,19,32,1712124672062500
-52,19,33,1712124672093750
-52,19,32,1712124672125000
-52,19,32,1712124672156250
-52,19,32,1712124672187500
-53,19,32,1712124672218750
-54,18,31,1712124672250000
-54,20,30,1712124672281250
-49,19,35,1712124672312500
-51,19,34,1712124672343750
-52,19,33,1712124672375000
-52,18,33,1712124672406250
-52,19,33,1712124672437500
-51,19,33,1712124672468750
-52,19,33,1712124672500000
-52,19,33,1712124672531250
-51,18,33,1712124672562500
-52,19,33,1712124672593750
-52,19,33,1712124672625000
-52,19,32,1712124672656250
-52,19,33,1712124672687500
-52,18,33,1712124672718750
-53,18,33,1712124672750000
-51,19,33,1712124672781250
-52,19,33,1712124672812500
-52,19,33,1712124672843750
-51,19,34,1712124672875000
-51,19,33,1712124672906250
-52,19,33,1712124672937500
-51,19,34,1712124672968750
-52,18,32,1712124673000000
-52,19,32,1712124673031250
-52,19,33,1712124673062500
-51,19,33,1712124673093750
-52,19,32,1712124673125000
-52,19,32,1712124673156250
-53,19,32,1712124673187500
-52,19,32,1712124673218750
-52,20,32,1712124673250000
-52,19,32,1712124673281250
-52,19,32,1712124673312500
-52,19,33,1712124673343750
-51,19,32,1712124673375000
-53,20,31,1712124673406250
-51,19,33,1712124673437500
-54,19,30,1712124673468750
-53,20,32,1712124673500000
-53,19,32,1712124673531250
-53,19,31,1712124673562500
-53,18,31,1712124673593750
-52,19,32,1712124673625000
-53,19,32,1712124673656250
-52,19,32,1712124673687500
-52,20,32,1712124673718750
-49,20,34,1712124673750000
-53,19,32,1712124673781250
-50,19,34,1712124673812500
-52,19,32,1712124673843750
-52,19,33,1712124673875000
-51,19,33,1712124673906250
-51,19,33,1712124673937500
-52,19,32,1712124673968750
-52,19,33,1712124674000000
-52,19,33,1712124674031250
-52,20,33,1712124674062500
-53,19,33,1712124674093750
-51,19,33,1712124674125000
-51,19,33,1712124674156250
-51,19,33,1712124674187500
-52,19,32,1712124674218750
-52,19,32,1712124674250000
-52,19,33,1712124674281250
-52,19,33,1712124674312500
-52,19,33,1712124674343750
-52,19,33,1712124674375000
-52,19,33,1712124674406250
-52,19,33,1712124674437500
-51,19,33,1712124674468750
-52,19,33,1712124674500000
-52,19,33,1712124674531250
-52,19,33,1712124674562500
-52,19,33,1712124674593750
-52,19,33,1712124674625000
-52,19,32,1712124674656250
-52,19,33,1712124674687500
-52,19,32,1712124674718750
-52,19,32,1712124674750000
-52,19,33,1712124674781250
-52,19,33,1712124674812500
-52,20,32,1712124674843750
-52,19,32,1712124674875000
-52,19,32,1712124674906250
-52,19,32,1712124674937500
-52,19,32,1712124674968750
-52,19,32,1712124675000000
-53,20,32,1712124675031250
-53,19,31,1712124675062500
-52,20,32,1712124675093750
-51,19,34,1712124675125000
